N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
171,1.698,3.065,2.766,0.547,0.855,0.814,-0.233,12.458,12.274,0.197,14.465,14.263,3.099,3.214,3.546,0.98,0.977,1.761,1.799
172,1.697,3.062,2.763,0.547,0.855,0.814,-0.24,12.432,12.25,0.189,14.451,14.25,3.098,3.215,3.547,0.98,0.977,1.727,1.75
173,1.697,3.06,2.761,0.547,0.855,0.815,-0.234,12.429,12.247,0.195,14.443,14.242,3.097,3.214,3.544,0.98,0.977,1.693,1.75
174,1.695,3.06,2.761,0.546,0.856,0.815,-0.24,12.442,12.26,0.188,14.446,14.246,3.097,3.212,3.542,0.98,0.977,1.694,1.702
175,1.695,3.061,2.76,0.547,0.856,0.816,-0.233,12.442,12.26,0.195,14.441,14.241,3.093,3.212,3.542,0.98,0.978,1.661,1.654
176,1.694,3.059,2.757,0.546,0.856,0.815,-0.24,12.418,12.237,0.187,14.43,14.231,3.09,3.211,3.541,0.98,0.978,1.664,1.643
177,1.694,3.061,2.758,0.547,0.856,0.816,-0.228,12.427,12.244,0.198,14.437,14.234,3.089,3.213,3.543,0.98,0.978,1.632,1.596
178,1.693,3.058,2.755,0.547,0.856,0.816,-0.24,12.415,12.233,0.186,14.436,14.233,3.088,3.214,3.545,0.98,0.978,1.693,1.643
179,1.693,3.059,2.756,0.547,0.856,0.816,-0.24,12.418,12.235,0.186,14.439,14.236,3.084,3.216,3.547,0.98,0.978,1.661,1.597
180,1.694,3.062,2.752,0.547,0.857,0.816,-0.24,12.429,12.245,0.186,14.446,14.242,3.08,3.214,3.542,0.981,0.978,1.629,1.621
181,1.693,3.062,2.751,0.547,0.857,0.817,-0.266,12.423,12.239,0.16,14.434,14.23,3.08,3.215,3.544,0.981,0.978,1.598,1.575
182,1.692,3.06,2.75,0.547,0.857,0.817,-0.24,12.404,12.22,0.185,14.431,14.227,3.08,3.217,3.545,0.981,0.978,1.566,1.53
183,1.69,3.062,2.751,0.547,0.857,0.817,-0.251,12.415,12.231,0.173,14.434,14.23,3.074,3.217,3.547,0.981,0.978,1.536,1.485
184,1.69,3.063,2.752,0.548,0.858,0.818,-0.239,12.45,12.263,0.184,14.458,14.252,3.068,3.217,3.548,0.981,0.978,1.596,1.577
185,1.689,3.062,2.753,0.548,0.858,0.818,-0.253,12.452,12.266,0.171,14.453,14.247,3.068,3.215,3.547,0.981,0.978,1.565,1.533
186,1.688,3.063,2.753,0.547,0.858,0.818,-0.239,12.44,12.254,0.184,14.458,14.253,3.068,3.214,3.543,0.981,0.978,1.632,1.538
187,1.688,3.065,2.752,0.548,0.858,0.819,-0.235,12.448,12.262,0.188,14.457,14.251,3.068,3.214,3.544,0.981,0.978,1.602,1.494
188,1.687,3.065,2.754,0.548,0.859,0.819,-0.24,12.448,12.263,0.182,14.461,14.256,3.068,3.215,3.545,0.981,0.978,1.572,1.451
189,1.687,3.064,2.75,0.548,0.859,0.819,-0.245,12.446,12.259,0.176,14.454,14.248,3.069,3.215,3.546,0.981,0.978,1.583,1.449
190,1.687,3.06,2.747,0.548,0.859,0.819,-0.239,12.431,12.245,0.183,14.435,14.23,3.07,3.216,3.548,0.981,0.978,1.553,1.406
191,1.689,3.055,2.741,0.549,0.858,0.819,-0.213,12.378,12.192,0.208,14.377,14.172,3.069,3.215,3.548,0.981,0.978,1.707,1.547
192,1.686,3.049,2.735,0.548,0.858,0.818,-0.239,12.358,12.172,0.182,14.345,14.141,3.069,3.214,3.547,0.981,0.978,1.989,1.765
193,1.684,3.045,2.731,0.548,0.858,0.818,-0.259,12.332,12.146,0.162,14.311,14.106,3.068,3.213,3.544,0.981,0.978,2.012,1.858
194,1.684,3.045,2.729,0.548,0.858,0.818,-0.239,12.341,12.154,0.181,14.317,14.112,3.066,3.214,3.544,0.98,0.978,1.981,1.814
195,1.681,3.041,2.725,0.548,0.858,0.818,-0.266,12.33,12.142,0.155,14.3,14.093,3.062,3.211,3.543,0.98,0.978,2.007,1.828
196,1.68,3.04,2.724,0.548,0.858,0.818,-0.239,12.326,12.138,0.181,14.287,14.08,3.057,3.209,3.54,0.98,0.978,1.976,1.785
197,1.682,3.043,2.725,0.549,0.858,0.819,-0.209,12.33,12.141,0.211,14.287,14.079,3.055,3.209,3.539,0.98,0.978,1.945,1.742
198,1.68,3.039,2.722,0.548,0.858,0.818,-0.239,12.322,12.134,0.182,14.271,14.064,3.053,3.208,3.541,0.98,0.977,1.957,1.868
199,1.679,3.04,2.72,0.548,0.858,0.819,-0.258,12.311,12.122,0.165,14.257,14.049,3.055,3.209,3.541,0.98,0.977,1.926,1.825
200,1.678,3.041,2.721,0.549,0.858,0.819,-0.232,12.313,12.124,0.192,14.257,14.05,3.057,3.209,3.541,0.98,0.977,1.938,1.866
201,1.676,3.039,2.72,0.549,0.858,0.819,-0.243,12.312,12.122,0.181,14.253,14.044,3.054,3.21,3.542,0.98,0.977,1.953,1.824
202,1.676,3.041,2.719,0.548,0.858,0.819,-0.233,12.328,12.135,0.191,14.262,14.05,3.052,3.209,3.544,0.98,0.977,1.923,1.782
203,1.675,3.043,2.718,0.548,0.859,0.819,-0.254,12.328,12.133,0.171,14.259,14.045,3.049,3.21,3.545,0.98,0.978,1.894,1.741
204,1.674,3.038,2.715,0.549,0.859,0.819,-0.231,12.322,12.128,0.194,14.25,14.036,3.046,3.21,3.546,0.98,0.978,1.935,1.735
205,1.674,3.038,2.715,0.549,0.859,0.82,-0.242,12.33,12.136,0.182,14.251,14.038,3.047,3.21,3.547,0.98,0.978,1.905,1.694
206,1.673,3.04,2.716,0.549,0.859,0.82,-0.231,12.331,12.137,0.193,14.26,14.047,3.049,3.21,3.545,0.98,0.978,1.876,1.653
207,1.671,3.033,2.71,0.548,0.859,0.819,-0.26,12.309,12.116,0.166,14.231,14.019,3.045,3.21,3.546,0.98,0.978,1.938,1.734
208,1.671,3.033,2.71,0.549,0.859,0.819,-0.23,12.286,12.094,0.196,14.221,14.009,3.041,3.209,3.545,0.98,0.978,1.909,1.694
209,1.67,3.031,2.709,0.549,0.859,0.82,-0.24,12.28,12.086,0.185,14.21,13.998,3.039,3.21,3.546,0.98,0.978,1.96,1.654
210,1.67,3.033,2.711,0.549,0.859,0.82,-0.229,12.286,12.092,0.196,14.209,13.997,3.037,3.21,3.544,0.98,0.978,1.932,1.615
211,1.672,3.037,2.714,0.55,0.86,0.82,-0.197,12.288,12.093,0.228,14.21,13.997,3.035,3.209,3.542,0.98,0.978,1.903,1.575
212,1.669,3.034,2.712,0.549,0.859,0.82,-0.229,12.29,12.096,0.197,14.208,13.995,3.033,3.209,3.542,0.98,0.978,1.918,1.794
213,1.668,3.033,2.712,0.549,0.86,0.821,-0.237,12.296,12.101,0.191,14.208,13.995,3.031,3.208,3.543,0.98,0.978,1.89,1.754
214,1.667,3.035,2.712,0.549,0.86,0.821,-0.231,12.304,12.109,0.197,14.213,13.999,3.029,3.208,3.54,0.98,0.978,1.862,1.715
215,1.666,3.034,2.712,0.548,0.86,0.821,-0.24,12.311,12.115,0.187,14.212,13.998,3.026,3.208,3.541,0.981,0.978,1.834,1.676
216,1.665,3.034,2.711,0.548,0.86,0.821,-0.231,12.318,12.12,0.195,14.21,13.995,3.022,3.208,3.542,0.981,0.978,1.807,1.638
217,1.665,3.035,2.712,0.549,0.86,0.821,-0.233,12.325,12.121,0.193,14.214,13.991,3.021,3.208,3.542,0.981,0.978,1.872,1.669
218,1.663,3.033,2.709,0.548,0.86,0.821,-0.231,12.313,12.109,0.194,14.197,13.973,3.019,3.208,3.541,0.981,0.978,1.926,1.766
219,1.663,3.034,2.711,0.549,0.86,0.821,-0.221,12.321,12.114,0.204,14.199,13.973,3.018,3.208,3.542,0.981,0.978,1.898,1.727
220,1.662,3.034,2.709,0.548,0.86,0.821,-0.231,12.313,12.105,0.193,14.186,13.958,3.017,3.207,3.541,0.981,0.978,1.947,1.765
221,1.662,3.036,2.71,0.549,0.86,0.821,-0.242,12.32,12.11,0.182,14.195,13.965,3.018,3.208,3.543,0.981,0.978,1.92,1.727
222,1.661,3.035,2.708,0.548,0.86,0.821,-0.231,12.312,12.103,0.193,14.211,13.98,3.019,3.207,3.545,0.981,0.978,1.925,1.722
223,1.661,3.036,2.708,0.549,0.861,0.821,-0.23,12.314,12.105,0.193,14.21,13.98,3.018,3.208,3.544,0.981,0.978,1.898,1.684
224,1.66,3.038,2.708,0.549,0.861,0.822,-0.231,12.319,12.11,0.192,14.21,13.98,3.016,3.209,3.544,0.981,0.978,1.871,1.707
225,1.66,3.039,2.707,0.549,0.861,0.822,-0.234,12.327,12.117,0.188,14.222,13.989,3.017,3.21,3.545,0.981,0.978,1.845,1.67
226,1.659,3.038,2.706,0.549,0.862,0.822,-0.231,12.328,12.119,0.191,14.233,14.001,3.017,3.211,3.548,0.981,0.978,1.819,1.673
227,1.659,3.04,2.709,0.549,0.862,0.823,-0.239,12.329,12.119,0.182,14.23,13.997,3.018,3.211,3.548,0.981,0.978,1.793,1.636
228,1.658,3.038,2.707,0.549,0.862,0.823,-0.232,12.339,12.129,0.189,14.241,14.009,3.019,3.212,3.548,0.981,0.978,1.767,1.6
229,1.657,3.037,2.705,0.549,0.862,0.823,-0.247,12.33,12.12,0.175,14.231,13.998,3.02,3.211,3.55,0.981,0.978,1.916,1.739
230,1.657,3.04,2.707,0.55,0.862,0.824,-0.233,12.358,12.145,0.188,14.251,14.014,3.02,3.212,3.55,0.981,0.978,1.89,1.731
231,1.657,3.038,2.706,0.55,0.863,0.824,-0.235,12.345,12.131,0.185,14.234,13.997,3.02,3.212,3.548,0.981,0.978,1.864,1.695
232,1.656,3.038,2.705,0.55,0.863,0.824,-0.233,12.354,12.138,0.187,14.236,13.998,3.02,3.213,3.55,0.981,0.978,1.9,1.721
233,1.657,3.039,2.707,0.55,0.863,0.824,-0.223,12.351,12.136,0.197,14.232,13.994,3.016,3.211,3.546,0.981,0.978,1.946,1.685
234,1.656,3.039,2.706,0.55,0.863,0.824,-0.233,12.351,12.136,0.187,14.228,13.991,3.012,3.211,3.548,0.981,0.978,1.92,1.65
235,1.658,3.036,2.705,0.551,0.863,0.824,-0.214,12.339,12.124,0.205,14.212,13.975,3.014,3.209,3.546,0.981,0.978,1.915,1.675
236,1.656,3.033,2.703,0.551,0.863,0.824,-0.233,12.328,12.115,0.187,14.198,13.962,3.015,3.21,3.548,0.981,0.978,1.953,1.687
237,1.656,3.032,2.702,0.551,0.863,0.824,-0.241,12.331,12.113,0.178,14.197,13.956,3.017,3.211,3.55,0.981,0.978,1.927,1.668
238,1.656,3.031,2.7,0.552,0.863,0.824,-0.232,12.313,12.094,0.186,14.2,13.958,3.019,3.212,3.551,0.981,0.978,1.918,1.649
239,1.654,3.032,2.702,0.552,0.863,0.824,-0.269,12.316,12.099,0.149,14.201,13.959,3.019,3.212,3.553,0.981,0.978,1.893,1.615
240,1.657,3.03,2.699,0.552,0.863,0.824,-0.233,12.298,12.081,0.185,14.194,13.954,3.019,3.209,3.55,0.981,0.978,1.868,1.622
241,1.655,3.029,2.699,0.552,0.863,0.824,-0.266,12.288,12.071,0.153,14.178,13.938,3.021,3.208,3.548,0.981,0.978,1.843,1.701
242,1.655,3.03,2.7,0.553,0.864,0.825,-0.233,12.283,12.067,0.185,14.178,13.939,3.023,3.208,3.547,0.981,0.978,1.819,1.666
243,1.655,3.028,2.696,0.553,0.864,0.825,-0.249,12.28,12.063,0.169,14.176,13.937,3.023,3.209,3.548,0.981,0.978,1.822,1.66
244,1.655,3.031,2.695,0.553,0.864,0.825,-0.233,12.291,12.074,0.185,14.182,13.942,3.023,3.208,3.547,0.981,0.978,1.832,1.626
245,1.654,3.029,2.692,0.552,0.864,0.825,-0.239,12.292,12.074,0.179,14.182,13.94,3.021,3.209,3.549,0.981,0.978,1.808,1.592
246,1.654,3.026,2.689,0.552,0.864,0.825,-0.234,12.288,12.069,0.184,14.17,13.929,3.019,3.21,3.55,0.981,0.978,1.81,1.584
247,1.654,3.029,2.69,0.552,0.864,0.825,-0.243,12.294,12.073,0.174,14.175,13.932,3.019,3.21,3.549,0.981,0.978,1.786,1.551
248,1.653,3.029,2.691,0.552,0.864,0.825,-0.234,12.3,12.08,0.183,14.188,13.945,3.019,3.21,3.549,0.981,0.978,1.762,1.518
249,1.654,3.031,2.691,0.552,0.864,0.825,-0.22,12.309,12.088,0.196,14.199,13.954,3.019,3.21,3.549,0.981,0.978,1.739,1.485
250,1.653,3.03,2.691,0.552,0.864,0.825,-0.234,12.303,12.083,0.183,14.195,13.951,3.018,3.211,3.551,0.981,0.978,1.715,1.483
251,1.654,3.032,2.691,0.552,0.864,0.825,-0.22,12.312,12.091,0.196,14.202,13.957,3.018,3.211,3.55,0.981,0.978,1.726,1.451
252,1.653,3.029,2.687,0.551,0.864,0.825,-0.234,12.283,12.063,0.182,14.165,13.921,3.017,3.21,3.551,0.981,0.978,1.729,1.445
253,1.653,3.03,2.688,0.551,0.864,0.825,-0.231,12.291,12.068,0.184,14.169,13.923,3.016,3.211,3.551,0.981,0.978,1.706,1.413
254,1.652,3.032,2.689,0.551,0.864,0.824,-0.234,12.3,12.077,0.181,14.175,13.929,3.016,3.212,3.552,0.981,0.978,1.705,1.404
255,1.651,3.033,2.688,0.551,0.864,0.824,-0.25,12.302,12.077,0.165,14.176,13.927,3.014,3.212,3.553,0.981,0.978,1.683,1.386
256,1.651,3.032,2.688,0.551,0.864,0.825,-0.234,12.316,12.09,0.18,14.188,13.939,3.012,3.212,3.551,0.981,0.978,1.685,1.43
257,1.656,3.036,2.689,0.551,0.864,0.824,-0.217,12.332,12.104,0.196,14.21,13.958,3.012,3.212,3.552,0.981,0.978,1.663,1.554
258,1.656,3.035,2.69,0.552,0.864,0.824,-0.233,12.35,12.123,0.18,14.229,13.978,3.012,3.212,3.552,0.981,0.978,1.641,1.522
259,1.655,3.032,2.687,0.551,0.864,0.824,-0.249,12.332,12.105,0.165,14.207,13.956,3.011,3.212,3.554,0.981,0.978,1.651,1.555
260,1.656,3.033,2.689,0.551,0.864,0.824,-0.232,12.341,12.114,0.181,14.215,13.965,3.011,3.213,3.555,0.981,0.978,1.838,1.664
261,1.656,3.035,2.689,0.551,0.864,0.824,-0.23,12.342,12.115,0.183,14.216,13.965,3.009,3.212,3.553,0.981,0.978,1.816,1.632
262,1.655,3.034,2.689,0.551,0.865,0.825,-0.233,12.338,12.111,0.18,14.209,13.958,3.007,3.211,3.552,0.981,0.978,1.793,1.635
263,1.655,3.036,2.689,0.551,0.864,0.824,-0.217,12.351,12.123,0.196,14.222,13.971,3.008,3.211,3.552,0.981,0.978,1.771,1.603
264,1.654,3.034,2.688,0.55,0.864,0.824,-0.233,12.34,12.111,0.18,14.214,13.96,3.009,3.211,3.551,0.981,0.978,1.749,1.635
265,1.655,3.035,2.688,0.551,0.865,0.825,-0.213,12.341,12.11,0.2,14.219,13.965,3.008,3.21,3.551,0.981,0.978,1.727,1.604
266,1.653,3.035,2.687,0.55,0.865,0.825,-0.234,12.339,12.109,0.179,14.219,13.964,3.008,3.211,3.551,0.981,0.978,1.705,1.573
267,1.653,3.036,2.687,0.55,0.865,0.825,-0.237,12.337,12.107,0.177,14.22,13.965,3.007,3.209,3.55,0.981,0.978,1.683,1.543
268,1.652,3.036,2.688,0.55,0.865,0.825,-0.235,12.341,12.111,0.179,14.228,13.974,3.006,3.209,3.549,0.981,0.978,1.662,1.512
