N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
59,1.716,3.065,2.697,0.524,0.835,0.794,-0.166,12.77,12.592,0.305,14.517,14.332,3.037,3.235,3.565,0.981,0.978,-1.177,-1.147
60,1.711,3.066,2.7,0.521,0.837,0.795,-0.249,12.817,12.638,0.22,14.54,14.354,3.041,3.239,3.568,0.981,0.978,-1.114,-1.128
61,1.709,3.066,2.701,0.524,0.838,0.797,-0.118,12.829,12.652,0.348,14.555,14.371,3.046,3.24,3.569,0.981,0.978,-1.163,-1.218
62,1.702,3.052,2.689,0.521,0.837,0.796,-0.248,12.775,12.597,0.221,14.501,14.317,3.05,3.239,3.573,0.981,0.978,-0.941,-0.902
63,1.703,3.049,2.689,0.522,0.837,0.796,-0.212,12.761,12.585,0.256,14.48,14.297,3.051,3.24,3.573,0.981,0.978,-0.99,-0.993
64,1.705,3.052,2.692,0.521,0.838,0.797,-0.245,12.744,12.568,0.23,14.439,14.258,3.052,3.239,3.573,0.981,0.978,-1.039,-1.081
65,1.716,3.055,2.69,0.524,0.838,0.797,-0.196,12.766,12.591,0.277,14.464,14.283,3.064,3.236,3.571,0.981,0.978,-1.085,-1.167
66,1.722,3.054,2.696,0.524,0.839,0.798,-0.246,12.768,12.595,0.226,14.459,14.279,3.075,3.236,3.573,0.98,0.977,-1.131,-1.249
67,1.728,3.056,2.697,0.526,0.839,0.798,-0.184,12.765,12.591,0.285,14.455,14.276,3.085,3.239,3.577,0.981,0.978,-1.175,-1.33
68,1.727,3.048,2.69,0.527,0.84,0.799,-0.244,12.742,12.568,0.222,14.449,14.27,3.095,3.24,3.583,0.981,0.978,-1.168,-1.212
69,1.731,3.048,2.695,0.528,0.839,0.798,-0.225,12.737,12.565,0.24,14.441,14.263,3.097,3.241,3.583,0.981,0.978,-1.21,-1.29
70,1.733,3.048,2.694,0.529,0.84,0.799,-0.246,12.713,12.542,0.218,14.435,14.258,3.1,3.242,3.584,0.981,0.978,-1.192,-1.367
71,1.735,3.048,2.698,0.529,0.84,0.799,-0.188,12.723,12.553,0.274,14.445,14.27,3.099,3.247,3.588,0.981,0.978,-1.232,-1.441
72,1.733,3.049,2.695,0.528,0.839,0.798,-0.245,12.669,12.499,0.215,14.424,14.247,3.098,3.247,3.59,0.981,0.978,-1.272,-1.513
73,1.739,3.048,2.696,0.527,0.837,0.795,-0.171,12.705,12.535,0.289,14.484,14.304,3.1,3.245,3.593,0.981,0.978,-1.31,-1.583
74,1.739,3.054,2.689,0.527,0.836,0.793,-0.245,12.721,12.544,0.213,14.505,14.317,3.101,3.244,3.593,0.981,0.978,-1.347,-1.651
75,1.735,3.048,2.686,0.523,0.834,0.791,-0.338,12.675,12.5,0.119,14.443,14.257,3.107,3.243,3.596,0.981,0.978,-1.384,-1.534
76,1.742,3.053,2.69,0.526,0.835,0.792,-0.246,12.67,12.496,0.208,14.449,14.265,3.113,3.245,3.598,0.981,0.979,-1.419,-1.601
77,1.739,3.054,2.692,0.527,0.835,0.792,-0.235,12.67,12.497,0.217,14.458,14.274,3.121,3.245,3.596,0.981,0.979,-1.341,-1.497
78,1.74,3.057,2.694,0.528,0.836,0.793,-0.244,12.66,12.487,0.209,14.438,14.254,3.129,3.244,3.594,0.981,0.979,-1.376,-1.38
79,1.738,3.046,2.686,0.528,0.836,0.794,-0.237,12.586,12.414,0.22,14.359,14.177,3.131,3.242,3.594,0.981,0.979,-1.326,-1.278
80,1.736,3.041,2.684,0.528,0.836,0.794,-0.244,12.543,12.372,0.213,14.333,14.153,3.133,3.24,3.589,0.982,0.979,-1.36,-1.345
81,1.736,3.044,2.686,0.529,0.836,0.794,-0.197,12.55,12.379,0.258,14.349,14.169,3.132,3.241,3.588,0.982,0.979,-1.393,-1.242
82,1.733,3.044,2.686,0.529,0.837,0.794,-0.245,12.568,12.394,0.21,14.349,14.166,3.131,3.238,3.586,0.982,0.979,-1.358,-1.24
83,1.739,3.047,2.696,0.53,0.837,0.795,-0.187,12.57,12.397,0.266,14.376,14.194,3.129,3.24,3.589,0.982,0.979,-1.219,-1.132
84,1.74,3.048,2.703,0.53,0.837,0.795,-0.248,12.608,12.433,0.206,14.405,14.219,3.126,3.232,3.584,0.982,0.979,-1.253,-1.198
85,1.738,3.05,2.71,0.529,0.836,0.794,-0.22,12.613,12.439,0.232,14.428,14.243,3.129,3.235,3.582,0.982,0.979,-1.286,-1.262
86,1.734,3.051,2.713,0.53,0.837,0.795,-0.249,12.63,12.456,0.205,14.465,14.28,3.131,3.235,3.582,0.982,0.979,-1.319,-1.066
87,1.734,3.047,2.718,0.529,0.835,0.794,-0.233,12.634,12.462,0.22,14.475,14.293,3.128,3.235,3.578,0.982,0.979,-1.35,-1.13
88,1.732,3.048,2.715,0.529,0.835,0.794,-0.247,12.595,12.422,0.205,14.425,14.242,3.126,3.233,3.578,0.982,0.979,-1.255,-0.94
89,1.739,3.052,2.723,0.529,0.833,0.793,-0.179,12.603,12.432,0.271,14.448,14.266,3.129,3.233,3.573,0.982,0.979,-1.287,-1.004
90,1.735,3.049,2.722,0.53,0.834,0.794,-0.246,12.591,12.419,0.204,14.448,14.264,3.132,3.233,3.568,0.982,0.979,-1.194,-0.943
91,1.732,3.048,2.718,0.528,0.832,0.792,-0.244,12.584,12.413,0.206,14.455,14.273,3.137,3.235,3.573,0.982,0.979,-1.226,-1.006
92,1.732,3.043,2.714,0.528,0.833,0.793,-0.248,12.601,12.418,0.201,14.457,14.265,3.142,3.235,3.572,0.982,0.979,-1.112,-0.777
93,1.732,3.044,2.717,0.528,0.833,0.792,-0.26,12.607,12.424,0.188,14.468,14.275,3.147,3.235,3.575,0.982,0.98,-1.144,-0.777
94,1.731,3.042,2.719,0.529,0.834,0.793,-0.248,12.597,12.415,0.198,14.471,14.278,3.151,3.235,3.574,0.982,0.98,-1.175,-0.776
95,1.727,3.04,2.717,0.528,0.834,0.793,-0.24,12.611,12.43,0.205,14.492,14.3,3.146,3.235,3.573,0.982,0.98,-1.205,-0.838
96,1.73,3.042,2.722,0.528,0.835,0.794,-0.247,12.639,12.454,0.196,14.505,14.31,3.141,3.231,3.57,0.982,0.98,-1.004,-0.609
97,1.727,3.043,2.72,0.528,0.835,0.793,-0.254,12.64,12.455,0.188,14.515,14.319,3.131,3.234,3.573,0.982,0.98,-1.035,-0.542
98,1.73,3.039,2.715,0.529,0.834,0.792,-0.251,12.619,12.434,0.193,14.515,14.317,3.121,3.235,3.574,0.982,0.98,-1.066,-0.605
99,1.733,3.043,2.717,0.53,0.835,0.792,-0.182,12.631,12.446,0.26,14.534,14.335,3.116,3.236,3.573,0.983,0.98,-0.76,-0.329
100,1.73,3.042,2.718,0.53,0.835,0.792,-0.252,12.586,12.403,0.192,14.55,14.353,3.112,3.234,3.572,0.983,0.98,-0.627,-0.225
101,1.731,3.044,2.721,0.53,0.836,0.793,-0.219,12.59,12.407,0.224,14.558,14.363,3.113,3.236,3.568,0.983,0.98,-0.661,-0.289
102,1.728,3.049,2.724,0.53,0.837,0.794,-0.251,12.615,12.433,0.191,14.582,14.389,3.114,3.234,3.569,0.983,0.98,-0.636,-0.293
103,1.724,3.05,2.725,0.53,0.837,0.795,-0.24,12.628,12.447,0.2,14.605,14.412,3.115,3.234,3.567,0.983,0.98,-0.595,-0.355
104,1.724,3.052,2.731,0.531,0.838,0.796,-0.251,12.662,12.48,0.188,14.624,14.43,3.115,3.232,3.559,0.983,0.98,-0.629,-0.319
105,1.719,3.051,2.734,0.529,0.837,0.796,-0.295,12.659,12.478,0.144,14.623,14.431,3.115,3.233,3.559,0.982,0.98,-0.575,-0.293
106,1.722,3.053,2.735,0.531,0.838,0.797,-0.25,12.675,12.494,0.189,14.639,14.446,3.115,3.233,3.55,0.983,0.98,-0.608,-0.352
107,1.72,3.053,2.738,0.529,0.838,0.796,-0.275,12.679,12.498,0.164,14.659,14.467,3.113,3.235,3.555,0.983,0.98,-0.64,-0.294
108,1.721,3.056,2.738,0.531,0.838,0.797,-0.25,12.668,12.487,0.189,14.685,14.492,3.112,3.233,3.552,0.983,0.98,-0.518,-0.199
109,1.721,3.054,2.741,0.531,0.838,0.797,-0.239,12.674,12.494,0.201,14.697,14.504,3.106,3.234,3.554,0.982,0.98,-0.55,-0.258
110,1.72,3.059,2.743,0.53,0.839,0.797,-0.249,12.677,12.496,0.194,14.693,14.499,3.1,3.233,3.553,0.982,0.98,-0.582,-0.316
111,1.72,3.058,2.743,0.53,0.839,0.798,-0.223,12.673,12.493,0.219,14.693,14.5,3.098,3.233,3.553,0.982,0.98,-0.614,-0.373
112,1.719,3.057,2.739,0.53,0.839,0.798,-0.247,12.611,12.433,0.194,14.623,14.432,3.096,3.233,3.555,0.983,0.98,-0.645,-0.428
113,1.72,3.054,2.74,0.53,0.84,0.799,-0.231,12.624,12.446,0.209,14.624,14.434,3.098,3.234,3.553,0.983,0.98,-0.675,-0.483
114,1.716,3.051,2.739,0.53,0.84,0.8,-0.246,12.634,12.457,0.194,14.636,14.447,3.099,3.232,3.556,0.982,0.98,-0.705,-0.537
115,1.715,3.054,2.743,0.529,0.841,0.8,-0.25,12.636,12.459,0.189,14.626,14.438,3.101,3.232,3.558,0.982,0.98,-0.626,-0.482
116,1.716,3.055,2.741,0.53,0.841,0.8,-0.246,12.598,12.422,0.192,14.608,14.42,3.104,3.231,3.561,0.982,0.98,-0.655,-0.535
117,1.716,3.048,2.736,0.53,0.84,0.799,-0.275,12.581,12.406,0.163,14.579,14.392,3.104,3.232,3.565,0.982,0.98,-0.115,-0.017
118,1.717,3.048,2.734,0.531,0.84,0.799,-0.246,12.575,12.398,0.19,14.567,14.378,3.105,3.228,3.564,0.982,0.98,-0.148,-0.073
119,1.716,3.054,2.743,0.532,0.841,0.8,-0.246,12.608,12.432,0.192,14.587,14.4,3.11,3.229,3.566,0.982,0.98,-0.181,-0.128
120,1.714,3.055,2.742,0.532,0.841,0.8,-0.245,12.621,12.444,0.192,14.596,14.408,3.114,3.233,3.572,0.982,0.979,-0.214,0.056
121,1.716,3.06,2.752,0.534,0.842,0.801,-0.228,12.645,12.469,0.209,14.61,14.423,3.114,3.23,3.567,0.982,0.98,-0.08,0.166
122,1.711,3.057,2.748,0.535,0.843,0.802,-0.243,12.63,12.455,0.192,14.597,14.41,3.113,3.232,3.564,0.982,0.98,-0.05,0.173
123,1.712,3.06,2.754,0.536,0.844,0.803,-0.22,12.635,12.46,0.214,14.594,14.408,3.115,3.232,3.565,0.982,0.98,0.019,0.219
124,1.709,3.063,2.751,0.536,0.844,0.803,-0.247,12.659,12.482,0.19,14.608,14.421,3.117,3.235,3.569,0.982,0.98,0.059,0.164
125,1.708,3.064,2.757,0.536,0.845,0.804,-0.233,12.67,12.494,0.203,14.613,14.426,3.12,3.236,3.568,0.982,0.98,0.186,0.27
126,1.705,3.065,2.753,0.537,0.845,0.803,-0.247,12.667,12.49,0.189,14.613,14.425,3.122,3.234,3.567,0.982,0.979,0.152,0.215
127,1.708,3.068,2.758,0.538,0.845,0.804,-0.261,12.672,12.495,0.175,14.609,14.422,3.126,3.231,3.563,0.982,0.979,0.119,0.161
128,1.706,3.065,2.755,0.538,0.845,0.803,-0.245,12.599,12.423,0.191,14.59,14.403,3.13,3.231,3.561,0.982,0.98,0.086,0.108
129,1.706,3.066,2.759,0.538,0.845,0.804,-0.228,12.62,12.443,0.208,14.605,14.417,3.133,3.233,3.565,0.982,0.98,0.151,0.152
130,1.705,3.07,2.758,0.538,0.846,0.804,-0.245,12.605,12.415,0.192,14.597,14.39,3.135,3.234,3.566,0.982,0.979,0.119,0.1
131,1.704,3.072,2.763,0.535,0.846,0.805,-0.278,12.604,12.415,0.165,14.595,14.389,3.136,3.234,3.565,0.982,0.979,0.087,0.049
132,1.706,3.076,2.766,0.537,0.847,0.806,-0.243,12.599,12.411,0.2,14.61,14.405,3.136,3.232,3.565,0.982,0.979,0.055,-0.002
133,1.705,3.078,2.769,0.538,0.848,0.807,-0.254,12.609,12.421,0.189,14.612,14.408,3.136,3.231,3.558,0.982,0.979,0.024,0.056
134,1.706,3.078,2.769,0.538,0.848,0.807,-0.244,12.615,12.427,0.198,14.616,14.411,3.136,3.231,3.557,0.981,0.979,-0.007,0.006
135,1.705,3.08,2.773,0.538,0.848,0.808,-0.26,12.63,12.443,0.183,14.622,14.418,3.134,3.229,3.553,0.981,0.979,-0.037,-0.043
136,1.704,3.079,2.771,0.538,0.848,0.807,-0.244,12.609,12.423,0.199,14.635,14.432,3.133,3.226,3.55,0.981,0.978,0.209,0.092
137,1.705,3.083,2.777,0.539,0.848,0.808,-0.225,12.636,12.45,0.218,14.651,14.449,3.135,3.226,3.548,0.981,0.978,0.178,0.043
138,1.706,3.086,2.776,0.539,0.849,0.808,-0.245,12.648,12.461,0.199,14.658,14.454,3.137,3.227,3.549,0.981,0.978,0.22,0.139
139,1.703,3.078,2.77,0.539,0.848,0.808,-0.299,12.553,12.367,0.145,14.547,14.344,3.137,3.225,3.55,0.981,0.978,0.343,0.399
140,1.705,3.075,2.768,0.54,0.848,0.808,-0.245,12.532,12.347,0.198,14.515,14.313,3.138,3.225,3.552,0.981,0.978,0.401,0.527
141,1.703,3.07,2.766,0.541,0.849,0.808,-0.254,12.488,12.304,0.191,14.457,14.256,3.133,3.225,3.553,0.981,0.978,0.673,0.578
142,1.706,3.069,2.764,0.541,0.849,0.808,-0.243,12.459,12.275,0.2,14.411,14.211,3.129,3.221,3.549,0.981,0.978,0.679,0.566
143,1.705,3.067,2.764,0.541,0.849,0.809,-0.267,12.48,12.296,0.176,14.429,14.23,3.131,3.222,3.55,0.981,0.978,0.745,0.516
144,1.709,3.072,2.767,0.542,0.85,0.809,-0.244,12.479,12.296,0.198,14.427,14.229,3.133,3.223,3.552,0.981,0.978,0.819,0.573
145,1.711,3.074,2.773,0.543,0.851,0.81,-0.212,12.495,12.313,0.23,14.445,14.247,3.13,3.221,3.549,0.981,0.978,0.923,0.661
146,1.709,3.072,2.773,0.543,0.851,0.811,-0.247,12.51,12.326,0.195,14.463,14.264,3.127,3.223,3.55,0.981,0.978,0.957,0.68
147,1.708,3.072,2.773,0.543,0.851,0.811,-0.251,12.503,12.32,0.19,14.447,14.249,3.124,3.222,3.546,0.981,0.978,0.923,0.679
148,1.707,3.071,2.774,0.544,0.851,0.811,-0.246,12.519,12.337,0.193,14.456,14.258,3.121,3.222,3.547,0.981,0.978,0.937,0.629
149,1.706,3.073,2.775,0.544,0.852,0.812,-0.261,12.517,12.335,0.177,14.448,14.251,3.124,3.222,3.548,0.981,0.978,0.904,0.58
150,1.705,3.073,2.778,0.545,0.852,0.813,-0.246,12.517,12.337,0.192,14.453,14.258,3.126,3.223,3.548,0.981,0.978,0.929,0.59
151,1.706,3.074,2.78,0.545,0.853,0.813,-0.246,12.502,12.323,0.191,14.433,14.239,3.127,3.222,3.546,0.981,0.978,0.895,0.543
152,1.706,3.074,2.78,0.545,0.853,0.813,-0.247,12.503,12.323,0.189,14.439,14.246,3.128,3.222,3.547,0.981,0.978,0.863,0.495
153,1.704,3.066,2.774,0.545,0.853,0.813,-0.28,12.424,12.246,0.158,14.355,14.163,3.122,3.217,3.544,0.981,0.978,0.924,0.635
154,1.705,3.067,2.774,0.546,0.853,0.813,-0.246,12.429,12.25,0.191,14.35,14.157,3.116,3.212,3.537,0.981,0.978,0.891,0.706
155,1.704,3.07,2.774,0.547,0.854,0.814,-0.286,12.471,12.29,0.152,14.387,14.191,3.117,3.213,3.539,0.981,0.978,0.859,0.659
156,1.708,3.068,2.77,0.548,0.853,0.813,-0.246,12.455,12.273,0.191,14.391,14.195,3.118,3.213,3.537,0.98,0.978,0.828,0.719
157,1.71,3.068,2.776,0.549,0.854,0.814,-0.227,12.481,12.299,0.209,14.413,14.217,3.121,3.212,3.535,0.98,0.978,1.051,0.927
158,1.708,3.066,2.772,0.548,0.853,0.813,-0.245,12.422,12.241,0.191,14.402,14.205,3.123,3.212,3.537,0.98,0.977,1.019,0.879
159,1.707,3.064,2.77,0.547,0.853,0.813,-0.284,12.433,12.252,0.153,14.403,14.206,3.117,3.214,3.537,0.98,0.977,1.406,1.251
160,1.706,3.061,2.77,0.548,0.853,0.813,-0.244,12.423,12.243,0.193,14.424,14.227,3.111,3.214,3.536,0.98,0.977,1.372,1.202
161,1.704,3.058,2.767,0.546,0.853,0.813,-0.252,12.403,12.223,0.185,14.389,14.194,3.109,3.214,3.537,0.98,0.977,1.959,1.774
162,1.705,3.059,2.767,0.547,0.854,0.814,-0.241,12.4,12.22,0.195,14.391,14.194,3.108,3.215,3.536,0.98,0.977,1.922,1.722
163,1.703,3.059,2.766,0.547,0.854,0.814,-0.268,12.402,12.222,0.167,14.393,14.195,3.104,3.216,3.538,0.98,0.977,1.885,1.748
164,1.703,3.059,2.765,0.547,0.854,0.813,-0.241,12.413,12.232,0.193,14.411,14.212,3.101,3.218,3.54,0.98,0.977,1.849,1.716
165,1.7,3.059,2.764,0.546,0.854,0.813,-0.267,12.423,12.241,0.167,14.418,14.218,3.098,3.218,3.54,0.98,0.977,1.889,1.817
166,1.7,3.06,2.763,0.546,0.854,0.814,-0.24,12.437,12.255,0.193,14.433,14.233,3.096,3.216,3.539,0.98,0.977,1.853,1.766
167,1.697,3.061,2.764,0.545,0.855,0.814,-0.275,12.449,12.266,0.158,14.442,14.242,3.096,3.217,3.542,0.98,0.977,1.817,1.716
168,1.7,3.063,2.765,0.546,0.855,0.814,-0.24,12.458,12.276,0.192,14.456,14.256,3.096,3.218,3.543,0.98,0.977,1.801,1.703
169,1.698,3.062,2.765,0.547,0.855,0.815,-0.24,12.463,12.281,0.191,14.457,14.258,3.098,3.217,3.544,0.98,0.977,1.766,1.761
170,1.698,3.062,2.765,0.546,0.855,0.814,-0.241,12.45,12.269,0.19,14.462,14.263,3.1,3.217,3.548,0.98,0.977,1.768,1.822
