ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1089-134691-0002_8455-210777-0005,Spk1,2.114,3.233,2.288,0.549,0.865,0.692,3.444,11.807,5.632,3.763,12.369,6.28,3.051,3.367,2.801,0.993,0.928,-3.75,24.103
1089-134691-0002_8455-210777-0005,Spk2,1.476,2.929,1.97,0.542,0.9,0.725,-3.567,11.476,5.308,-2.945,14.017,7.905,3.051,3.309,3.033,0.984,0.923,8.75,30.353
1089-134691-0005_908-157963-0011,Spk1,1.573,3.15,1.707,0.457,0.813,0.544,-3.634,12.805,6.55,-3.413,12.963,6.778,3.097,3.521,2.951,0.982,0.912,-3.75,39.488
1089-134691-0005_908-157963-0011,Spk2,2.061,2.881,1.485,0.551,0.796,0.49,3.358,9.083,2.905,3.552,14.355,8.177,3.097,3.433,2.508,0.971,0.909,-3.75,40.77
1089-134691-0006_4446-2275-0012,Spk1,1.728,2.991,1.881,0.591,0.889,0.703,3.849,12.901,6.689,4.04,13.272,7.137,2.531,3.031,2.707,0.969,0.921,-3.75,24.103
1089-134691-0006_4446-2275-0012,Spk2,1.411,2.961,1.821,0.372,0.824,0.627,-3.837,12.775,6.534,-3.519,13.252,7.083,2.531,2.958,2.388,0.992,0.911,-3.75,24.103
1089-134691-0006_4446-2275-0026,Spk1,1.58,3.106,1.896,0.536,0.876,0.693,1.007,13.295,7.093,1.206,13.689,7.562,2.493,3.248,2.514,0.985,0.924,-3.75,24.103
1089-134691-0006_4446-2275-0026,Spk2,1.48,3.302,2.166,0.47,0.915,0.729,-1.281,13.353,7.102,-0.979,13.813,7.612,2.493,2.435,2.066,0.988,0.919,-3.75,24.103
1089-134691-0012_1320-122612-0015,Spk1,1.755,3.372,2.308,0.504,0.918,0.738,-1.918,12.567,6.328,-1.773,12.976,6.803,3.117,3.383,2.591,0.989,0.933,-3.75,24.103
1089-134691-0012_1320-122612-0015,Spk2,1.581,3.051,2.366,0.512,0.881,0.7,1.722,12.429,6.204,1.907,13.71,7.563,3.117,3.36,2.822,0.992,0.92,-3.75,29.103
1089-134691-0013_4992-23283-0007,Spk1,1.582,3.398,1.972,0.442,0.901,0.7,-3.047,14.414,8.135,-2.665,15.208,8.985,2.953,3.287,2.715,0.961,0.908,-3.75,35.214
1089-134691-0013_4992-23283-0007,Spk2,1.441,3.054,2.298,0.592,0.921,0.738,2.831,11.344,5.16,3.076,16.035,9.866,2.953,3.198,2.672,0.978,0.922,-3.75,24.103
1089-134691-0014_237-134500-0012,Spk1,1.545,3.016,1.703,0.404,0.826,0.633,-3.677,14.452,8.11,-3.433,14.865,8.575,2.957,3.434,3.01,0.985,0.911,-3.75,24.103
1089-134691-0014_237-134500-0012,Spk2,1.68,3.256,2.296,0.605,0.914,0.726,3.684,13.7,7.52,3.887,14.504,8.394,2.957,2.901,2.256,0.99,0.926,-3.75,24.103
1089-134691-0014_2830-3980-0041,Spk1,1.685,2.145,1.07,0.51,0.797,0.549,-0.99,10.737,4.496,-0.735,10.501,4.351,3.345,3.373,2.93,0.98,0.916,14.432,42.285
1089-134691-0014_2830-3980-0041,Spk2,1.469,3.081,1.814,0.553,0.825,0.567,0.892,12.174,5.934,1.131,15.282,9.054,3.345,3.375,3.145,0.981,0.917,5.341,42.285
1089-134691-0014_7127-75947-0023,Spk1,1.498,3.368,1.536,0.437,0.867,0.637,0.003,15.347,8.935,0.301,15.769,9.404,3.489,3.478,3.318,0.979,0.904,-3.75,33.194
