N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
170,1.688,3.099,1.967,0.532,0.864,0.661,-0.127,13.028,6.772,0.195,14.421,8.219,2.908,3.207,2.594,0.983,0.915,0.09,31.374
171,1.688,3.097,1.964,0.531,0.863,0.66,-0.122,13.031,6.775,0.199,14.426,8.224,2.909,3.207,2.594,0.983,0.915,0.068,31.39
172,1.688,3.098,1.965,0.531,0.863,0.66,-0.127,13.02,6.764,0.194,14.407,8.206,2.91,3.206,2.594,0.983,0.915,0.046,31.377
173,1.687,3.096,1.966,0.53,0.862,0.66,-0.15,13.02,6.765,0.171,14.41,8.209,2.911,3.205,2.596,0.983,0.915,0.024,31.335
174,1.687,3.096,1.964,0.53,0.863,0.66,-0.128,13.014,6.759,0.192,14.408,8.207,2.911,3.205,2.594,0.983,0.915,0.002,31.293
175,1.69,3.096,1.964,0.53,0.863,0.66,-0.111,13.016,6.762,0.209,14.419,8.219,2.911,3.209,2.598,0.983,0.915,-0.019,31.252
176,1.688,3.093,1.964,0.53,0.863,0.66,-0.127,13.0,6.746,0.197,14.424,8.224,2.911,3.21,2.598,0.983,0.916,-0.041,31.212
177,1.689,3.092,1.965,0.53,0.862,0.659,-0.11,13.001,6.747,0.214,14.429,8.228,2.914,3.213,2.6,0.983,0.916,-0.062,31.209
178,1.689,3.09,1.963,0.53,0.862,0.659,-0.125,12.988,6.734,0.197,14.416,8.216,2.917,3.214,2.603,0.983,0.916,-0.065,31.187
179,1.689,3.093,1.965,0.531,0.863,0.66,-0.098,12.996,6.743,0.224,14.431,8.231,2.919,3.214,2.604,0.983,0.916,-0.085,31.147
180,1.688,3.093,1.966,0.53,0.863,0.66,-0.126,13.011,6.757,0.196,14.439,8.238,2.921,3.216,2.606,0.983,0.916,-0.069,31.256
181,1.687,3.093,1.966,0.531,0.863,0.66,-0.082,13.015,6.761,0.239,14.444,8.245,2.923,3.216,2.607,0.983,0.916,-0.089,31.217
182,1.685,3.088,1.962,0.529,0.863,0.66,-0.125,12.995,6.741,0.196,14.427,8.226,2.925,3.216,2.609,0.983,0.916,-0.017,31.269
183,1.685,3.086,1.962,0.53,0.863,0.66,-0.113,12.99,6.736,0.209,14.42,8.22,2.926,3.216,2.609,0.983,0.916,-0.038,31.23
184,1.686,3.087,1.963,0.529,0.863,0.66,-0.125,12.983,6.729,0.2,14.406,8.206,2.927,3.216,2.61,0.983,0.916,-0.058,31.191
185,1.69,3.088,1.963,0.53,0.863,0.66,-0.107,12.99,6.736,0.216,14.415,8.215,2.931,3.216,2.61,0.983,0.916,-0.078,31.153
186,1.692,3.088,1.964,0.53,0.863,0.66,-0.125,12.99,6.737,0.199,14.413,8.214,2.936,3.216,2.612,0.983,0.915,-0.098,31.115
187,1.695,3.088,1.964,0.531,0.863,0.66,-0.103,12.988,6.734,0.22,14.412,8.213,2.94,3.217,2.613,0.983,0.915,-0.117,31.078
188,1.695,3.085,1.962,0.531,0.863,0.66,-0.125,12.979,6.725,0.197,14.41,8.211,2.944,3.217,2.615,0.983,0.915,-0.119,31.058
189,1.696,3.085,1.963,0.531,0.863,0.66,-0.118,12.976,6.723,0.204,14.407,8.208,2.946,3.218,2.616,0.983,0.915,-0.138,31.021
190,1.697,3.085,1.963,0.532,0.863,0.66,-0.125,12.966,6.713,0.196,14.405,8.207,2.948,3.218,2.615,0.983,0.915,-0.135,30.985
191,1.698,3.085,1.964,0.532,0.863,0.66,-0.104,12.969,6.716,0.217,14.409,8.211,2.948,3.221,2.616,0.983,0.916,-0.154,30.949
192,1.698,3.085,1.963,0.531,0.863,0.659,-0.125,12.948,6.695,0.195,14.401,8.202,2.948,3.221,2.616,0.983,0.916,-0.173,30.913
193,1.7,3.084,1.963,0.531,0.862,0.658,-0.097,12.96,6.708,0.224,14.424,8.225,2.95,3.22,2.618,0.983,0.916,-0.191,30.878
194,1.7,3.086,1.961,0.531,0.861,0.657,-0.126,12.965,6.71,0.195,14.433,8.229,2.951,3.22,2.619,0.983,0.916,-0.21,30.843
195,1.699,3.084,1.959,0.53,0.86,0.656,-0.161,12.947,6.692,0.159,14.409,8.207,2.954,3.219,2.622,0.983,0.916,-0.228,30.809
196,1.701,3.085,1.961,0.531,0.861,0.657,-0.126,12.944,6.689,0.193,14.412,8.21,2.957,3.22,2.623,0.983,0.916,-0.246,30.774
197,1.701,3.086,1.962,0.531,0.86,0.657,-0.122,12.943,6.689,0.197,14.415,8.213,2.961,3.221,2.624,0.983,0.916,-0.219,30.807
198,1.701,3.087,1.962,0.531,0.861,0.657,-0.125,12.938,6.683,0.194,14.408,8.205,2.965,3.22,2.624,0.983,0.916,-0.237,30.773
199,1.701,3.082,1.958,0.531,0.861,0.657,-0.123,12.907,6.653,0.198,14.377,8.175,2.966,3.22,2.624,0.983,0.916,-0.221,30.806
200,1.7,3.08,1.958,0.531,0.861,0.657,-0.125,12.889,6.635,0.196,14.366,8.165,2.967,3.219,2.622,0.983,0.916,-0.239,30.773
201,1.7,3.081,1.959,0.532,0.861,0.657,-0.107,12.89,6.636,0.214,14.372,8.171,2.968,3.219,2.622,0.983,0.916,-0.257,30.74
202,1.699,3.081,1.959,0.531,0.861,0.657,-0.126,12.896,6.642,0.194,14.372,8.171,2.968,3.218,2.621,0.983,0.916,-0.246,30.734
203,1.702,3.082,1.963,0.532,0.861,0.657,-0.102,12.896,6.642,0.217,14.383,8.182,2.968,3.219,2.622,0.983,0.916,-0.193,30.772
204,1.702,3.082,1.967,0.532,0.861,0.657,-0.127,12.91,6.655,0.193,14.395,8.193,2.968,3.216,2.62,0.983,0.916,-0.211,30.739
205,1.702,3.083,1.969,0.532,0.86,0.657,-0.116,12.911,6.657,0.204,14.405,8.203,2.969,3.218,2.619,0.983,0.916,-0.228,30.707
206,1.7,3.083,1.971,0.532,0.86,0.657,-0.128,12.917,6.663,0.192,14.42,8.218,2.971,3.218,2.619,0.983,0.916,-0.245,30.783
207,1.7,3.081,1.973,0.531,0.859,0.656,-0.121,12.918,6.664,0.199,14.424,8.223,2.97,3.218,2.619,0.983,0.916,-0.262,30.75
208,1.7,3.082,1.972,0.531,0.859,0.656,-0.127,12.9,6.646,0.193,14.404,8.202,2.97,3.217,2.618,0.983,0.916,-0.225,30.825
209,1.703,3.083,1.975,0.531,0.858,0.656,-0.098,12.902,6.649,0.221,14.414,8.212,2.972,3.217,2.617,0.983,0.916,-0.242,30.793
210,1.701,3.082,1.975,0.532,0.859,0.656,-0.127,12.896,6.643,0.192,14.414,8.212,2.974,3.217,2.616,0.983,0.916,-0.206,30.92
211,1.7,3.081,1.973,0.531,0.858,0.655,-0.126,12.892,6.639,0.193,14.417,8.216,2.977,3.218,2.618,0.983,0.916,-0.223,30.888
212,1.7,3.079,1.971,0.531,0.858,0.655,-0.128,12.898,6.644,0.191,14.418,8.216,2.98,3.218,2.619,0.983,0.916,-0.177,30.982
213,1.701,3.079,1.972,0.531,0.858,0.655,-0.133,12.9,6.645,0.185,14.423,8.22,2.982,3.218,2.621,0.983,0.916,-0.193,31.004
214,1.7,3.078,1.972,0.531,0.858,0.655,-0.128,12.894,6.639,0.19,14.425,8.221,2.985,3.219,2.621,0.983,0.916,-0.21,31.0
215,1.699,3.077,1.971,0.531,0.858,0.655,-0.124,12.899,6.644,0.193,14.434,8.23,2.983,3.219,2.621,0.983,0.916,-0.226,30.968
216,1.7,3.078,1.973,0.531,0.858,0.655,-0.128,12.911,6.655,0.189,14.44,8.236,2.982,3.217,2.619,0.983,0.916,-0.14,31.064
217,1.699,3.078,1.972,0.531,0.858,0.655,-0.131,12.91,6.654,0.186,14.445,8.24,2.978,3.218,2.621,0.983,0.916,-0.156,31.09
218,1.7,3.076,1.97,0.531,0.858,0.655,-0.13,12.9,6.644,0.188,14.445,8.24,2.974,3.219,2.623,0.983,0.916,-0.173,31.082
219,1.702,3.077,1.97,0.532,0.858,0.654,-0.099,12.904,6.648,0.218,14.454,8.248,2.973,3.219,2.622,0.983,0.916,-0.037,31.202
220,1.701,3.077,1.97,0.531,0.858,0.655,-0.13,12.883,6.627,0.187,14.462,8.256,2.971,3.219,2.624,0.983,0.916,0.022,31.246
221,1.701,3.078,1.972,0.532,0.858,0.655,-0.115,12.884,6.628,0.202,14.466,8.261,2.972,3.22,2.622,0.983,0.916,0.005,31.214
222,1.7,3.08,1.973,0.532,0.859,0.655,-0.13,12.894,6.639,0.187,14.477,8.273,2.973,3.219,2.621,0.983,0.916,0.014,31.208
223,1.698,3.08,1.974,0.532,0.859,0.655,-0.125,12.899,6.644,0.191,14.488,8.284,2.974,3.219,2.621,0.983,0.916,0.032,31.211
224,1.698,3.081,1.976,0.532,0.859,0.656,-0.13,12.914,6.658,0.186,14.498,8.292,2.975,3.218,2.617,0.983,0.916,0.015,31.224
225,1.696,3.08,1.977,0.531,0.859,0.656,-0.151,12.912,6.657,0.165,14.498,8.293,2.975,3.218,2.618,0.983,0.916,0.039,31.232
226,1.697,3.081,1.977,0.532,0.859,0.656,-0.13,12.919,6.663,0.186,14.506,8.301,2.976,3.219,2.617,0.983,0.916,0.022,31.201
227,1.697,3.081,1.979,0.531,0.859,0.656,-0.141,12.92,6.664,0.175,14.516,8.31,2.976,3.22,2.619,0.983,0.916,0.005,31.17
228,1.697,3.082,1.979,0.532,0.859,0.656,-0.13,12.914,6.658,0.186,14.529,8.323,2.975,3.219,2.618,0.983,0.916,0.062,31.212
229,1.698,3.081,1.981,0.532,0.859,0.656,-0.125,12.916,6.66,0.192,14.535,8.329,2.973,3.219,2.619,0.983,0.916,0.045,31.181
230,1.697,3.084,1.982,0.531,0.859,0.656,-0.129,12.917,6.66,0.188,14.534,8.327,2.971,3.219,2.618,0.983,0.916,0.029,31.15
231,1.697,3.083,1.982,0.531,0.859,0.656,-0.117,12.914,6.658,0.201,14.535,8.329,2.97,3.219,2.618,0.983,0.916,0.012,31.119
232,1.697,3.082,1.98,0.531,0.859,0.656,-0.129,12.883,6.628,0.189,14.502,8.296,2.97,3.219,2.619,0.983,0.916,-0.004,31.118
233,1.697,3.081,1.981,0.532,0.859,0.656,-0.121,12.888,6.633,0.196,14.502,8.298,2.971,3.22,2.621,0.983,0.916,-0.02,31.088
234,1.696,3.079,1.979,0.531,0.86,0.657,-0.128,12.893,6.638,0.189,14.509,8.304,2.972,3.219,2.621,0.983,0.916,-0.036,31.058
235,1.695,3.081,1.981,0.531,0.86,0.657,-0.13,12.893,6.638,0.186,14.505,8.3,2.974,3.219,2.622,0.983,0.916,0.002,31.081
236,1.696,3.081,1.98,0.531,0.86,0.657,-0.129,12.873,6.619,0.188,14.496,8.292,2.975,3.219,2.623,0.983,0.916,-0.014,31.052
237,1.696,3.077,1.977,0.531,0.859,0.656,-0.142,12.864,6.61,0.173,14.482,8.278,2.976,3.219,2.623,0.983,0.916,0.251,31.304
238,1.696,3.077,1.976,0.532,0.859,0.656,-0.128,12.86,6.605,0.187,14.477,8.272,2.977,3.217,2.621,0.983,0.916,0.234,31.274
239,1.696,3.08,1.981,0.532,0.859,0.657,-0.129,12.876,6.621,0.188,14.487,8.283,2.98,3.218,2.623,0.983,0.916,0.218,31.244
240,1.695,3.08,1.981,0.532,0.86,0.657,-0.128,12.881,6.626,0.188,14.492,8.288,2.982,3.22,2.625,0.983,0.916,0.201,31.214
241,1.696,3.083,1.985,0.533,0.86,0.657,-0.119,12.893,6.638,0.196,14.5,8.296,2.983,3.218,2.622,0.983,0.916,0.268,31.267
242,1.694,3.081,1.984,0.534,0.86,0.657,-0.127,12.884,6.63,0.188,14.494,8.29,2.983,3.219,2.621,0.983,0.916,0.283,31.269
243,1.694,3.083,1.987,0.534,0.861,0.658,-0.116,12.886,6.632,0.199,14.492,8.289,2.984,3.22,2.621,0.983,0.916,0.318,31.291
244,1.693,3.084,1.985,0.534,0.861,0.658,-0.129,12.897,6.642,0.187,14.5,8.296,2.986,3.221,2.623,0.983,0.916,0.338,31.262
245,1.692,3.084,1.988,0.534,0.861,0.658,-0.122,12.902,6.648,0.194,14.503,8.299,2.988,3.222,2.623,0.983,0.916,0.403,31.314
246,1.691,3.085,1.986,0.535,0.861,0.658,-0.129,12.9,6.645,0.186,14.503,8.298,2.989,3.221,2.621,0.983,0.916,0.387,31.285
247,1.692,3.086,1.989,0.535,0.861,0.658,-0.137,12.902,6.647,0.179,14.502,8.297,2.992,3.22,2.619,0.983,0.916,0.37,31.256
248,1.692,3.085,1.986,0.535,0.861,0.658,-0.129,12.864,6.609,0.187,14.492,8.287,2.994,3.22,2.619,0.983,0.916,0.353,31.272
249,1.691,3.085,1.988,0.535,0.861,0.658,-0.119,12.874,6.618,0.196,14.501,8.295,2.996,3.221,2.621,0.983,0.916,0.387,31.344
250,1.691,3.087,1.987,0.535,0.861,0.658,-0.128,12.865,6.601,0.188,14.497,8.279,2.998,3.221,2.622,0.983,0.916,0.37,31.315
251,1.691,3.088,1.99,0.534,0.862,0.659,-0.146,12.864,6.6,0.174,14.496,8.278,2.999,3.221,2.622,0.983,0.916,0.354,31.286
252,1.692,3.09,1.992,0.535,0.862,0.659,-0.128,12.861,6.597,0.192,14.504,8.287,3.0,3.22,2.621,0.983,0.916,0.338,31.257
253,1.691,3.091,1.993,0.535,0.862,0.659,-0.133,12.865,6.602,0.186,14.506,8.289,3.0,3.22,2.618,0.983,0.916,0.321,31.286
254,1.692,3.091,1.994,0.535,0.862,0.659,-0.128,12.867,6.604,0.191,14.509,8.291,3.0,3.22,2.617,0.983,0.916,0.305,31.257
255,1.691,3.092,1.996,0.535,0.862,0.66,-0.137,12.875,6.612,0.183,14.512,8.295,3.0,3.219,2.615,0.983,0.916,0.29,31.229
256,1.691,3.091,1.996,0.535,0.862,0.659,-0.128,12.863,6.6,0.192,14.519,8.303,3.0,3.217,2.614,0.982,0.915,0.42,31.299
257,1.691,3.094,2.0,0.536,0.862,0.66,-0.118,12.876,6.614,0.202,14.528,8.312,3.001,3.217,2.614,0.982,0.915,0.404,31.271
258,1.692,3.095,2.0,0.536,0.863,0.66,-0.129,12.882,6.619,0.192,14.533,8.316,3.002,3.218,2.615,0.982,0.915,0.427,31.282
259,1.691,3.091,1.997,0.535,0.862,0.66,-0.158,12.831,6.568,0.163,14.473,8.257,3.003,3.217,2.614,0.982,0.915,0.493,31.365
260,1.691,3.089,1.996,0.536,0.862,0.66,-0.129,12.819,6.556,0.191,14.456,8.24,3.004,3.217,2.615,0.982,0.915,0.525,31.433
261,1.691,3.087,1.995,0.537,0.862,0.66,-0.134,12.794,6.532,0.187,14.425,8.21,3.002,3.217,2.615,0.982,0.915,0.673,31.459
262,1.692,3.086,1.993,0.537,0.862,0.66,-0.128,12.777,6.516,0.193,14.401,8.185,3.0,3.215,2.613,0.982,0.915,0.677,31.453
263,1.692,3.085,1.994,0.537,0.863,0.66,-0.141,12.788,6.526,0.179,14.41,8.196,3.001,3.215,2.615,0.982,0.915,0.715,31.479
264,1.694,3.087,1.995,0.537,0.863,0.66,-0.128,12.786,6.525,0.192,14.41,8.195,3.003,3.216,2.616,0.982,0.915,0.756,31.509
265,1.695,3.089,1.999,0.538,0.863,0.661,-0.111,12.794,6.533,0.209,14.419,8.205,3.002,3.215,2.614,0.982,0.915,0.815,31.557
266,1.694,3.087,1.998,0.538,0.863,0.661,-0.13,12.801,6.54,0.19,14.429,8.214,3.001,3.216,2.616,0.982,0.915,0.835,31.566
267,1.694,3.087,1.998,0.538,0.864,0.661,-0.132,12.797,6.536,0.187,14.421,8.206,2.999,3.215,2.615,0.982,0.915,0.818,31.565
268,1.693,3.087,1.999,0.539,0.864,0.661,-0.13,12.805,6.544,0.189,14.426,8.211,2.998,3.216,2.615,0.982,0.915,0.827,31.537
269,1.693,3.087,2.0,0.539,0.864,0.662,-0.138,12.803,6.542,0.18,14.421,8.207,3.0,3.216,2.613,0.982,0.915,0.81,31.51
270,1.692,3.088,2.001,0.539,0.864,0.662,-0.13,12.802,6.541,0.188,14.424,8.209,3.002,3.216,2.614,0.982,0.915,0.826,31.498
271,1.693,3.088,2.001,0.539,0.864,0.662,-0.13,12.793,6.532,0.188,14.413,8.199,3.003,3.216,2.612,0.982,0.915,0.809,31.533
272,1.693,3.088,2.001,0.539,0.864,0.662,-0.131,12.792,6.532,0.187,14.417,8.203,3.003,3.216,2.613,0.982,0.915,0.792,31.505
273,1.692,3.083,1.999,0.539,0.864,0.662,-0.149,12.748,6.488,0.169,14.37,8.156,3.0,3.213,2.612,0.982,0.915,0.828,31.583
274,1.692,3.084,1.999,0.54,0.864,0.662,-0.13,12.75,6.489,0.188,14.367,8.153,2.997,3.21,2.608,0.982,0.915,0.811,31.622
275,1.692,3.085,1.999,0.54,0.865,0.663,-0.152,12.772,6.51,0.166,14.387,8.172,2.998,3.211,2.61,0.982,0.915,0.794,31.647
276,1.694,3.084,1.997,0.541,0.864,0.662,-0.13,12.762,6.5,0.188,14.39,8.174,3.0,3.211,2.61,0.982,0.915,0.778,31.619
277,1.695,3.085,2.0,0.541,0.865,0.663,-0.119,12.776,6.514,0.198,14.402,8.186,3.001,3.21,2.609,0.982,0.915,0.906,31.664
278,1.694,3.083,1.997,0.541,0.864,0.662,-0.13,12.742,6.48,0.188,14.396,8.179,3.003,3.21,2.611,0.982,0.915,0.889,31.637
279,1.694,3.082,1.996,0.54,0.864,0.662,-0.152,12.747,6.485,0.166,14.397,8.18,3.0,3.212,2.611,0.982,0.915,1.112,31.968
280,1.693,3.08,1.996,0.541,0.864,0.662,-0.129,12.741,6.479,0.189,14.409,8.192,2.997,3.211,2.61,0.982,0.915,1.094,31.985
281,1.692,3.078,1.994,0.54,0.864,0.662,-0.133,12.728,6.467,0.185,14.389,8.173,2.996,3.212,2.611,0.982,0.915,1.433,32.313
282,1.693,3.079,1.994,0.541,0.864,0.662,-0.128,12.726,6.464,0.19,14.39,8.173,2.996,3.212,2.611,0.982,0.915,1.414,32.284
283,1.692,3.079,1.994,0.54,0.865,0.662,-0.143,12.726,6.463,0.174,14.391,8.172,2.994,3.213,2.613,0.982,0.915,1.396,32.284
284,1.692,3.079,1.993,0.54,0.864,0.662,-0.127,12.731,6.468,0.189,14.402,8.182,2.992,3.214,2.614,0.982,0.915,1.378,32.255
285,1.69,3.079,1.992,0.54,0.865,0.662,-0.143,12.736,6.472,0.174,14.406,8.186,2.991,3.214,2.614,0.982,0.915,1.404,32.271
286,1.69,3.079,1.991,0.54,0.865,0.662,-0.127,12.743,6.479,0.189,14.414,8.194,2.99,3.213,2.613,0.981,0.915,1.386,32.286
287,1.689,3.08,1.992,0.54,0.865,0.662,-0.147,12.749,6.485,0.169,14.419,8.199,2.99,3.213,2.614,0.981,0.915,1.368,32.257
288,1.69,3.081,1.992,0.54,0.865,0.662,-0.127,12.754,6.489,0.188,14.428,8.206,2.991,3.214,2.613,0.982,0.915,1.361,32.251
289,1.689,3.08,1.992,0.54,0.865,0.662,-0.127,12.756,6.491,0.188,14.429,8.207,2.992,3.214,2.614,0.982,0.915,1.343,32.285
290,1.689,3.08,1.992,0.54,0.865,0.662,-0.128,12.748,6.483,0.187,14.431,8.21,2.994,3.214,2.616,0.982,0.915,1.347,32.343
291,1.689,3.082,1.992,0.541,0.865,0.662,-0.123,12.751,6.486,0.191,14.433,8.211,2.993,3.212,2.616,0.982,0.915,1.346,32.346
292,1.688,3.08,1.991,0.54,0.865,0.662,-0.127,12.736,6.47,0.187,14.425,8.203,2.993,3.212,2.617,0.982,0.915,1.328,32.318
293,1.688,3.079,1.989,0.54,0.865,0.662,-0.124,12.733,6.468,0.19,14.42,8.198,2.993,3.212,2.615,0.982,0.915,1.311,32.29
294,1.687,3.078,1.99,0.54,0.865,0.663,-0.127,12.74,6.475,0.186,14.422,8.2,2.993,3.211,2.614,0.982,0.915,1.314,32.262
295,1.688,3.079,1.99,0.54,0.865,0.663,-0.123,12.739,6.474,0.191,14.42,8.197,2.991,3.211,2.614,0.982,0.915,1.296,32.235
296,1.686,3.078,1.988,0.54,0.865,0.663,-0.127,12.724,6.46,0.186,14.413,8.191,2.989,3.21,2.613,0.982,0.915,1.3,32.27
297,1.687,3.079,1.989,0.541,0.866,0.663,-0.12,12.729,6.463,0.192,14.417,8.194,2.989,3.211,2.614,0.982,0.915,1.283,32.243
298,1.686,3.077,1.987,0.54,0.865,0.663,-0.127,12.721,6.455,0.185,14.416,8.193,2.989,3.212,2.616,0.982,0.915,1.322,32.253
299,1.686,3.078,1.987,0.541,0.866,0.663,-0.127,12.722,6.456,0.185,14.418,8.194,2.987,3.213,2.617,0.982,0.915,1.306,32.226
300,1.687,3.079,1.985,0.54,0.866,0.663,-0.127,12.727,6.461,0.185,14.423,8.198,2.985,3.212,2.614,0.982,0.915,1.289,32.24
301,1.686,3.08,1.984,0.54,0.866,0.663,-0.143,12.723,6.457,0.169,14.416,8.191,2.985,3.212,2.615,0.982,0.915,1.272,32.213
302,1.686,3.078,1.984,0.541,0.866,0.664,-0.127,12.711,6.444,0.184,14.414,8.19,2.985,3.214,2.616,0.982,0.915,1.255,32.186
303,1.685,3.079,1.985,0.541,0.866,0.664,-0.134,12.717,6.45,0.177,14.416,8.191,2.982,3.214,2.617,0.982,0.915,1.239,32.176
304,1.685,3.08,1.986,0.541,0.866,0.664,-0.127,12.737,6.47,0.184,14.43,8.205,2.978,3.214,2.618,0.982,0.915,1.277,32.204
305,1.684,3.079,1.986,0.541,0.867,0.664,-0.135,12.738,6.471,0.176,14.428,8.203,2.978,3.213,2.617,0.982,0.915,1.261,32.178
306,1.683,3.08,1.987,0.541,0.866,0.664,-0.127,12.73,6.463,0.184,14.43,8.206,2.979,3.212,2.615,0.982,0.915,1.304,32.152
307,1.684,3.081,1.986,0.541,0.867,0.665,-0.124,12.734,6.467,0.186,14.43,8.205,2.979,3.212,2.616,0.982,0.915,1.287,32.125
308,1.683,3.081,1.988,0.541,0.867,0.665,-0.127,12.733,6.466,0.183,14.433,8.208,2.979,3.213,2.616,0.982,0.915,1.271,32.099
309,1.683,3.08,1.985,0.541,0.867,0.665,-0.131,12.731,6.463,0.179,14.428,8.202,2.98,3.213,2.617,0.982,0.915,1.28,32.098
310,1.683,3.078,1.983,0.541,0.867,0.665,-0.127,12.721,6.453,0.183,14.417,8.191,2.981,3.213,2.619,0.982,0.915,1.263,32.072
311,1.684,3.075,1.981,0.542,0.867,0.665,-0.111,12.688,6.42,0.198,14.381,8.156,2.981,3.213,2.619,0.982,0.915,1.36,32.159
312,1.682,3.071,1.978,0.542,0.866,0.664,-0.127,12.675,6.407,0.183,14.362,8.136,2.98,3.212,2.618,0.982,0.915,1.536,32.23
313,1.681,3.068,1.975,0.541,0.866,0.664,-0.139,12.658,6.39,0.17,14.34,8.115,2.98,3.212,2.618,0.982,0.915,1.552,32.305
314,1.681,3.068,1.974,0.541,0.866,0.664,-0.127,12.663,6.394,0.182,14.344,8.118,2.98,3.212,2.617,0.982,0.915,1.536,32.37
315,1.679,3.066,1.972,0.541,0.866,0.664,-0.144,12.655,6.386,0.166,14.334,8.107,2.977,3.21,2.616,0.982,0.915,1.554,32.379
316,1.679,3.065,1.972,0.541,0.866,0.664,-0.127,12.652,6.383,0.182,14.325,8.098,2.974,3.209,2.615,0.982,0.915,1.537,32.352
317,1.68,3.067,1.972,0.542,0.866,0.664,-0.108,12.653,6.384,0.201,14.325,8.098,2.973,3.209,2.615,0.982,0.915,1.521,32.347
318,1.678,3.064,1.971,0.541,0.866,0.664,-0.127,12.648,6.378,0.182,14.315,8.088,2.972,3.209,2.616,0.981,0.915,1.53,32.374
319,1.678,3.065,1.97,0.541,0.866,0.664,-0.139,12.64,6.37,0.172,14.306,8.078,2.974,3.209,2.616,0.982,0.915,1.514,32.348
320,1.677,3.065,1.97,0.542,0.866,0.664,-0.123,12.641,6.371,0.189,14.306,8.079,2.975,3.209,2.616,0.982,0.915,1.523,32.374
321,1.676,3.064,1.969,0.542,0.866,0.665,-0.129,12.639,6.368,0.182,14.304,8.074,2.973,3.21,2.617,0.982,0.915,1.535,32.377
322,1.676,3.065,1.969,0.542,0.866,0.664,-0.123,12.648,6.375,0.188,14.309,8.077,2.972,3.209,2.618,0.982,0.915,1.519,32.351
323,1.675,3.066,1.97,0.542,0.867,0.665,-0.137,12.648,6.373,0.176,14.307,8.074,2.97,3.21,2.62,0.982,0.915,1.502,32.326
324,1.675,3.063,1.967,0.542,0.867,0.665,-0.122,12.643,6.369,0.19,14.301,8.068,2.969,3.21,2.62,0.982,0.915,1.53,32.344
325,1.675,3.063,1.967,0.542,0.867,0.665,-0.129,12.647,6.373,0.183,14.301,8.069,2.97,3.21,2.621,0.982,0.915,1.514,32.319
326,1.674,3.064,1.968,0.542,0.867,0.665,-0.122,12.647,6.373,0.189,14.307,8.075,2.971,3.21,2.621,0.982,0.915,1.498,32.294
327,1.673,3.06,1.964,0.542,0.867,0.665,-0.141,12.633,6.359,0.172,14.289,8.057,2.969,3.21,2.623,0.982,0.915,1.539,32.345
328,1.673,3.06,1.964,0.542,0.867,0.665,-0.121,12.617,6.344,0.191,14.282,8.05,2.966,3.21,2.622,0.982,0.915,1.523,32.32
329,1.672,3.058,1.963,0.542,0.867,0.665,-0.128,12.612,6.338,0.185,14.275,8.043,2.965,3.21,2.622,0.982,0.915,1.558,32.295
330,1.672,3.06,1.964,0.542,0.867,0.665,-0.121,12.616,6.341,0.191,14.274,8.042,2.964,3.21,2.621,0.982,0.915,1.542,32.295
331,1.673,3.062,1.966,0.543,0.867,0.665,-0.1,12.616,6.341,0.212,14.275,8.041,2.963,3.209,2.62,0.982,0.915,1.526,32.271
332,1.672,3.06,1.964,0.542,0.867,0.665,-0.121,12.617,6.342,0.192,14.273,8.04,2.962,3.209,2.621,0.982,0.915,1.537,32.41
333,1.671,3.06,1.965,0.542,0.867,0.666,-0.126,12.619,6.344,0.188,14.273,8.039,2.961,3.209,2.622,0.982,0.915,1.521,32.385
334,1.671,3.061,1.965,0.542,0.867,0.666,-0.122,12.624,6.348,0.192,14.276,8.042,2.96,3.209,2.622,0.982,0.915,1.505,32.361
335,1.67,3.06,1.965,0.542,0.867,0.666,-0.128,12.627,6.351,0.186,14.275,8.041,2.958,3.209,2.621,0.982,0.915,1.49,32.351
336,1.669,3.06,1.964,0.542,0.867,0.666,-0.122,12.631,6.355,0.191,14.274,8.04,2.955,3.209,2.621,0.982,0.915,1.474,32.326
337,1.669,3.06,1.966,0.542,0.867,0.666,-0.123,12.635,6.358,0.189,14.276,8.041,2.955,3.209,2.622,0.982,0.915,1.518,32.347
338,1.668,3.059,1.964,0.542,0.867,0.666,-0.122,12.627,6.35,0.19,14.265,8.029,2.954,3.209,2.62,0.982,0.915,1.555,32.409
339,1.668,3.06,1.965,0.542,0.867,0.666,-0.115,12.631,6.353,0.197,14.266,8.029,2.953,3.209,2.621,0.982,0.915,1.539,32.385
340,1.667,3.059,1.964,0.542,0.867,0.666,-0.122,12.625,6.346,0.19,14.257,8.019,2.953,3.208,2.62,0.982,0.915,1.572,32.426
341,1.667,3.061,1.965,0.542,0.867,0.666,-0.129,12.629,6.349,0.183,14.263,8.024,2.954,3.209,2.622,0.982,0.915,1.557,32.401
342,1.666,3.06,1.964,0.542,0.867,0.666,-0.122,12.623,6.343,0.19,14.273,8.034,2.954,3.208,2.622,0.982,0.915,1.562,32.398
343,1.666,3.061,1.964,0.542,0.868,0.666,-0.121,12.624,6.344,0.19,14.273,8.033,2.954,3.209,2.622,0.982,0.915,1.547,32.374
