N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
195,1.544,2.682,2.397,0.408,0.771,0.742,-1.648,10.355,10.287,-1.432,12.248,12.171,2.13,3.112,3.337,0.964,0.962,8.813,11.888
196,1.545,2.683,2.399,0.409,0.772,0.742,-1.626,10.352,10.284,-1.41,12.252,12.176,2.13,3.112,3.337,0.964,0.962,8.768,11.827
197,1.544,2.684,2.4,0.409,0.772,0.742,-1.62,10.353,10.286,-1.405,12.258,12.182,2.131,3.112,3.337,0.964,0.962,8.768,11.833
198,1.544,2.685,2.401,0.41,0.772,0.743,-1.621,10.354,10.286,-1.406,12.257,12.18,2.132,3.112,3.336,0.964,0.962,8.724,11.773
199,1.544,2.681,2.398,0.41,0.772,0.743,-1.613,10.331,10.264,-1.397,12.235,12.159,2.134,3.113,3.336,0.964,0.962,8.747,11.815
200,1.544,2.681,2.399,0.41,0.773,0.743,-1.611,10.321,10.254,-1.394,12.232,12.156,2.137,3.113,3.336,0.964,0.962,8.703,11.756
201,1.544,2.682,2.399,0.41,0.772,0.743,-1.591,10.324,10.256,-1.375,12.24,12.164,2.135,3.114,3.338,0.964,0.962,8.705,11.765
202,1.544,2.682,2.399,0.41,0.773,0.743,-1.605,10.326,10.259,-1.389,12.238,12.162,2.134,3.113,3.336,0.964,0.962,8.689,11.707
203,1.546,2.684,2.399,0.41,0.773,0.743,-1.585,10.328,10.261,-1.37,12.249,12.173,2.135,3.115,3.337,0.964,0.962,8.717,11.719
204,1.546,2.684,2.401,0.41,0.773,0.743,-1.607,10.328,10.261,-1.39,12.245,12.169,2.137,3.113,3.337,0.964,0.962,8.723,11.662
205,1.546,2.685,2.403,0.41,0.772,0.743,-1.594,10.328,10.261,-1.378,12.255,12.179,2.138,3.114,3.335,0.964,0.962,8.681,11.605
206,1.545,2.686,2.403,0.411,0.773,0.743,-1.601,10.336,10.268,-1.384,12.27,12.192,2.139,3.114,3.335,0.964,0.962,8.639,11.549
207,1.545,2.685,2.404,0.41,0.772,0.743,-1.596,10.335,10.268,-1.38,12.276,12.199,2.138,3.114,3.334,0.964,0.962,8.704,11.493
208,1.544,2.684,2.402,0.41,0.771,0.743,-1.602,10.301,10.234,-1.386,12.245,12.168,2.136,3.113,3.336,0.965,0.962,8.769,11.491
209,1.548,2.686,2.406,0.41,0.771,0.742,-1.584,10.307,10.24,-1.369,12.258,12.182,2.139,3.114,3.336,0.965,0.962,8.727,11.436
210,1.547,2.686,2.405,0.411,0.771,0.743,-1.611,10.305,10.238,-1.396,12.263,12.186,2.142,3.113,3.336,0.965,0.962,8.739,11.435
211,1.546,2.683,2.404,0.41,0.77,0.742,-1.618,10.294,10.227,-1.402,12.256,12.179,2.142,3.113,3.337,0.964,0.962,8.887,11.523
212,1.545,2.681,2.402,0.409,0.77,0.742,-1.625,10.299,10.232,-1.41,12.256,12.18,2.141,3.113,3.338,0.964,0.962,8.939,11.594
213,1.545,2.682,2.403,0.41,0.77,0.742,-1.625,10.305,10.238,-1.41,12.264,12.187,2.145,3.114,3.338,0.965,0.962,8.925,11.65
214,1.546,2.682,2.405,0.41,0.771,0.743,-1.614,10.306,10.239,-1.399,12.272,12.195,2.149,3.114,3.339,0.965,0.962,8.883,11.623
215,1.545,2.681,2.404,0.41,0.77,0.742,-1.605,10.314,10.247,-1.392,12.284,12.207,2.15,3.114,3.34,0.965,0.962,8.842,11.569
216,1.546,2.683,2.406,0.411,0.771,0.743,-1.603,10.324,10.256,-1.39,12.289,12.211,2.151,3.114,3.338,0.965,0.962,8.93,11.644
217,1.545,2.68,2.403,0.41,0.77,0.742,-1.615,10.314,10.246,-1.402,12.281,12.203,2.149,3.115,3.34,0.965,0.962,9.09,11.878
218,1.545,2.679,2.401,0.41,0.77,0.741,-1.623,10.303,10.235,-1.409,12.274,12.195,2.146,3.116,3.341,0.965,0.962,9.121,11.824
219,1.546,2.679,2.399,0.41,0.77,0.741,-1.599,10.307,10.238,-1.387,12.281,12.203,2.145,3.116,3.341,0.965,0.962,9.307,11.922
220,1.545,2.677,2.398,0.41,0.769,0.741,-1.627,10.292,10.225,-1.413,12.286,12.208,2.143,3.115,3.342,0.964,0.962,9.568,11.944
221,1.545,2.68,2.401,0.41,0.77,0.741,-1.607,10.297,10.23,-1.394,12.296,12.218,2.144,3.114,3.34,0.964,0.962,9.525,11.89
222,1.544,2.682,2.403,0.41,0.77,0.742,-1.616,10.31,10.243,-1.403,12.308,12.23,2.145,3.114,3.339,0.964,0.962,9.508,11.863
223,1.543,2.684,2.405,0.411,0.77,0.742,-1.61,10.315,10.248,-1.398,12.317,12.24,2.144,3.114,3.339,0.964,0.962,9.5,11.844
224,1.543,2.686,2.408,0.411,0.771,0.742,-1.614,10.331,10.263,-1.402,12.328,12.25,2.143,3.113,3.335,0.964,0.962,9.502,11.836
225,1.542,2.685,2.409,0.41,0.771,0.742,-1.631,10.326,10.258,-1.419,12.325,12.247,2.143,3.113,3.335,0.964,0.962,9.501,11.904
226,1.542,2.686,2.41,0.411,0.771,0.743,-1.615,10.334,10.266,-1.404,12.334,12.256,2.142,3.112,3.334,0.964,0.962,9.459,11.852
227,1.543,2.686,2.411,0.41,0.771,0.742,-1.623,10.331,10.263,-1.411,12.339,12.261,2.142,3.112,3.334,0.964,0.962,9.417,11.799
228,1.542,2.688,2.412,0.411,0.771,0.743,-1.612,10.329,10.261,-1.4,12.351,12.273,2.142,3.112,3.334,0.964,0.962,9.376,11.821
229,1.542,2.687,2.411,0.41,0.77,0.742,-1.605,10.33,10.263,-1.392,12.355,12.278,2.142,3.112,3.335,0.964,0.962,9.389,11.824
230,1.542,2.687,2.411,0.41,0.77,0.742,-1.607,10.333,10.266,-1.393,12.355,12.278,2.142,3.111,3.335,0.964,0.962,9.348,11.946
231,1.541,2.685,2.411,0.41,0.77,0.742,-1.595,10.333,10.266,-1.382,12.359,12.282,2.141,3.112,3.334,0.964,0.962,9.337,12.039
232,1.542,2.685,2.409,0.41,0.77,0.742,-1.605,10.308,10.241,-1.392,12.332,12.255,2.139,3.112,3.336,0.964,0.962,9.354,12.073
233,1.541,2.684,2.41,0.41,0.771,0.743,-1.596,10.315,10.248,-1.382,12.334,12.257,2.138,3.112,3.337,0.964,0.962,9.314,12.129
234,1.54,2.683,2.408,0.41,0.771,0.743,-1.6,10.315,10.248,-1.387,12.335,12.258,2.137,3.112,3.336,0.964,0.962,9.34,12.143
235,1.54,2.686,2.41,0.41,0.771,0.743,-1.601,10.32,10.253,-1.389,12.336,12.259,2.137,3.113,3.338,0.964,0.962,9.46,12.144
236,1.54,2.685,2.408,0.41,0.771,0.743,-1.599,10.305,10.237,-1.386,12.329,12.251,2.137,3.113,3.339,0.964,0.962,9.42,12.149
237,1.54,2.681,2.406,0.41,0.77,0.742,-1.611,10.283,10.216,-1.398,12.309,12.232,2.138,3.112,3.34,0.964,0.962,9.802,12.449
238,1.54,2.679,2.403,0.411,0.77,0.741,-1.599,10.265,10.197,-1.387,12.286,12.209,2.14,3.111,3.337,0.964,0.962,9.831,12.537
239,1.54,2.682,2.408,0.411,0.77,0.742,-1.605,10.273,10.206,-1.392,12.291,12.214,2.14,3.112,3.337,0.964,0.962,9.79,12.485
240,1.539,2.681,2.406,0.411,0.77,0.742,-1.609,10.27,10.203,-1.396,12.286,12.209,2.14,3.113,3.339,0.963,0.962,9.808,12.492
241,1.539,2.685,2.411,0.412,0.771,0.743,-1.601,10.285,10.219,-1.388,12.298,12.221,2.141,3.111,3.337,0.964,0.962,9.851,12.523
242,1.539,2.682,2.409,0.412,0.771,0.743,-1.607,10.279,10.212,-1.395,12.292,12.215,2.143,3.112,3.337,0.964,0.962,9.842,12.535
243,1.539,2.679,2.406,0.413,0.771,0.743,-1.604,10.265,10.199,-1.393,12.278,12.202,2.143,3.112,3.337,0.964,0.962,10.007,12.587
244,1.538,2.678,2.405,0.412,0.771,0.743,-1.619,10.274,10.208,-1.406,12.282,12.206,2.143,3.113,3.338,0.964,0.962,10.04,12.609
245,1.538,2.679,2.405,0.412,0.771,0.743,-1.613,10.278,10.211,-1.4,12.283,12.207,2.142,3.112,3.337,0.964,0.962,10.081,12.64
246,1.536,2.679,2.404,0.412,0.771,0.743,-1.618,10.275,10.208,-1.405,12.282,12.206,2.141,3.113,3.338,0.963,0.962,10.108,12.588
247,1.537,2.681,2.407,0.412,0.771,0.743,-1.62,10.282,10.216,-1.407,12.287,12.211,2.144,3.113,3.337,0.964,0.962,10.067,12.537
248,1.537,2.68,2.404,0.412,0.771,0.743,-1.608,10.251,10.184,-1.396,12.282,12.206,2.147,3.113,3.338,0.964,0.962,10.026,12.532
249,1.537,2.679,2.404,0.412,0.771,0.743,-1.613,10.257,10.191,-1.4,12.287,12.211,2.145,3.114,3.339,0.964,0.962,10.187,12.582
250,1.536,2.68,2.404,0.411,0.771,0.743,-1.629,10.25,10.179,-1.416,12.284,12.202,2.144,3.114,3.34,0.963,0.962,10.146,12.531
251,1.536,2.681,2.406,0.41,0.771,0.743,-1.643,10.25,10.179,-1.426,12.285,12.204,2.145,3.114,3.337,0.963,0.961,10.504,12.88
252,1.536,2.682,2.408,0.412,0.772,0.744,-1.627,10.248,10.178,-1.409,12.295,12.213,2.146,3.114,3.337,0.963,0.961,10.462,12.829
253,1.535,2.684,2.411,0.412,0.772,0.744,-1.628,10.26,10.19,-1.41,12.303,12.221,2.148,3.113,3.334,0.963,0.962,10.421,12.778
254,1.535,2.684,2.411,0.412,0.772,0.744,-1.618,10.265,10.195,-1.402,12.309,12.226,2.149,3.114,3.334,0.963,0.962,10.38,12.728
255,1.535,2.686,2.414,0.413,0.773,0.745,-1.622,10.278,10.207,-1.404,12.317,12.235,2.15,3.113,3.332,0.963,0.962,10.339,12.678
256,1.534,2.687,2.415,0.413,0.772,0.744,-1.609,10.273,10.203,-1.392,12.33,12.248,2.15,3.111,3.33,0.963,0.961,10.397,12.677
257,1.535,2.69,2.419,0.414,0.773,0.745,-1.601,10.29,10.219,-1.384,12.343,12.261,2.151,3.111,3.329,0.963,0.961,10.356,12.628
258,1.535,2.692,2.419,0.413,0.773,0.745,-1.611,10.295,10.224,-1.393,12.347,12.264,2.152,3.111,3.329,0.963,0.961,10.394,12.618
259,1.534,2.688,2.415,0.413,0.773,0.745,-1.637,10.247,10.176,-1.419,12.293,12.21,2.153,3.109,3.328,0.963,0.961,10.409,12.707
260,1.534,2.685,2.413,0.414,0.773,0.745,-1.615,10.22,10.149,-1.397,12.263,12.18,2.153,3.109,3.33,0.963,0.961,10.561,12.85
261,1.534,2.684,2.412,0.414,0.773,0.745,-1.617,10.227,10.156,-1.399,12.267,12.185,2.156,3.109,3.329,0.963,0.961,10.63,12.91
262,1.535,2.681,2.409,0.414,0.773,0.745,-1.611,10.198,10.127,-1.393,12.234,12.152,2.158,3.105,3.326,0.963,0.961,10.653,12.925
263,1.535,2.68,2.409,0.414,0.773,0.745,-1.624,10.204,10.133,-1.406,12.236,12.154,2.158,3.105,3.328,0.963,0.961,10.83,13.201
264,1.534,2.681,2.409,0.414,0.773,0.745,-1.618,10.203,10.132,-1.4,12.234,12.153,2.158,3.106,3.328,0.963,0.961,10.818,13.239
265,1.535,2.683,2.412,0.414,0.774,0.745,-1.608,10.213,10.142,-1.391,12.243,12.161,2.156,3.106,3.326,0.963,0.961,10.928,13.34
266,1.533,2.682,2.412,0.414,0.774,0.746,-1.627,10.208,10.138,-1.409,12.239,12.158,2.154,3.106,3.327,0.962,0.961,10.924,13.327
267,1.533,2.683,2.413,0.414,0.774,0.746,-1.625,10.209,10.139,-1.408,12.236,12.155,2.156,3.106,3.325,0.962,0.961,10.91,13.331
268,1.533,2.683,2.413,0.415,0.774,0.746,-1.619,10.216,10.146,-1.402,12.241,12.16,2.157,3.105,3.325,0.962,0.961,10.896,13.281
269,1.532,2.682,2.413,0.415,0.774,0.746,-1.628,10.214,10.145,-1.412,12.235,12.155,2.157,3.105,3.325,0.963,0.961,10.895,13.271
270,1.532,2.681,2.413,0.415,0.774,0.746,-1.624,10.204,10.134,-1.409,12.229,12.148,2.157,3.105,3.325,0.963,0.961,10.919,13.286
271,1.531,2.683,2.413,0.415,0.775,0.747,-1.621,10.2,10.131,-1.406,12.224,12.144,2.157,3.105,3.324,0.963,0.961,10.879,13.36
272,1.532,2.683,2.414,0.416,0.775,0.747,-1.619,10.201,10.131,-1.405,12.229,12.148,2.158,3.105,3.324,0.963,0.961,10.872,13.311
273,1.531,2.679,2.411,0.415,0.774,0.746,-1.638,10.15,10.081,-1.422,12.176,12.096,2.159,3.103,3.322,0.962,0.961,11.251,13.576
274,1.531,2.68,2.412,0.416,0.774,0.746,-1.628,10.156,10.086,-1.412,12.177,12.096,2.161,3.1,3.317,0.962,0.961,11.243,13.593
275,1.531,2.681,2.412,0.416,0.775,0.747,-1.647,10.168,10.098,-1.431,12.186,12.106,2.16,3.1,3.318,0.962,0.961,11.254,13.544
276,1.531,2.681,2.411,0.416,0.774,0.746,-1.627,10.163,10.093,-1.411,12.195,12.114,2.159,3.1,3.318,0.962,0.96,11.274,13.555
277,1.532,2.682,2.413,0.417,0.775,0.746,-1.618,10.177,10.107,-1.403,12.206,12.125,2.158,3.1,3.318,0.962,0.96,11.377,13.65
278,1.53,2.68,2.41,0.416,0.774,0.745,-1.628,10.148,10.078,-1.412,12.196,12.115,2.156,3.1,3.318,0.962,0.96,11.496,13.801
279,1.53,2.679,2.409,0.415,0.774,0.745,-1.649,10.15,10.08,-1.433,12.194,12.113,2.156,3.101,3.319,0.962,0.96,12.052,14.11
280,1.529,2.677,2.409,0.415,0.774,0.745,-1.636,10.147,10.077,-1.42,12.198,12.117,2.156,3.102,3.32,0.962,0.96,12.009,14.06
281,1.528,2.676,2.408,0.415,0.774,0.745,-1.649,10.137,10.067,-1.432,12.182,12.102,2.155,3.101,3.32,0.962,0.96,13.153,14.84
282,1.528,2.676,2.407,0.415,0.774,0.745,-1.655,10.127,10.057,-1.438,12.173,12.092,2.154,3.102,3.319,0.962,0.96,13.106,14.832
283,1.527,2.675,2.407,0.414,0.774,0.745,-1.67,10.127,10.056,-1.453,12.172,12.09,2.154,3.102,3.32,0.962,0.96,13.06,14.809
284,1.527,2.675,2.406,0.414,0.774,0.745,-1.66,10.129,10.058,-1.444,12.178,12.095,2.154,3.103,3.322,0.962,0.96,13.014,14.768
285,1.526,2.676,2.406,0.414,0.774,0.745,-1.672,10.132,10.061,-1.456,12.179,12.096,2.154,3.103,3.322,0.962,0.96,13.1,14.935
286,1.525,2.674,2.405,0.414,0.774,0.745,-1.657,10.137,10.065,-1.441,12.181,12.099,2.153,3.102,3.322,0.961,0.96,13.141,14.97
287,1.525,2.674,2.405,0.413,0.774,0.745,-1.675,10.138,10.067,-1.459,12.183,12.1,2.152,3.102,3.323,0.961,0.96,13.131,14.988
288,1.525,2.674,2.405,0.413,0.774,0.745,-1.66,10.138,10.067,-1.445,12.183,12.101,2.151,3.102,3.322,0.961,0.96,13.096,14.99
289,1.525,2.675,2.406,0.413,0.774,0.745,-1.665,10.139,10.068,-1.451,12.182,12.1,2.15,3.102,3.323,0.961,0.96,13.113,15.001
290,1.525,2.673,2.405,0.413,0.773,0.744,-1.671,10.129,10.058,-1.457,12.176,12.095,2.149,3.102,3.324,0.961,0.96,13.197,15.1
