ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1089-134686-0024_7176-92135-0042,Spk1,1.442,1.825,1.669,0.261,0.594,0.588,-7.283,1.506,1.507,-7.286,2.296,2.295,1.887,3.244,3.48,0.95,0.956,53.9,38.11
1089-134686-0024_7176-92135-0042,Spk2,1.584,2.645,2.443,0.568,0.814,0.789,5.373,11.381,11.364,5.134,13.838,13.797,1.887,3.027,3.689,0.973,0.974,5.813,5.813
1089-134686-0025_7127-75947-0035,Spk1,1.358,2.23,2.074,0.403,0.792,0.796,2.56,12.594,12.58,2.397,13.822,13.81,2.463,3.273,3.263,0.971,0.946,16.653,16.653
1089-134686-0025_7127-75947-0035,Spk2,1.332,2.557,1.94,0.414,0.816,0.797,-5.411,10.131,10.056,-5.245,11.544,11.445,2.463,2.988,3.229,0.976,0.988,15.554,22.697
1089-134686-0026_8224-274384-0010,Spk1,1.686,3.168,2.775,0.448,0.845,0.804,-3.403,10.545,10.484,-3.114,11.538,11.475,2.255,3.075,3.14,0.977,0.989,1.268,1.268
1089-134686-0026_8224-274384-0010,Spk2,1.518,2.633,2.642,0.556,0.792,0.762,2.322,9.685,9.635,2.145,13.194,13.114,2.255,3.226,3.538,0.981,0.97,1.268,13.768
1089-134686-0028_6829-68771-0025,Spk1,1.584,3.278,2.767,0.477,0.89,0.847,1.523,14.651,14.474,1.281,15.746,15.553,2.102,3.24,3.452,0.979,0.986,1.268,1.268
1089-134686-0028_6829-68771-0025,Spk2,1.407,2.593,2.418,0.416,0.869,0.835,-2.707,10.915,10.744,-2.893,12.195,12.079,2.102,3.269,3.717,0.963,0.961,14.904,14.904
1089-134686-0028_8224-274384-0005,Spk1,1.544,2.965,2.884,0.432,0.844,0.788,-2.834,12.304,12.188,-2.929,13.194,13.08,2.334,3.083,3.517,0.976,0.986,12.379,6.824
1089-134686-0028_8224-274384-0005,Spk2,1.604,2.45,2.327,0.517,0.785,0.728,2.321,8.25,8.189,2.121,10.81,10.75,2.334,2.976,2.925,0.984,0.989,7.518,13.768
