ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1221-135767-0008_260-123286-0027,Spk2,1.444,3.0,2.303,0.569,0.897,0.814,2.193,13.461,13.274,2.46,17.302,16.896,2.925,3.244,3.744,0.927,0.945,0.0,0.0
1221-135767-0008_3570-5695-0015,Spk1,1.288,3.309,2.364,0.304,0.74,0.682,-9.074,12.32,12.254,-7.839,15.144,15.058,2.979,2.469,2.919,0.949,0.958,0.0,0.0
1221-135767-0008_5683-32865-0011,Spk2,1.655,3.281,2.679,0.594,0.883,0.806,4.412,15.131,14.69,4.628,17.368,16.716,2.866,3.338,3.155,0.971,0.972,0.0,0.0
1221-135767-0009_237-134500-0033,Spk1,2.26,2.794,2.244,0.712,0.822,0.73,6.36,9.997,9.853,6.436,11.158,11.018,2.965,2.789,3.218,0.978,0.98,18.75,18.75
1221-135767-0010_2830-3980-0039,Spk2,1.632,3.214,3.072,0.51,0.805,0.812,3.872,12.241,12.159,3.946,17.599,17.381,3.262,3.414,3.479,0.99,0.992,0.0,0.0
1221-135767-0013_5683-32865-0007,Spk2,1.351,3.133,2.815,0.533,0.899,0.888,-0.062,11.877,11.809,0.182,15.219,15.081,2.472,3.327,3.907,0.946,0.961,0.0,0.0
1221-135767-0014_1089-134691-0023,Spk1,1.257,3.316,2.648,0.39,0.848,0.824,-5.638,12.654,12.354,-5.419,14.624,14.332,2.66,3.33,3.669,0.96,0.97,0.0,0.0
1221-135767-0014_61-70968-0014,Spk1,1.459,3.112,2.716,0.515,0.875,0.834,-0.946,12.362,12.204,-0.77,14.208,14.048,2.657,3.172,3.377,0.981,0.982,10.0,5.0
1221-135767-0024_2094-142345-0028,Spk2,1.386,2.809,2.44,0.431,0.775,0.721,1.345,8.452,8.358,1.433,14.716,14.612,2.77,3.046,3.207,0.966,0.974,21.429,28.571
1221-135767-0024_8555-284449-0015,Spk2,1.262,2.815,2.537,0.453,0.799,0.792,0.786,9.917,9.814,0.886,14.45,14.271,2.571,2.878,3.502,0.973,0.982,41.667,41.667
1284-1180-0002_7021-79759-0003,Spk2,1.248,2.44,2.372,0.628,0.894,0.823,-0.947,9.272,9.215,-0.735,12.549,12.451,2.86,3.182,3.483,0.985,0.986,0.0,0.0
1284-1180-0005_6829-68771-0000,Spk2,1.523,3.109,2.643,0.524,0.926,0.859,-3.029,10.909,10.723,-2.825,11.289,11.106,2.605,2.978,3.535,0.97,0.99,0.0,5.0
1284-1180-0006_1320-122612-0004,Spk1,1.919,2.892,2.995,0.671,0.924,0.907,2.933,12.18,12.117,2.979,16.363,16.231,2.729,3.25,3.415,0.987,0.99,0.0,0.0
1284-1180-0007_2094-142345-0002,Spk2,1.5,3.33,2.721,0.341,0.844,0.78,-4.198,10.225,10.064,-4.139,15.645,15.381,2.961,2.968,3.591,0.977,0.983,5.556,5.556
