N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
525,1.637,3.063,2.701,0.541,0.862,0.821,0.01,11.911,11.748,0.19,14.4,14.185,2.95,3.108,3.355,0.978,0.973,5.188,8.03
526,1.636,3.062,2.7,0.54,0.862,0.82,-0.002,11.914,11.751,0.179,14.401,14.187,2.95,3.108,3.356,0.978,0.973,5.178,8.015
527,1.636,3.062,2.7,0.54,0.862,0.82,-0.01,11.91,11.748,0.172,14.399,14.186,2.95,3.108,3.356,0.978,0.973,5.18,8.035
528,1.636,3.062,2.7,0.54,0.862,0.82,-0.001,11.912,11.749,0.18,14.402,14.188,2.951,3.108,3.355,0.978,0.973,5.171,8.02
529,1.636,3.062,2.7,0.54,0.862,0.821,-0.001,11.911,11.749,0.18,14.404,14.191,2.951,3.109,3.356,0.978,0.973,5.169,8.039
530,1.636,3.063,2.701,0.54,0.862,0.82,-0.001,11.917,11.754,0.18,14.408,14.193,2.952,3.109,3.357,0.978,0.973,5.171,8.046
531,1.636,3.063,2.701,0.54,0.862,0.82,-0.008,11.914,11.751,0.172,14.407,14.193,2.952,3.109,3.357,0.978,0.973,5.161,8.031
532,1.636,3.063,2.702,0.54,0.862,0.821,-0.0,11.912,11.749,0.18,14.409,14.195,2.952,3.109,3.357,0.978,0.973,5.151,8.016
533,1.637,3.063,2.703,0.541,0.862,0.821,0.013,11.916,11.754,0.193,14.417,14.203,2.954,3.109,3.357,0.978,0.973,5.142,8.028
534,1.636,3.064,2.703,0.541,0.862,0.821,0.0,11.923,11.76,0.181,14.422,14.208,2.955,3.11,3.358,0.978,0.973,5.159,8.04
535,1.636,3.064,2.704,0.54,0.863,0.821,0.001,11.925,11.763,0.182,14.428,14.214,2.956,3.109,3.358,0.978,0.973,5.149,8.051
536,1.636,3.064,2.704,0.541,0.863,0.821,-0.0,11.928,11.765,0.18,14.434,14.22,2.956,3.11,3.358,0.978,0.973,5.14,8.057
537,1.636,3.064,2.704,0.54,0.863,0.821,-0.001,11.927,11.765,0.179,14.434,14.22,2.955,3.11,3.358,0.978,0.973,5.157,8.055
538,1.636,3.063,2.703,0.541,0.863,0.821,-0.001,11.925,11.763,0.179,14.43,14.217,2.955,3.109,3.357,0.978,0.973,5.147,8.04
539,1.636,3.062,2.704,0.541,0.863,0.821,-0.004,11.925,11.763,0.177,14.431,14.218,2.954,3.109,3.357,0.978,0.973,5.137,8.054
540,1.636,3.063,2.704,0.541,0.863,0.821,-0.001,11.928,11.767,0.18,14.436,14.222,2.953,3.109,3.358,0.978,0.973,5.142,8.068
541,1.635,3.063,2.705,0.541,0.863,0.821,-0.009,11.927,11.765,0.172,14.435,14.222,2.953,3.109,3.359,0.978,0.973,5.133,8.053
542,1.635,3.065,2.706,0.541,0.863,0.822,-0.001,11.933,11.772,0.179,14.44,14.227,2.953,3.109,3.359,0.978,0.973,5.123,8.055
543,1.635,3.065,2.708,0.541,0.863,0.822,0.003,11.934,11.773,0.183,14.442,14.229,2.953,3.11,3.359,0.978,0.973,5.128,8.068
544,1.635,3.066,2.709,0.541,0.863,0.822,-0.001,11.93,11.77,0.18,14.441,14.229,2.953,3.109,3.358,0.978,0.973,5.18,8.145
545,1.635,3.066,2.708,0.541,0.863,0.822,0.0,11.931,11.771,0.18,14.445,14.232,2.953,3.109,3.357,0.978,0.973,5.17,8.13
546,1.635,3.066,2.709,0.541,0.863,0.822,-0.001,11.927,11.767,0.179,14.443,14.231,2.952,3.108,3.356,0.978,0.973,5.161,8.115
547,1.634,3.066,2.709,0.541,0.863,0.822,-0.002,11.928,11.767,0.178,14.444,14.233,2.951,3.108,3.356,0.978,0.973,5.151,8.108
548,1.635,3.067,2.71,0.541,0.863,0.822,-0.0,11.93,11.769,0.18,14.446,14.233,2.95,3.109,3.356,0.978,0.973,5.142,8.094
549,1.635,3.066,2.709,0.541,0.863,0.822,0.004,11.932,11.771,0.184,14.448,14.236,2.95,3.109,3.357,0.978,0.973,5.133,8.079
550,1.635,3.066,2.71,0.54,0.863,0.822,-0.001,11.936,11.775,0.179,14.451,14.239,2.949,3.109,3.357,0.978,0.973,5.123,8.07
551,1.634,3.066,2.709,0.54,0.863,0.822,-0.004,11.939,11.778,0.176,14.455,14.243,2.95,3.109,3.358,0.978,0.973,5.14,8.056
552,1.635,3.065,2.708,0.54,0.863,0.822,0.0,11.936,11.775,0.18,14.453,14.24,2.95,3.109,3.357,0.978,0.973,5.147,8.058
553,1.635,3.065,2.709,0.541,0.864,0.822,0.004,11.939,11.778,0.183,14.458,14.245,2.95,3.109,3.357,0.978,0.973,5.138,8.043
554,1.635,3.065,2.709,0.54,0.864,0.822,-0.0,11.945,11.784,0.179,14.461,14.249,2.95,3.109,3.357,0.978,0.973,5.129,8.028
555,1.634,3.065,2.709,0.54,0.864,0.822,0.004,11.947,11.786,0.183,14.465,14.252,2.95,3.109,3.357,0.978,0.973,5.119,8.014
556,1.634,3.066,2.709,0.54,0.864,0.822,-0.0,11.949,11.787,0.18,14.465,14.252,2.95,3.109,3.357,0.978,0.973,5.11,8.0
557,1.633,3.066,2.709,0.54,0.864,0.822,-0.002,11.949,11.788,0.178,14.466,14.253,2.95,3.108,3.357,0.978,0.973,5.122,8.017
558,1.633,3.066,2.71,0.54,0.864,0.822,-0.0,11.946,11.786,0.18,14.465,14.252,2.951,3.109,3.358,0.978,0.973,5.113,8.003
559,1.633,3.063,2.708,0.54,0.863,0.821,0.001,11.916,11.755,0.181,14.433,14.221,2.951,3.108,3.358,0.978,0.973,5.193,8.103
560,1.633,3.061,2.706,0.54,0.863,0.821,0.0,11.9,11.74,0.18,14.415,14.203,2.951,3.108,3.358,0.978,0.973,5.263,8.188
561,1.633,3.061,2.707,0.541,0.863,0.822,0.005,11.9,11.74,0.185,14.415,14.203,2.951,3.108,3.358,0.978,0.973,5.266,8.173
562,1.633,3.061,2.707,0.541,0.863,0.822,0.0,11.891,11.732,0.18,14.414,14.203,2.952,3.108,3.359,0.978,0.973,5.271,8.174
563,1.633,3.061,2.707,0.541,0.863,0.822,-0.0,11.891,11.732,0.18,14.416,14.205,2.952,3.108,3.359,0.978,0.973,5.262,8.159
564,1.633,3.06,2.707,0.54,0.863,0.822,-0.0,11.885,11.725,0.18,14.416,14.206,2.952,3.108,3.359,0.978,0.973,5.252,8.145
565,1.632,3.061,2.708,0.541,0.863,0.822,0.004,11.889,11.729,0.184,14.424,14.213,2.952,3.108,3.359,0.978,0.973,5.243,8.13
566,1.632,3.061,2.707,0.54,0.864,0.822,-0.0,11.893,11.733,0.18,14.428,14.216,2.952,3.108,3.359,0.978,0.973,5.234,8.116
567,1.632,3.062,2.707,0.54,0.864,0.822,0.006,11.895,11.736,0.186,14.431,14.22,2.951,3.107,3.359,0.978,0.973,5.225,8.102
568,1.631,3.062,2.708,0.54,0.864,0.822,0.0,11.894,11.734,0.18,14.427,14.216,2.95,3.107,3.359,0.978,0.973,5.215,8.087
569,1.632,3.062,2.708,0.54,0.864,0.822,0.007,11.898,11.738,0.187,14.433,14.221,2.951,3.107,3.359,0.978,0.973,5.206,8.073
570,1.631,3.062,2.707,0.54,0.864,0.822,0.0,11.891,11.73,0.18,14.428,14.216,2.952,3.107,3.36,0.978,0.973,5.203,8.088
571,1.632,3.062,2.708,0.54,0.864,0.822,0.008,11.895,11.735,0.187,14.435,14.223,2.952,3.107,3.36,0.978,0.973,5.203,8.083
572,1.631,3.062,2.706,0.54,0.863,0.821,0.0,11.893,11.732,0.18,14.435,14.222,2.952,3.107,3.36,0.978,0.973,5.223,8.113
573,1.631,3.062,2.707,0.54,0.863,0.821,0.001,11.895,11.734,0.18,14.44,14.227,2.952,3.107,3.359,0.978,0.973,5.229,8.113
574,1.631,3.063,2.708,0.54,0.863,0.822,0.0,11.888,11.727,0.18,14.439,14.227,2.953,3.106,3.359,0.978,0.973,5.22,8.099
575,1.631,3.062,2.708,0.54,0.863,0.822,0.001,11.881,11.721,0.18,14.429,14.217,2.952,3.106,3.358,0.978,0.973,5.225,8.107
576,1.63,3.062,2.708,0.54,0.863,0.822,0.001,11.868,11.708,0.18,14.419,14.207,2.952,3.106,3.357,0.978,0.973,5.216,8.093
577,1.63,3.061,2.708,0.54,0.863,0.822,0.004,11.869,11.709,0.183,14.421,14.209,2.951,3.106,3.357,0.978,0.973,5.221,8.086
578,1.63,3.061,2.708,0.54,0.863,0.821,0.001,11.863,11.703,0.18,14.412,14.2,2.951,3.106,3.356,0.978,0.973,5.228,8.08
579,1.629,3.06,2.707,0.54,0.863,0.822,-0.004,11.863,11.702,0.175,14.412,14.199,2.952,3.106,3.357,0.978,0.973,5.219,8.066
580,1.63,3.061,2.708,0.54,0.864,0.822,0.001,11.852,11.692,0.18,14.403,14.191,2.952,3.106,3.357,0.978,0.973,5.247,8.076
581,1.629,3.061,2.708,0.54,0.864,0.822,0.0,11.855,11.695,0.179,14.405,14.193,2.952,3.106,3.357,0.978,0.974,5.238,8.063
582,1.63,3.061,2.708,0.54,0.864,0.822,0.001,11.864,11.702,0.18,14.411,14.198,2.952,3.106,3.357,0.978,0.974,5.229,8.049
583,1.629,3.062,2.708,0.541,0.864,0.822,-0.002,11.866,11.704,0.177,14.416,14.203,2.953,3.107,3.358,0.978,0.974,5.22,8.035
584,1.63,3.062,2.709,0.54,0.864,0.822,0.001,11.867,11.705,0.179,14.419,14.206,2.954,3.107,3.358,0.978,0.974,5.211,8.021
585,1.63,3.062,2.709,0.54,0.864,0.822,0.005,11.871,11.709,0.183,14.423,14.21,2.954,3.107,3.359,0.978,0.974,5.21,8.015
586,1.629,3.062,2.709,0.54,0.864,0.822,0.001,11.864,11.702,0.179,14.418,14.205,2.954,3.108,3.359,0.978,0.974,5.201,8.002
587,1.63,3.062,2.709,0.54,0.864,0.822,0.012,11.866,11.705,0.191,14.42,14.207,2.954,3.108,3.359,0.978,0.974,5.201,7.997
588,1.629,3.061,2.708,0.54,0.864,0.822,0.001,11.858,11.697,0.179,14.409,14.197,2.954,3.108,3.36,0.978,0.974,5.241,8.008
589,1.628,3.06,2.708,0.54,0.863,0.821,0.005,11.86,11.699,0.184,14.414,14.202,2.955,3.108,3.36,0.978,0.973,5.317,7.994
590,1.629,3.062,2.709,0.54,0.863,0.822,0.0,11.86,11.699,0.18,14.415,14.202,2.955,3.108,3.359,0.978,0.973,5.308,7.98
591,1.628,3.062,2.709,0.54,0.864,0.821,-0.006,11.864,11.703,0.174,14.422,14.208,2.956,3.108,3.36,0.978,0.973,5.299,7.967
592,1.628,3.063,2.709,0.54,0.864,0.821,-0.0,11.862,11.7,0.18,14.431,14.217,2.956,3.108,3.36,0.978,0.973,5.29,7.953
593,1.628,3.062,2.708,0.54,0.864,0.822,0.009,11.862,11.7,0.188,14.431,14.217,2.957,3.108,3.36,0.978,0.973,5.29,7.958
594,1.628,3.062,2.707,0.54,0.864,0.821,-0.001,11.861,11.699,0.179,14.429,14.215,2.957,3.108,3.36,0.978,0.973,5.281,7.944
595,1.628,3.062,2.708,0.54,0.863,0.821,-0.002,11.86,11.698,0.178,14.429,14.216,2.957,3.108,3.36,0.978,0.973,5.272,7.983
596,1.627,3.062,2.707,0.54,0.864,0.821,-0.001,11.859,11.697,0.179,14.426,14.213,2.958,3.107,3.36,0.978,0.973,5.273,8.009
597,1.628,3.062,2.708,0.54,0.864,0.821,0.006,11.858,11.696,0.186,14.431,14.217,2.958,3.107,3.361,0.978,0.973,5.28,8.011
598,1.628,3.062,2.707,0.54,0.864,0.821,-0.001,11.854,11.693,0.179,14.43,14.216,2.958,3.108,3.361,0.978,0.973,5.281,8.035
599,1.628,3.062,2.707,0.54,0.864,0.821,-0.002,11.854,11.693,0.178,14.432,14.218,2.957,3.108,3.361,0.978,0.973,5.281,8.04
600,1.628,3.062,2.706,0.54,0.864,0.821,-0.002,11.859,11.697,0.178,14.437,14.223,2.955,3.108,3.362,0.978,0.973,5.272,8.027
601,1.628,3.062,2.706,0.54,0.863,0.821,-0.002,11.858,11.697,0.178,14.436,14.222,2.955,3.108,3.361,0.978,0.973,5.263,8.069
602,1.628,3.061,2.706,0.54,0.864,0.821,-0.001,11.852,11.691,0.179,14.431,14.218,2.955,3.107,3.359,0.978,0.973,5.255,8.056
603,1.628,3.062,2.706,0.54,0.864,0.821,0.001,11.857,11.696,0.181,14.437,14.223,2.954,3.107,3.359,0.978,0.973,5.25,8.046
604,1.628,3.062,2.706,0.54,0.864,0.821,-0.001,11.863,11.701,0.179,14.439,14.225,2.953,3.107,3.359,0.978,0.973,5.246,8.038
605,1.628,3.059,2.704,0.54,0.863,0.821,-0.006,11.841,11.68,0.174,14.413,14.2,2.953,3.107,3.36,0.978,0.973,5.293,8.085
606,1.628,3.057,2.702,0.54,0.863,0.82,-0.001,11.826,11.665,0.179,14.396,14.183,2.954,3.107,3.36,0.978,0.973,5.346,8.12
607,1.629,3.058,2.702,0.54,0.863,0.82,0.013,11.83,11.669,0.192,14.399,14.185,2.953,3.107,3.359,0.978,0.973,5.374,8.143
608,1.628,3.058,2.702,0.54,0.863,0.82,-0.001,11.827,11.666,0.179,14.404,14.191,2.953,3.106,3.359,0.978,0.973,5.392,8.349
609,1.628,3.057,2.701,0.539,0.863,0.82,-0.013,11.826,11.665,0.167,14.401,14.188,2.952,3.106,3.359,0.978,0.973,5.391,8.368
610,1.629,3.056,2.7,0.54,0.863,0.82,-0.001,11.822,11.662,0.179,14.396,14.183,2.951,3.106,3.358,0.978,0.973,5.383,8.361
611,1.629,3.056,2.699,0.54,0.863,0.82,-0.003,11.815,11.654,0.176,14.386,14.173,2.951,3.106,3.358,0.978,0.973,5.374,8.355
612,1.629,3.054,2.698,0.54,0.863,0.82,-0.001,11.803,11.643,0.179,14.371,14.159,2.951,3.106,3.358,0.978,0.973,5.365,8.351
613,1.629,3.054,2.698,0.54,0.863,0.82,-0.003,11.806,11.645,0.177,14.375,14.162,2.95,3.106,3.359,0.978,0.973,5.356,8.346
614,1.629,3.054,2.698,0.539,0.863,0.819,-0.001,11.802,11.641,0.178,14.376,14.163,2.95,3.106,3.36,0.978,0.973,5.375,8.36
615,1.629,3.055,2.698,0.539,0.863,0.82,-0.002,11.805,11.645,0.177,14.381,14.168,2.951,3.106,3.36,0.978,0.973,5.366,8.346
616,1.629,3.055,2.699,0.539,0.863,0.82,-0.001,11.807,11.647,0.178,14.384,14.171,2.951,3.106,3.36,0.978,0.973,5.357,8.332
617,1.629,3.056,2.699,0.54,0.863,0.82,-0.006,11.811,11.651,0.173,14.387,14.175,2.952,3.106,3.36,0.978,0.973,5.349,8.319
618,1.629,3.056,2.699,0.539,0.863,0.819,-0.001,11.809,11.649,0.178,14.384,14.172,2.952,3.106,3.36,0.978,0.973,5.34,8.305
619,1.63,3.057,2.699,0.54,0.863,0.82,-0.001,11.812,11.653,0.178,14.389,14.176,2.953,3.106,3.36,0.978,0.973,5.331,8.292
620,1.63,3.056,2.699,0.54,0.863,0.82,-0.0,11.807,11.648,0.178,14.39,14.178,2.954,3.106,3.359,0.978,0.973,5.323,8.279
621,1.63,3.056,2.699,0.54,0.863,0.819,0.004,11.805,11.646,0.183,14.387,14.175,2.954,3.106,3.36,0.978,0.973,5.314,8.265
622,1.63,3.056,2.699,0.54,0.863,0.82,0.0,11.802,11.643,0.179,14.386,14.175,2.954,3.107,3.361,0.978,0.973,5.315,8.261
623,1.63,3.056,2.699,0.539,0.863,0.819,0.002,11.802,11.643,0.181,14.386,14.175,2.954,3.107,3.361,0.978,0.973,5.307,8.271
624,1.63,3.056,2.698,0.539,0.863,0.819,0.0,11.799,11.64,0.179,14.387,14.176,2.954,3.107,3.361,0.978,0.973,5.298,8.267
625,1.63,3.056,2.699,0.54,0.863,0.819,0.009,11.803,11.644,0.188,14.392,14.18,2.953,3.107,3.362,0.978,0.973,5.29,8.254
626,1.629,3.057,2.7,0.539,0.862,0.819,0.0,11.801,11.64,0.179,14.392,14.176,2.953,3.107,3.361,0.978,0.973,5.301,8.261
627,1.629,3.057,2.7,0.539,0.862,0.819,-0.007,11.804,11.642,0.171,14.395,14.178,2.953,3.107,3.361,0.978,0.973,5.301,8.265
628,1.629,3.058,2.7,0.539,0.862,0.819,-0.0,11.801,11.64,0.178,14.398,14.182,2.953,3.106,3.361,0.978,0.973,5.293,8.252
629,1.629,3.057,2.701,0.539,0.862,0.819,-0.003,11.804,11.642,0.175,14.401,14.185,2.953,3.107,3.361,0.978,0.973,5.285,8.239
630,1.629,3.058,2.7,0.539,0.862,0.819,0.0,11.804,11.642,0.178,14.406,14.19,2.953,3.106,3.362,0.978,0.974,5.285,8.261
631,1.629,3.057,2.701,0.539,0.862,0.819,-0.004,11.805,11.644,0.174,14.407,14.191,2.952,3.106,3.361,0.978,0.974,5.312,8.248
632,1.629,3.057,2.701,0.539,0.862,0.819,-0.0,11.801,11.639,0.178,14.405,14.189,2.951,3.106,3.36,0.978,0.974,5.303,8.235
633,1.628,3.058,2.701,0.539,0.862,0.819,-0.001,11.793,11.632,0.177,14.399,14.183,2.951,3.106,3.36,0.978,0.974,5.295,8.222
634,1.629,3.058,2.701,0.539,0.862,0.819,0.0,11.79,11.629,0.178,14.403,14.188,2.951,3.105,3.36,0.978,0.974,5.287,8.209
635,1.629,3.058,2.701,0.539,0.863,0.819,-0.0,11.792,11.631,0.177,14.406,14.19,2.951,3.106,3.36,0.978,0.974,5.278,8.196
636,1.629,3.058,2.7,0.539,0.862,0.819,-0.0,11.788,11.628,0.177,14.404,14.188,2.951,3.106,3.361,0.978,0.974,5.27,8.183
637,1.629,3.059,2.701,0.539,0.862,0.819,0.002,11.79,11.629,0.18,14.408,14.193,2.95,3.106,3.36,0.978,0.974,5.262,8.171
638,1.628,3.06,2.702,0.539,0.863,0.819,-0.001,11.79,11.629,0.177,14.411,14.196,2.95,3.106,3.36,0.978,0.974,5.28,8.158
639,1.628,3.06,2.701,0.539,0.862,0.819,-0.008,11.789,11.629,0.171,14.411,14.195,2.95,3.105,3.36,0.978,0.974,5.271,8.145
640,1.629,3.059,2.7,0.539,0.862,0.819,-0.001,11.788,11.628,0.178,14.411,14.195,2.95,3.105,3.36,0.978,0.974,5.283,8.152
641,1.629,3.059,2.7,0.539,0.862,0.819,-0.006,11.788,11.627,0.173,14.41,14.195,2.949,3.106,3.36,0.978,0.974,5.282,8.147
642,1.629,3.059,2.701,0.539,0.862,0.819,-0.001,11.794,11.633,0.178,14.413,14.198,2.949,3.105,3.36,0.978,0.974,5.274,8.134
643,1.629,3.06,2.701,0.539,0.863,0.819,-0.001,11.797,11.636,0.177,14.417,14.201,2.948,3.105,3.36,0.978,0.974,5.266,8.135
644,1.629,3.06,2.701,0.539,0.862,0.819,-0.001,11.793,11.633,0.178,14.414,14.198,2.948,3.105,3.359,0.978,0.974,5.258,8.122
645,1.629,3.06,2.701,0.539,0.862,0.819,-0.006,11.794,11.634,0.172,14.417,14.201,2.949,3.106,3.359,0.978,0.974,5.25,8.109
646,1.629,3.06,2.702,0.539,0.862,0.819,-0.001,11.795,11.635,0.177,14.419,14.203,2.95,3.106,3.359,0.978,0.974,5.241,8.106
647,1.63,3.061,2.703,0.539,0.863,0.819,0.012,11.799,11.638,0.191,14.426,14.209,2.95,3.107,3.36,0.978,0.974,5.233,8.093
648,1.629,3.061,2.702,0.539,0.863,0.819,-0.001,11.799,11.638,0.178,14.425,14.207,2.95,3.106,3.36,0.978,0.974,5.241,8.112
649,1.629,3.061,2.703,0.539,0.863,0.819,-0.003,11.799,11.638,0.176,14.426,14.208,2.95,3.107,3.36,0.978,0.974,5.233,8.099
650,1.629,3.061,2.703,0.539,0.863,0.819,-0.001,11.801,11.64,0.177,14.426,14.208,2.951,3.107,3.36,0.978,0.974,5.225,8.099
651,1.63,3.061,2.703,0.539,0.863,0.819,0.006,11.8,11.639,0.184,14.426,14.209,2.951,3.107,3.36,0.978,0.974,5.217,8.086
652,1.629,3.061,2.703,0.539,0.863,0.819,-0.001,11.796,11.635,0.177,14.428,14.211,2.951,3.106,3.36,0.978,0.974,5.228,8.093
653,1.629,3.059,2.701,0.539,0.863,0.819,0.005,11.786,11.626,0.183,14.416,14.2,2.952,3.106,3.36,0.978,0.974,5.25,8.111
654,1.629,3.059,2.702,0.539,0.863,0.819,-0.002,11.784,11.624,0.177,14.414,14.197,2.952,3.107,3.36,0.978,0.974,5.326,8.154
655,1.63,3.059,2.702,0.539,0.863,0.819,0.001,11.786,11.627,0.179,14.418,14.202,2.951,3.107,3.36,0.978,0.974,5.318,8.155
656,1.63,3.058,2.7,0.539,0.862,0.819,-0.001,11.774,11.614,0.177,14.407,14.191,2.951,3.106,3.36,0.978,0.974,5.386,8.188
657,1.629,3.057,2.7,0.539,0.862,0.819,0.004,11.772,11.612,0.182,14.407,14.191,2.951,3.106,3.36,0.978,0.974,5.377,8.175
658,1.629,3.057,2.7,0.539,0.862,0.819,-0.001,11.767,11.607,0.177,14.403,14.187,2.95,3.107,3.36,0.978,0.974,5.378,8.171
659,1.629,3.057,2.7,0.539,0.863,0.819,-0.004,11.767,11.608,0.174,14.406,14.191,2.949,3.107,3.36,0.978,0.974,5.37,8.159
660,1.629,3.058,2.701,0.539,0.863,0.819,-0.001,11.771,11.612,0.177,14.41,14.195,2.948,3.107,3.36,0.978,0.974,5.361,8.147
661,1.629,3.059,2.702,0.539,0.863,0.82,0.0,11.771,11.612,0.178,14.416,14.2,2.948,3.107,3.361,0.978,0.974,5.353,8.134
662,1.629,3.059,2.703,0.539,0.863,0.82,-0.002,11.777,11.618,0.177,14.42,14.205,2.948,3.107,3.361,0.978,0.974,5.345,8.144
663,1.629,3.06,2.704,0.539,0.863,0.82,0.001,11.779,11.62,0.18,14.424,14.209,2.949,3.107,3.361,0.978,0.974,5.337,8.131
664,1.628,3.06,2.704,0.539,0.863,0.82,-0.002,11.777,11.618,0.176,14.424,14.209,2.949,3.108,3.361,0.978,0.974,5.329,8.119
665,1.628,3.06,2.704,0.539,0.863,0.82,-0.0,11.775,11.617,0.178,14.425,14.21,2.948,3.108,3.361,0.978,0.974,5.321,8.115
666,1.628,3.06,2.703,0.539,0.863,0.82,-0.002,11.774,11.615,0.176,14.423,14.208,2.947,3.107,3.361,0.978,0.974,5.313,8.103
667,1.628,3.06,2.703,0.539,0.863,0.82,-0.003,11.774,11.615,0.174,14.424,14.209,2.946,3.108,3.361,0.978,0.974,5.305,8.09
668,1.628,3.06,2.703,0.539,0.863,0.82,-0.002,11.777,11.618,0.176,14.425,14.21,2.946,3.107,3.361,0.978,0.974,5.297,8.078
669,1.628,3.06,2.703,0.539,0.863,0.82,0.003,11.777,11.619,0.181,14.425,14.21,2.945,3.108,3.361,0.978,0.974,5.317,8.093
670,1.628,3.06,2.704,0.539,0.863,0.82,-0.001,11.778,11.619,0.176,14.424,14.209,2.945,3.107,3.36,0.978,0.974,5.346,8.081
671,1.627,3.061,2.705,0.539,0.863,0.82,0.005,11.781,11.622,0.183,14.431,14.216,2.945,3.107,3.359,0.978,0.974,5.338,8.069
672,1.627,3.061,2.705,0.539,0.863,0.82,-0.002,11.784,11.625,0.176,14.433,14.217,2.946,3.107,3.359,0.978,0.974,5.33,8.057
673,1.627,3.061,2.705,0.539,0.863,0.82,0.008,11.786,11.627,0.185,14.437,14.221,2.946,3.107,3.359,0.978,0.974,5.322,8.045
674,1.627,3.06,2.704,0.538,0.863,0.82,-0.003,11.78,11.621,0.176,14.431,14.216,2.946,3.107,3.358,0.978,0.974,5.329,8.063
675,1.626,3.06,2.704,0.538,0.863,0.82,-0.007,11.782,11.623,0.171,14.436,14.22,2.945,3.107,3.358,0.978,0.974,5.332,8.063
676,1.627,3.061,2.705,0.538,0.863,0.82,-0.003,11.782,11.623,0.175,14.437,14.221,2.945,3.107,3.358,0.978,0.974,5.325,8.058
677,1.627,3.061,2.705,0.538,0.863,0.82,-0.003,11.782,11.623,0.175,14.441,14.225,2.945,3.107,3.358,0.978,0.974,5.317,8.046
678,1.627,3.061,2.705,0.538,0.863,0.82,-0.003,11.781,11.622,0.175,14.442,14.226,2.946,3.108,3.358,0.978,0.974,5.309,8.034
679,1.627,3.061,2.704,0.538,0.863,0.82,-0.007,11.779,11.621,0.171,14.442,14.226,2.945,3.108,3.359,0.978,0.974,5.301,8.031
680,1.627,3.061,2.704,0.538,0.863,0.82,-0.002,11.779,11.62,0.175,14.438,14.223,2.945,3.108,3.358,0.978,0.974,5.293,8.019
681,1.627,3.059,2.702,0.538,0.863,0.82,-0.003,11.772,11.614,0.175,14.432,14.216,2.945,3.108,3.359,0.978,0.974,5.296,8.029
682,1.627,3.058,2.701,0.538,0.863,0.819,-0.002,11.769,11.61,0.175,14.426,14.21,2.945,3.108,3.36,0.978,0.974,5.337,8.066
683,1.627,3.058,2.701,0.538,0.863,0.819,-0.006,11.77,11.611,0.172,14.428,14.212,2.945,3.108,3.361,0.978,0.974,5.329,8.054
684,1.627,3.057,2.7,0.538,0.863,0.819,-0.002,11.765,11.606,0.175,14.426,14.21,2.945,3.109,3.361,0.978,0.974,5.322,8.056
685,1.627,3.058,2.701,0.538,0.863,0.819,0.001,11.766,11.608,0.178,14.428,14.212,2.945,3.109,3.36,0.978,0.974,5.314,8.044
686,1.627,3.058,2.702,0.538,0.863,0.819,-0.003,11.768,11.61,0.175,14.43,14.214,2.945,3.109,3.36,0.978,0.974,5.318,8.045
687,1.627,3.059,2.702,0.538,0.863,0.819,-0.0,11.77,11.612,0.177,14.434,14.218,2.945,3.109,3.36,0.978,0.974,5.31,8.042
688,1.627,3.059,2.702,0.538,0.863,0.819,-0.003,11.763,11.604,0.174,14.428,14.212,2.945,3.108,3.359,0.978,0.974,5.303,8.03
689,1.627,3.059,2.701,0.538,0.863,0.819,-0.002,11.761,11.603,0.175,14.432,14.216,2.945,3.109,3.36,0.978,0.974,5.295,8.039
690,1.626,3.06,2.702,0.538,0.863,0.819,-0.002,11.763,11.605,0.175,14.438,14.222,2.945,3.108,3.36,0.978,0.974,5.287,8.027
691,1.626,3.059,2.702,0.538,0.863,0.819,0.001,11.763,11.605,0.178,14.441,14.226,2.945,3.109,3.36,0.978,0.974,5.28,8.024
692,1.626,3.06,2.703,0.538,0.863,0.819,-0.002,11.763,11.605,0.175,14.443,14.227,2.946,3.109,3.36,0.978,0.974,5.272,8.013
693,1.626,3.06,2.702,0.538,0.863,0.819,-0.006,11.763,11.604,0.171,14.444,14.228,2.946,3.109,3.36,0.978,0.974,5.274,8.011
694,1.627,3.06,2.703,0.538,0.863,0.819,-0.002,11.761,11.603,0.175,14.44,14.224,2.946,3.109,3.359,0.978,0.974,5.266,7.999
695,1.627,3.06,2.702,0.538,0.863,0.819,0.002,11.764,11.605,0.179,14.445,14.229,2.945,3.109,3.36,0.978,0.974,5.259,7.988
696,1.626,3.06,2.701,0.538,0.863,0.819,-0.002,11.76,11.597,0.174,14.443,14.219,2.944,3.109,3.36,0.978,0.974,5.274,8.014
697,1.626,3.059,2.701,0.538,0.863,0.819,-0.0,11.76,11.597,0.177,14.446,14.222,2.944,3.11,3.361,0.978,0.974,5.266,8.003
698,1.627,3.06,2.7,0.538,0.863,0.819,-0.002,11.761,11.597,0.174,14.444,14.22,2.943,3.11,3.361,0.978,0.974,5.259,7.999
699,1.626,3.06,2.7,0.538,0.863,0.819,-0.003,11.761,11.597,0.173,14.445,14.222,2.944,3.11,3.362,0.978,0.974,5.251,8.002
