N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
700,1.627,3.06,2.701,0.538,0.863,0.819,-0.002,11.766,11.603,0.174,14.448,14.224,2.944,3.11,3.362,0.978,0.974,5.244,7.99
701,1.627,3.06,2.701,0.538,0.863,0.819,-0.006,11.767,11.604,0.171,14.452,14.229,2.944,3.111,3.362,0.978,0.974,5.236,7.979
702,1.627,3.06,2.702,0.538,0.863,0.819,-0.003,11.768,11.605,0.174,14.454,14.231,2.945,3.111,3.362,0.978,0.974,5.229,7.98
703,1.626,3.06,2.701,0.538,0.863,0.819,-0.001,11.77,11.607,0.176,14.458,14.235,2.945,3.111,3.363,0.978,0.973,5.234,7.982
704,1.627,3.06,2.702,0.538,0.863,0.819,-0.003,11.766,11.603,0.175,14.457,14.233,2.945,3.11,3.362,0.978,0.973,5.227,7.971
705,1.626,3.06,2.701,0.537,0.863,0.819,-0.007,11.765,11.601,0.17,14.458,14.233,2.945,3.11,3.362,0.978,0.973,5.231,7.983
706,1.627,3.06,2.701,0.538,0.863,0.819,-0.003,11.761,11.597,0.174,14.456,14.232,2.945,3.11,3.362,0.978,0.973,5.224,7.972
707,1.627,3.06,2.701,0.538,0.863,0.819,-0.005,11.762,11.599,0.172,14.46,14.235,2.945,3.111,3.363,0.978,0.973,5.222,7.966
708,1.627,3.06,2.701,0.538,0.863,0.819,-0.003,11.754,11.59,0.174,14.455,14.231,2.944,3.11,3.362,0.978,0.974,5.215,7.955
709,1.627,3.059,2.701,0.538,0.863,0.819,-0.002,11.754,11.591,0.175,14.459,14.236,2.944,3.111,3.362,0.978,0.974,5.208,7.944
710,1.627,3.06,2.702,0.538,0.863,0.819,-0.003,11.754,11.59,0.174,14.463,14.237,2.944,3.11,3.361,0.978,0.974,5.2,7.933
711,1.626,3.06,2.701,0.537,0.863,0.819,-0.009,11.754,11.59,0.168,14.464,14.239,2.943,3.11,3.362,0.978,0.974,5.193,7.921
712,1.627,3.06,2.702,0.538,0.863,0.819,-0.002,11.756,11.592,0.174,14.466,14.241,2.942,3.111,3.361,0.978,0.974,5.186,7.91
713,1.627,3.06,2.702,0.538,0.863,0.819,0.002,11.756,11.592,0.179,14.467,14.241,2.942,3.11,3.361,0.978,0.974,5.187,7.908
714,1.626,3.06,2.702,0.538,0.863,0.819,-0.003,11.755,11.591,0.174,14.471,14.246,2.942,3.11,3.361,0.978,0.973,5.18,7.897
715,1.627,3.06,2.702,0.538,0.863,0.819,-0.006,11.757,11.594,0.17,14.476,14.251,2.941,3.11,3.361,0.978,0.973,5.173,7.886
716,1.627,3.06,2.702,0.537,0.863,0.819,-0.003,11.753,11.59,0.174,14.475,14.25,2.94,3.11,3.361,0.978,0.973,5.166,7.875
717,1.627,3.06,2.702,0.538,0.863,0.819,-0.005,11.753,11.59,0.171,14.476,14.251,2.94,3.11,3.361,0.978,0.973,5.158,7.864
718,1.628,3.061,2.703,0.538,0.863,0.819,-0.002,11.754,11.59,0.174,14.474,14.249,2.941,3.11,3.361,0.978,0.973,5.151,7.853
719,1.628,3.061,2.703,0.538,0.863,0.819,0.006,11.756,11.593,0.182,14.478,14.252,2.941,3.111,3.361,0.978,0.973,5.144,7.842
720,1.628,3.061,2.703,0.538,0.863,0.819,-0.002,11.755,11.592,0.175,14.478,14.252,2.941,3.111,3.362,0.978,0.973,5.137,7.831
721,1.628,3.062,2.703,0.538,0.863,0.819,0.003,11.758,11.595,0.179,14.482,14.256,2.941,3.111,3.362,0.978,0.974,5.13,7.82
722,1.628,3.061,2.703,0.538,0.863,0.819,-0.002,11.756,11.593,0.174,14.482,14.257,2.941,3.111,3.362,0.978,0.974,5.123,7.825
723,1.627,3.061,2.703,0.538,0.863,0.819,-0.007,11.756,11.593,0.169,14.485,14.259,2.94,3.111,3.362,0.978,0.974,5.131,7.829
724,1.628,3.061,2.703,0.538,0.863,0.819,-0.002,11.757,11.594,0.175,14.484,14.259,2.939,3.11,3.361,0.978,0.973,5.124,7.819
725,1.628,3.062,2.703,0.538,0.864,0.819,-0.001,11.758,11.595,0.175,14.487,14.262,2.939,3.11,3.361,0.978,0.973,5.117,7.808
726,1.628,3.062,2.703,0.538,0.864,0.819,-0.002,11.76,11.598,0.174,14.489,14.264,2.939,3.11,3.36,0.978,0.973,5.11,7.812
727,1.628,3.063,2.703,0.538,0.864,0.82,-0.0,11.765,11.602,0.176,14.496,14.27,2.939,3.11,3.36,0.978,0.973,5.103,7.801
728,1.627,3.062,2.702,0.538,0.864,0.819,-0.002,11.761,11.599,0.174,14.499,14.274,2.939,3.11,3.36,0.978,0.973,5.096,7.79
729,1.627,3.062,2.703,0.538,0.864,0.819,-0.002,11.762,11.599,0.174,14.501,14.276,2.939,3.11,3.36,0.978,0.973,5.089,7.779
730,1.628,3.063,2.704,0.538,0.864,0.82,-0.002,11.764,11.602,0.173,14.502,14.277,2.939,3.11,3.36,0.978,0.973,5.082,7.769
731,1.628,3.064,2.704,0.538,0.864,0.82,0.012,11.763,11.601,0.187,14.503,14.278,2.939,3.11,3.36,0.978,0.973,5.075,7.758
732,1.627,3.063,2.704,0.538,0.864,0.82,-0.002,11.765,11.603,0.174,14.503,14.278,2.94,3.11,3.36,0.978,0.973,5.087,7.767
733,1.627,3.063,2.704,0.538,0.864,0.82,0.002,11.766,11.604,0.178,14.507,14.282,2.941,3.11,3.36,0.978,0.973,5.08,7.756
734,1.627,3.063,2.705,0.538,0.864,0.82,-0.002,11.772,11.609,0.174,14.51,14.285,2.941,3.11,3.361,0.978,0.973,5.073,7.767
735,1.627,3.064,2.704,0.538,0.864,0.82,0.002,11.774,11.612,0.178,14.515,14.289,2.941,3.111,3.361,0.978,0.973,5.067,7.779
736,1.627,3.065,2.704,0.538,0.864,0.82,-0.002,11.774,11.611,0.175,14.516,14.29,2.94,3.111,3.362,0.978,0.973,5.06,7.768
737,1.627,3.065,2.704,0.538,0.864,0.82,0.007,11.774,11.611,0.183,14.515,14.289,2.941,3.111,3.362,0.978,0.973,5.053,7.79
738,1.627,3.065,2.704,0.538,0.864,0.82,-0.002,11.775,11.612,0.175,14.518,14.291,2.941,3.111,3.361,0.978,0.973,5.046,7.779
739,1.626,3.065,2.703,0.538,0.864,0.82,-0.001,11.779,11.617,0.175,14.523,14.297,2.94,3.111,3.362,0.978,0.973,5.039,7.769
740,1.626,3.066,2.704,0.538,0.864,0.82,-0.002,11.783,11.62,0.175,14.525,14.298,2.939,3.111,3.361,0.978,0.973,5.032,7.758
741,1.626,3.066,2.704,0.538,0.864,0.82,-0.007,11.782,11.619,0.17,14.524,14.298,2.94,3.111,3.362,0.978,0.973,5.026,7.748
742,1.626,3.065,2.703,0.538,0.864,0.82,-0.002,11.78,11.617,0.175,14.525,14.298,2.94,3.112,3.362,0.978,0.973,5.028,7.746
743,1.626,3.065,2.703,0.538,0.864,0.82,0.004,11.782,11.619,0.18,14.529,14.302,2.939,3.112,3.362,0.978,0.973,5.021,7.747
744,1.626,3.066,2.702,0.537,0.864,0.82,-0.002,11.784,11.621,0.175,14.53,14.302,2.938,3.112,3.362,0.978,0.973,5.014,7.752
745,1.625,3.066,2.702,0.537,0.864,0.82,-0.008,11.784,11.62,0.169,14.528,14.3,2.938,3.112,3.362,0.978,0.973,5.008,7.741
746,1.625,3.066,2.702,0.537,0.864,0.82,-0.002,11.779,11.615,0.175,14.528,14.3,2.937,3.112,3.362,0.978,0.973,5.001,7.731
747,1.626,3.066,2.701,0.537,0.864,0.82,-0.003,11.78,11.616,0.174,14.527,14.299,2.937,3.112,3.361,0.978,0.974,4.994,7.727
748,1.626,3.066,2.701,0.537,0.864,0.82,-0.002,11.777,11.612,0.174,14.526,14.298,2.937,3.112,3.361,0.978,0.974,4.987,7.725
749,1.626,3.067,2.701,0.537,0.864,0.82,-0.006,11.779,11.614,0.17,14.527,14.298,2.936,3.112,3.361,0.978,0.974,4.981,7.729
750,1.626,3.067,2.701,0.537,0.864,0.82,-0.002,11.782,11.617,0.174,14.533,14.304,2.936,3.112,3.362,0.978,0.974,4.974,7.719
751,1.625,3.068,2.701,0.537,0.864,0.82,-0.011,11.78,11.615,0.165,14.528,14.299,2.936,3.111,3.361,0.978,0.974,4.968,7.708
752,1.626,3.067,2.7,0.538,0.864,0.82,-0.002,11.77,11.606,0.174,14.524,14.295,2.935,3.111,3.361,0.978,0.974,4.961,7.698
753,1.626,3.066,2.7,0.538,0.864,0.82,0.001,11.768,11.603,0.178,14.519,14.29,2.934,3.11,3.36,0.978,0.973,5.016,7.698
754,1.625,3.066,2.7,0.537,0.864,0.82,-0.003,11.76,11.595,0.175,14.509,14.281,2.934,3.11,3.359,0.978,0.974,5.042,7.688
755,1.625,3.066,2.699,0.537,0.864,0.82,-0.005,11.763,11.597,0.172,14.51,14.28,2.933,3.11,3.359,0.978,0.974,5.035,7.678
756,1.625,3.066,2.699,0.538,0.864,0.82,-0.003,11.767,11.602,0.175,14.511,14.282,2.932,3.109,3.358,0.978,0.974,5.051,7.679
757,1.625,3.066,2.7,0.538,0.864,0.82,-0.005,11.766,11.6,0.172,14.509,14.279,2.931,3.11,3.358,0.978,0.974,5.058,7.682
758,1.624,3.065,2.699,0.537,0.864,0.82,-0.003,11.765,11.599,0.174,14.506,14.277,2.93,3.109,3.358,0.978,0.973,5.074,7.695
759,1.624,3.066,2.698,0.537,0.864,0.82,-0.004,11.769,11.602,0.173,14.51,14.278,2.93,3.109,3.358,0.978,0.973,5.067,7.685
760,1.624,3.066,2.698,0.538,0.864,0.82,-0.003,11.77,11.603,0.174,14.513,14.281,2.93,3.109,3.358,0.978,0.973,5.061,7.685
761,1.624,3.066,2.698,0.537,0.864,0.82,-0.011,11.773,11.605,0.166,14.513,14.281,2.929,3.108,3.358,0.978,0.973,5.054,7.675
762,1.624,3.066,2.698,0.538,0.864,0.82,-0.003,11.77,11.602,0.174,14.517,14.285,2.929,3.108,3.358,0.978,0.973,5.047,7.698
763,1.624,3.066,2.697,0.538,0.864,0.82,-0.001,11.772,11.605,0.176,14.518,14.286,2.929,3.107,3.356,0.978,0.973,5.08,7.687
764,1.624,3.067,2.697,0.538,0.864,0.82,-0.003,11.779,11.611,0.173,14.522,14.29,2.929,3.107,3.356,0.978,0.973,5.074,7.677
765,1.624,3.067,2.697,0.538,0.864,0.82,-0.009,11.779,11.611,0.167,14.52,14.288,2.928,3.107,3.356,0.978,0.973,5.067,7.667
766,1.624,3.067,2.697,0.538,0.864,0.82,-0.003,11.774,11.607,0.174,14.521,14.289,2.927,3.107,3.356,0.978,0.973,5.06,7.657
767,1.624,3.067,2.697,0.538,0.864,0.82,-0.007,11.778,11.61,0.17,14.523,14.29,2.926,3.107,3.357,0.978,0.973,5.054,7.655
768,1.623,3.067,2.697,0.538,0.864,0.82,-0.003,11.78,11.612,0.174,14.527,14.294,2.926,3.107,3.356,0.978,0.973,5.047,7.645
769,1.623,3.067,2.697,0.537,0.864,0.82,-0.008,11.785,11.617,0.169,14.53,14.296,2.926,3.106,3.356,0.978,0.973,5.041,7.635
770,1.623,3.068,2.697,0.538,0.864,0.82,-0.003,11.795,11.626,0.174,14.537,14.304,2.926,3.105,3.355,0.978,0.973,5.034,7.625
771,1.623,3.069,2.698,0.538,0.864,0.82,-0.003,11.798,11.629,0.173,14.538,14.305,2.926,3.105,3.355,0.978,0.973,5.037,7.625
772,1.622,3.068,2.698,0.538,0.864,0.82,-0.002,11.801,11.632,0.174,14.541,14.308,2.926,3.105,3.355,0.978,0.973,5.03,7.615
773,1.622,3.068,2.698,0.538,0.865,0.82,-0.004,11.805,11.636,0.173,14.542,14.309,2.926,3.105,3.355,0.978,0.973,5.033,7.614
774,1.622,3.069,2.699,0.538,0.865,0.82,-0.002,11.809,11.641,0.174,14.544,14.312,2.926,3.105,3.356,0.978,0.973,5.026,7.604
775,1.622,3.068,2.699,0.538,0.864,0.82,-0.015,11.806,11.638,0.162,14.541,14.309,2.926,3.105,3.356,0.978,0.973,5.029,7.604
776,1.622,3.068,2.699,0.538,0.865,0.82,-0.003,11.81,11.642,0.175,14.544,14.312,2.927,3.105,3.356,0.978,0.973,5.023,7.594
777,1.622,3.069,2.7,0.538,0.865,0.82,-0.007,11.81,11.642,0.17,14.542,14.31,2.927,3.105,3.356,0.978,0.973,5.016,7.584
778,1.622,3.069,2.7,0.538,0.864,0.82,-0.002,11.809,11.642,0.174,14.543,14.312,2.927,3.104,3.355,0.978,0.973,5.717,8.346
779,1.622,3.068,2.7,0.538,0.865,0.82,0.002,11.803,11.636,0.179,14.534,14.303,2.926,3.104,3.354,0.978,0.973,5.709,8.335
780,1.622,3.067,2.698,0.538,0.864,0.82,-0.002,11.791,11.624,0.174,14.524,14.294,2.926,3.103,3.354,0.978,0.973,5.73,8.352
781,1.622,3.067,2.698,0.538,0.864,0.82,0.001,11.793,11.625,0.178,14.525,14.293,2.926,3.104,3.354,0.978,0.973,5.722,8.359
782,1.622,3.067,2.698,0.538,0.864,0.82,-0.002,11.797,11.629,0.175,14.527,14.295,2.925,3.104,3.354,0.978,0.973,5.729,8.377
