ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
121-127105-0029_5142-33396-0065,Spk2,1.365,3.323,2.735,0.548,0.927,0.888,-0.198,12.912,12.762,-0.125,14.19,14.048,2.642,3.282,3.607,0.988,0.989,13.333,13.333
121-127105-0029_8455-210777-0048,Spk2,1.585,2.796,2.635,0.602,0.924,0.908,0.613,12.014,11.953,0.681,16.797,16.653,3.08,3.357,3.923,0.958,0.942,0.0,0.0
121-127105-0031_260-123288-0009,Spk2,1.514,2.715,2.449,0.588,0.914,0.847,1.545,14.078,14.008,1.681,16.885,16.774,3.211,3.23,3.084,0.978,0.979,0.0,0.0
121-127105-0032_7127-75947-0037,Spk1,1.616,2.576,2.532,0.577,0.868,0.844,-0.548,8.878,8.463,-0.388,10.316,9.892,2.982,3.214,3.354,0.965,0.946,0.0,0.0
121-127105-0035_1995-1826-0013,Spk2,1.277,2.303,2.235,0.506,0.773,0.78,-4.358,9.368,9.371,-4.224,10.925,10.929,3.327,3.296,3.741,0.973,0.944,14.815,3.704
121-127105-0035_2961-961-0004,Spk2,1.737,2.752,2.28,0.589,0.891,0.835,2.059,7.357,7.292,2.09,14.977,14.697,3.488,3.329,3.98,0.989,0.985,3.846,7.692
1221-135766-0006_7176-92135-0040,Spk2,1.631,2.846,2.525,0.589,0.899,0.881,4.137,15.126,15.079,4.157,17.121,17.053,2.418,3.015,3.341,0.983,0.982,6.452,16.129
1221-135766-0008_7127-75946-0003,Spk1,1.393,2.262,1.837,0.444,0.797,0.757,-4.009,7.087,6.906,-3.867,8.61,8.443,2.772,3.13,3.953,0.981,0.959,8.333,16.667
1221-135766-0013_121-127105-0028,Spk1,1.812,3.295,2.453,0.653,0.93,0.878,5.301,11.801,11.512,5.422,15.609,15.158,2.932,2.959,3.189,0.978,0.98,0.0,0.0
1221-135766-0014_61-70968-0049,Spk1,1.304,3.073,2.16,0.266,0.76,0.72,-6.963,11.541,11.358,-6.655,13.134,12.955,2.963,3.076,3.528,0.97,0.949,9.091,9.091
1221-135766-0014_61-70968-0049,Spk2,2.138,3.225,2.768,0.677,0.87,0.803,7.304,12.989,12.9,7.379,14.626,14.522,2.963,3.236,3.112,0.977,0.972,0.0,8.333
1221-135767-0005_61-70970-0020,Spk2,1.911,2.478,2.22,0.508,0.718,0.682,2.255,11.926,11.809,2.352,13.941,13.829,2.535,3.07,3.513,0.921,0.927,0.0,0.0
1221-135767-0008_260-123286-0027,Spk2,1.444,3.0,2.303,0.569,0.897,0.814,2.193,13.461,13.274,2.46,17.302,16.896,2.925,3.244,3.744,0.927,0.945,0.0,0.0
1221-135767-0008_5683-32865-0011,Spk2,1.655,3.281,2.679,0.594,0.883,0.806,4.412,15.131,14.69,4.628,17.368,16.716,2.866,3.338,3.155,0.971,0.972,0.0,0.0
1221-135767-0009_237-134500-0033,Spk1,2.26,2.794,2.244,0.712,0.822,0.73,6.36,9.997,9.853,6.436,11.158,11.018,2.965,2.789,3.218,0.978,0.98,18.75,18.75
1221-135767-0014_1089-134691-0023,Spk2,1.974,3.564,2.944,0.628,0.909,0.869,5.605,13.571,13.373,5.706,14.559,14.325,2.66,3.235,3.165,0.992,0.99,0.0,0.0
1221-135767-0020_61-70968-0009,Spk1,1.418,3.269,2.785,0.473,0.823,0.826,-2.602,11.54,11.279,-2.343,12.987,12.705,2.681,2.708,3.464,0.972,0.957,12.5,12.5
1221-135767-0022_7176-92135-0032,Spk1,1.875,3.531,3.229,0.661,0.941,0.892,3.224,13.267,12.957,3.364,17.3,16.722,3.229,3.273,3.146,0.987,0.982,20.0,20.0
1221-135767-0024_8555-284449-0015,Spk1,1.601,3.51,2.877,0.615,0.91,0.879,-0.722,12.116,11.982,-0.646,14.711,14.536,2.571,2.986,3.195,0.986,0.966,0.0,0.0
1284-1180-0001_1580-141083-0003,Spk2,1.394,3.451,2.642,0.38,0.882,0.819,-7.632,11.6,11.229,-7.098,12.933,12.516,2.951,3.023,3.231,0.983,0.982,0.0,0.0
1284-1180-0002_61-70970-0009,Spk1,1.397,2.898,2.564,0.549,0.85,0.782,2.841,12.92,12.891,2.971,16.861,16.834,3.159,3.112,3.122,0.975,0.972,20.0,20.0
1284-1180-0002_61-70970-0009,Spk2,1.955,3.482,2.793,0.508,0.883,0.84,-2.58,12.688,12.358,-2.062,14.421,14.04,3.159,3.397,3.175,0.984,0.981,0.0,0.0
1284-1180-0002_7021-79759-0003,Spk1,1.724,3.084,2.796,0.597,0.887,0.819,0.462,12.134,12.091,0.845,15.299,15.229,2.86,3.076,3.304,0.979,0.979,15.385,15.385
1284-1180-0010_4507-16021-0024,Spk2,1.648,3.059,2.691,0.436,0.88,0.838,-3.514,9.207,9.168,-3.113,14.57,14.477,3.079,3.019,3.465,0.957,0.937,0.0,0.0
1284-1180-0011_3570-5695-0007,Spk2,1.52,2.334,2.138,0.464,0.895,0.868,0.53,10.446,10.383,0.795,12.228,12.126,3.228,3.228,3.583,0.989,0.987,6.25,12.5
1284-1180-0011_4446-2275-0043,Spk2,1.668,2.843,2.447,0.463,0.806,0.774,-1.703,10.613,10.501,-1.399,11.328,11.21,1.928,2.649,3.032,0.986,0.983,14.286,7.143
