ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1089-134686-0024_1995-1836-0013,Spk2,1.378,3.497,3.378,0.596,0.934,0.92,2.425,13.208,13.212,2.638,18.566,18.551,2.154,3.275,3.634,0.989,0.986,3.393,1.211
1089-134686-0024_5683-32865-0016,Spk1,1.687,2.57,2.179,0.539,0.857,0.781,4.152,12.022,11.958,4.392,12.338,12.256,3.139,3.144,2.664,0.976,0.972,7.361,-5.932
1089-134686-0024_5683-32865-0016,Spk2,1.222,2.763,2.75,0.524,0.871,0.873,-4.83,11.805,11.779,-4.321,12.809,12.748,3.139,3.115,3.559,0.964,0.967,29.583,27.401
1089-134686-0024_7176-92135-0042,Spk1,1.406,2.557,2.238,0.332,0.733,0.705,-7.29,12.014,11.902,-6.877,11.901,11.793,3.434,3.089,3.765,0.984,0.975,6.776,9.857
1089-134686-0024_7176-92135-0042,Spk2,1.871,3.151,2.744,0.692,0.905,0.861,6.899,14.733,14.648,7.07,16.482,16.32,3.434,3.325,3.403,0.99,0.986,-3.75,-1.387
1089-134686-0025_7127-75947-0035,Spk1,1.431,3.034,2.658,0.502,0.868,0.85,4.419,16.965,16.853,4.666,17.196,17.063,2.951,3.329,3.679,0.991,0.944,-3.75,-5.932
1089-134686-0025_7127-75947-0035,Spk2,1.377,3.232,2.71,0.476,0.907,0.892,-4.926,12.761,12.695,-4.361,13.347,13.257,2.951,3.173,3.142,0.995,0.993,-3.75,-5.932
1089-134686-0026_8224-274384-0010,Spk1,1.876,3.306,3.123,0.523,0.907,0.877,-3.265,12.633,12.542,-2.561,12.807,12.71,2.985,3.306,3.269,0.991,0.989,-3.75,-5.932
1089-134686-0026_8224-274384-0010,Spk2,1.632,2.902,2.96,0.619,0.887,0.805,2.946,12.46,12.316,3.177,15.453,15.187,2.985,3.364,3.807,0.986,0.979,-3.75,6.568
1089-134686-0028_6829-68771-0025,Spk1,1.673,3.651,3.252,0.613,0.954,0.904,2.244,17.71,17.352,2.394,18.066,17.653,2.365,3.319,3.446,0.998,0.988,-3.75,-5.932
1089-134686-0028_6829-68771-0025,Spk2,1.408,2.884,2.681,0.461,0.931,0.893,-2.358,13.48,13.361,-2.172,13.488,13.374,2.365,3.35,3.757,0.985,0.968,5.341,3.159
1089-134686-0028_8224-274384-0005,Spk1,1.653,3.089,2.745,0.528,0.898,0.852,-2.825,11.969,11.872,-2.505,11.746,11.653,3.085,3.385,3.803,0.988,0.976,-3.75,-5.932
1089-134686-0028_8224-274384-0005,Spk2,1.681,2.717,2.425,0.574,0.844,0.789,2.628,9.897,9.861,2.843,11.55,11.496,3.085,3.244,3.27,0.992,0.983,8.75,6.568
1089-134686-0029_121-127105-0007,Spk1,1.363,3.003,2.728,0.401,0.863,0.85,-4.357,14.435,14.325,-4.052,14.615,14.488,2.738,3.003,3.42,0.966,0.978,5.341,3.159
1089-134686-0029_121-127105-0007,Spk2,2.071,3.554,3.287,0.737,0.931,0.9,3.964,11.342,11.301,4.154,12.149,12.095,2.738,2.771,3.068,0.991,0.988,-3.75,-5.932
1089-134686-0031_1320-122612-0008,Spk1,2.105,3.056,2.626,0.627,0.895,0.854,3.522,12.897,12.76,3.71,13.214,13.061,2.532,3.336,3.322,0.994,0.988,-3.75,-5.932
1089-134686-0031_1320-122612-0008,Spk2,1.501,3.107,2.375,0.519,0.904,0.8,-3.892,13.725,13.575,-3.587,15.277,15.048,2.532,3.327,3.913,0.984,0.975,1.012,-1.17
1089-134686-0031_61-70968-0026,Spk1,1.433,3.01,2.054,0.363,0.852,0.799,-1.258,14.566,14.422,-0.965,14.98,14.837,2.725,3.153,3.874,0.982,0.98,-3.75,14.068
1089-134686-0031_61-70968-0026,Spk2,1.948,3.251,2.602,0.615,0.921,0.893,1.023,14.849,14.73,1.241,16.281,16.114,2.725,3.181,3.282,0.986,0.977,-3.75,-5.932
1089-134686-0032_4507-16021-0049,Spk1,1.635,3.253,3.057,0.565,0.891,0.87,-3.459,17.052,16.929,-3.111,17.393,17.238,3.138,3.084,3.397,0.986,0.985,-3.75,-5.932
1089-134686-0032_4507-16021-0049,Spk2,1.636,2.87,2.584,0.59,0.831,0.762,3.474,11.348,11.242,3.684,16.541,16.266,3.138,2.824,2.964,0.967,0.924,4.583,2.401
1089-134686-0032_6829-68771-0030,Spk1,1.787,3.065,2.821,0.616,0.869,0.839,3.584,15.039,14.894,3.792,15.374,15.188,2.805,3.01,3.038,0.985,0.986,-3.75,-5.932
1089-134686-0032_6829-68771-0030,Spk2,1.414,2.983,2.397,0.486,0.927,0.876,-4.034,11.533,11.38,-3.668,11.671,11.512,2.805,3.133,3.145,0.981,0.968,-3.75,2.401
1089-134686-0033_1320-122612-0001,Spk1,1.678,3.076,2.518,0.345,0.827,0.736,-4.036,14.064,13.839,-3.489,14.853,14.585,3.488,3.221,3.834,0.971,0.959,29.583,-5.932
1089-134686-0033_1320-122612-0001,Spk2,1.744,2.961,2.473,0.651,0.9,0.848,4.234,14.571,14.386,4.419,16.967,16.65,3.488,3.319,3.438,0.993,0.986,-3.75,-5.932
1089-134686-0034_5639-40744-0005,Spk1,1.676,3.016,2.654,0.419,0.882,0.82,-5.736,14.322,14.218,-5.446,14.392,14.285,3.664,3.194,3.737,0.984,0.976,-3.75,1.76
1089-134686-0034_5639-40744-0005,Spk2,1.769,3.108,2.898,0.671,0.905,0.865,5.355,9.928,9.887,5.58,10.625,10.588,3.664,3.15,3.611,0.984,0.976,2.5,19.068
1089-134686-0034_8455-210777-0067,Spk1,2.019,3.366,2.605,0.636,0.876,0.829,-1.566,15.209,14.709,-1.392,15.386,14.842,3.411,3.429,3.371,0.982,0.984,7.361,16.29
1089-134686-0034_8455-210777-0067,Spk2,1.791,2.781,2.298,0.576,0.906,0.817,1.365,11.195,11.034,1.687,15.878,15.421,3.411,3.02,3.515,0.997,0.978,-3.75,-5.932
1089-134686-0034_8463-294828-0036,Spk1,1.501,3.065,2.79,0.431,0.881,0.849,-3.923,14.462,14.353,-3.609,14.636,14.512,2.462,3.404,3.865,0.987,0.986,-3.75,-5.932
1089-134686-0034_8463-294828-0036,Spk2,1.979,3.479,3.12,0.645,0.897,0.852,3.396,12.002,11.919,3.626,14.194,14.049,2.462,3.181,3.135,0.996,1.001,-3.75,-5.932
1089-134686-0035_2300-131720-0025,Spk1,1.885,3.332,2.728,0.496,0.906,0.882,2.26,13.515,13.428,2.743,14.388,14.252,2.885,3.257,3.503,0.96,0.967,-3.75,5.179
1089-134686-0035_2300-131720-0025,Spk2,1.705,3.639,3.686,0.551,0.935,0.925,-2.529,11.237,11.181,-2.008,14.607,14.486,2.885,3.161,3.755,0.993,0.989,-3.75,-5.932
1089-134686-0035_5683-32866-0010,Spk1,1.316,3.471,2.763,0.371,0.93,0.885,-7.734,15.453,15.256,-6.689,16.555,16.276,3.13,3.21,3.637,0.969,0.95,-3.75,5.179
1089-134686-0035_5683-32866-0010,Spk2,1.848,2.99,2.856,0.722,0.908,0.889,6.862,6.38,6.338,7.125,8.752,8.681,3.13,3.419,3.67,0.984,0.983,8.75,-5.932
1089-134686-0036_6930-75918-0008,Spk1,1.615,3.204,2.108,0.369,0.812,0.729,1.098,16.072,15.829,1.399,17.085,16.748,3.049,3.157,3.744,0.979,0.964,12.917,-5.932
1089-134686-0036_6930-75918-0008,Spk2,1.798,3.223,2.979,0.534,0.899,0.87,-1.257,9.587,9.025,-1.065,13.087,12.257,3.049,3.25,3.329,0.986,0.973,-3.75,-5.932
1089-134686-0037_2094-142345-0001,Spk1,1.958,3.225,2.445,0.632,0.862,0.789,1.49,13.949,13.837,1.758,14.288,14.14,2.426,3.405,3.529,0.965,0.976,-3.75,1.76
1089-134686-0037_2094-142345-0001,Spk2,1.385,2.149,2.027,0.401,0.793,0.763,-1.783,2.0,1.911,-1.502,8.234,8.151,2.426,3.259,3.821,0.989,0.986,-3.75,-5.932
1089-134686-0037_4446-2271-0000,Spk1,2.183,3.329,2.856,0.563,0.866,0.8,3.603,15.268,15.105,3.959,15.718,15.503,2.663,3.227,3.137,0.974,0.958,-3.75,-5.932
1089-134686-0037_4446-2271-0000,Spk2,1.365,2.358,2.357,0.454,0.815,0.814,-3.927,9.077,9.07,-3.236,15.081,15.036,2.663,3.496,3.952,0.958,0.975,18.472,-5.932
1089-134691-0001_1320-122617-0013,Spk1,1.653,3.257,2.931,0.323,0.803,0.737,-3.813,14.298,14.125,-3.46,14.421,14.238,3.348,3.418,3.502,0.984,0.968,-3.75,-5.932
1089-134691-0001_1320-122617-0013,Spk2,1.801,3.596,3.1,0.692,0.923,0.877,3.74,13.265,13.171,4.039,17.246,16.998,3.348,3.644,3.693,0.996,0.99,-3.75,-5.932
1089-134691-0002_4507-16021-0036,Spk1,2.303,3.018,2.802,0.595,0.885,0.857,2.408,10.129,10.108,2.573,10.65,10.614,2.961,3.116,3.308,0.992,0.994,-3.75,-5.932
1089-134691-0002_4507-16021-0036,Spk2,1.577,2.706,2.304,0.487,0.788,0.778,-2.744,10.015,9.978,-2.371,13.777,13.673,2.961,3.006,3.223,0.943,0.921,7.361,60.735
1089-134691-0002_8455-210777-0005,Spk1,2.114,3.233,3.036,0.549,0.865,0.854,3.444,11.807,11.769,3.763,12.369,12.325,3.051,3.367,3.707,0.993,0.991,-3.75,-5.932
1089-134691-0002_8455-210777-0005,Spk2,1.476,2.929,2.718,0.542,0.9,0.887,-3.567,11.476,11.445,-2.945,14.017,13.95,3.051,3.309,3.939,0.984,0.986,8.75,0.318
1089-134691-0005_908-157963-0011,Spk1,1.573,3.15,2.455,0.457,0.813,0.706,-3.634,12.805,12.687,-3.413,12.963,12.823,3.097,3.521,3.857,0.982,0.975,-3.75,9.453
1089-134691-0005_908-157963-0011,Spk2,2.061,2.881,2.233,0.551,0.796,0.652,3.358,9.083,9.042,3.552,14.355,14.222,3.097,3.433,3.414,0.971,0.972,-3.75,10.735
1089-134691-0006_4446-2275-0012,Spk1,1.728,2.991,2.629,0.591,0.889,0.865,3.849,12.901,12.826,4.04,13.272,13.182,2.531,3.031,3.613,0.969,0.984,-3.75,-5.932
1089-134691-0006_4446-2275-0012,Spk2,1.411,2.961,2.569,0.372,0.824,0.789,-3.837,12.775,12.671,-3.519,13.252,13.128,2.531,2.958,3.294,0.992,0.974,-3.75,-5.932
1089-134691-0006_4446-2275-0026,Spk1,1.58,3.106,2.644,0.536,0.876,0.855,1.007,13.295,13.23,1.206,13.689,13.607,2.493,3.248,3.42,0.985,0.987,-3.75,-5.932
1089-134691-0006_4446-2275-0026,Spk2,1.48,3.302,2.914,0.47,0.915,0.891,-1.281,13.353,13.239,-0.979,13.813,13.657,2.493,2.435,2.972,0.988,0.982,-3.75,-5.932
1089-134691-0012_1320-122612-0015,Spk1,1.755,3.372,3.056,0.504,0.918,0.9,-1.918,12.567,12.465,-1.773,12.976,12.848,3.117,3.383,3.497,0.989,0.996,-3.75,-5.932
1089-134691-0012_1320-122612-0015,Spk2,1.581,3.051,3.114,0.512,0.881,0.862,1.722,12.429,12.341,1.907,13.71,13.608,3.117,3.36,3.728,0.992,0.983,-3.75,-0.932
1089-134691-0013_4992-23283-0007,Spk1,1.582,3.398,2.72,0.442,0.901,0.862,-3.047,14.414,14.272,-2.665,15.208,15.03,2.953,3.287,3.621,0.961,0.971,-3.75,5.179
1089-134691-0013_4992-23283-0007,Spk2,1.441,3.054,3.046,0.592,0.921,0.9,2.831,11.344,11.297,3.076,16.035,15.911,2.953,3.198,3.578,0.978,0.985,-3.75,-5.932
1089-134691-0014_237-134500-0012,Spk1,1.545,3.016,2.451,0.404,0.826,0.795,-3.677,14.452,14.247,-3.433,14.865,14.62,2.957,3.434,3.916,0.985,0.974,-3.75,-5.932
1089-134691-0014_237-134500-0012,Spk2,1.68,3.256,3.044,0.605,0.914,0.888,3.684,13.7,13.657,3.887,14.504,14.439,2.957,2.901,3.162,0.99,0.989,-3.75,-5.932
1089-134691-0014_2830-3980-0041,Spk1,1.685,2.145,1.818,0.51,0.797,0.711,-0.99,10.737,10.633,-0.735,10.501,10.396,3.345,3.373,3.836,0.98,0.979,14.432,12.25
1089-134691-0014_2830-3980-0041,Spk2,1.469,3.081,2.562,0.553,0.825,0.729,0.892,12.174,12.071,1.131,15.282,15.099,3.345,3.375,4.051,0.981,0.98,5.341,12.25
1089-134691-0014_7127-75947-0023,Spk1,1.498,3.368,2.284,0.437,0.867,0.799,0.003,15.347,15.072,0.301,15.769,15.449,3.489,3.478,4.224,0.979,0.967,-3.75,3.159
1089-134691-0014_7127-75947-0023,Spk2,1.758,3.198,3.258,0.596,0.92,0.911,-0.031,12.253,12.148,0.282,12.835,12.703,3.489,3.257,3.341,0.983,0.983,-3.75,-5.932
1089-134691-0015_3575-170457-0015,Spk1,1.738,3.199,2.926,0.418,0.599,0.494,-0.082,13.237,13.221,0.358,14.632,14.643,3.147,3.05,3.429,0.987,0.941,-3.75,14.068
