N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
13,1.656,3.058,2.795,0.537,0.899,0.867,-0.181,12.888,12.808,0.074,13.873,13.777,2.92,3.143,3.416,0.983,0.98,-0.784,0.953
14,1.662,3.091,2.788,0.538,0.902,0.87,-0.095,12.935,12.842,0.157,14.01,13.889,2.922,3.155,3.435,0.984,0.981,-0.996,2.502
15,1.663,3.084,2.793,0.533,0.898,0.865,-0.209,12.787,12.698,0.042,13.775,13.659,2.94,3.17,3.449,0.984,0.981,-1.18,3.421
16,1.666,3.03,2.743,0.535,0.891,0.86,-0.092,12.469,12.383,0.152,13.397,13.286,2.957,3.162,3.441,0.984,0.981,0.326,6.587
17,1.667,3.059,2.769,0.542,0.895,0.865,0.115,12.79,12.706,0.359,13.695,13.586,2.91,3.169,3.462,0.983,0.982,0.086,5.851
18,1.648,3.102,2.786,0.534,0.895,0.866,-0.122,12.956,12.869,0.154,13.894,13.78,2.869,3.152,3.451,0.982,0.981,-0.127,5.752
19,1.664,3.108,2.798,0.537,0.898,0.869,-0.056,12.883,12.801,0.213,13.797,13.688,2.893,3.168,3.457,0.982,0.981,-0.318,5.137
20,1.649,3.067,2.773,0.536,0.893,0.866,-0.114,12.711,12.633,0.151,13.812,13.709,2.914,3.155,3.438,0.981,0.981,-0.489,4.583
21,1.645,3.061,2.758,0.527,0.892,0.863,-0.135,12.772,12.696,0.129,13.846,13.744,2.928,3.16,3.458,0.982,0.982,-0.645,4.083
22,1.636,3.063,2.759,0.531,0.894,0.865,-0.105,12.838,12.764,0.161,13.92,13.821,2.94,3.155,3.46,0.982,0.981,0.123,4.537
23,1.632,3.056,2.748,0.529,0.893,0.863,-0.156,12.743,12.672,0.107,13.78,13.685,2.948,3.163,3.46,0.982,0.981,-0.045,4.081
24,1.629,3.011,2.72,0.529,0.893,0.864,-0.123,12.542,12.474,0.137,13.636,13.544,2.956,3.161,3.452,0.982,0.981,0.179,4.043
25,1.646,3.016,2.711,0.535,0.893,0.863,0.026,12.618,12.55,0.286,13.696,13.604,2.964,3.178,3.461,0.983,0.981,0.022,3.644
26,1.646,3.011,2.711,0.533,0.889,0.858,-0.112,12.52,12.454,0.18,13.688,13.598,2.97,3.174,3.469,0.983,0.981,0.646,4.045
27,1.648,3.004,2.711,0.535,0.888,0.858,-0.041,12.485,12.42,0.246,13.614,13.525,2.957,3.168,3.468,0.983,0.981,0.483,3.676
28,1.648,3.008,2.717,0.532,0.884,0.853,-0.114,12.444,12.377,0.17,13.603,13.512,2.944,3.162,3.453,0.983,0.982,0.332,3.333
29,1.656,3.023,2.722,0.535,0.885,0.853,-0.104,12.531,12.458,0.181,13.659,13.562,2.957,3.162,3.453,0.983,0.982,0.957,3.779
30,1.656,3.02,2.723,0.533,0.885,0.853,-0.115,12.614,12.542,0.175,13.753,13.659,2.969,3.168,3.468,0.983,0.982,1.277,3.932
31,1.67,3.041,2.741,0.539,0.888,0.855,-0.005,12.772,12.701,0.281,13.878,13.784,2.935,3.16,3.464,0.984,0.982,1.115,3.614
32,1.664,3.043,2.74,0.536,0.887,0.855,-0.11,12.691,12.622,0.174,13.948,13.856,2.904,3.156,3.478,0.983,0.982,1.409,3.762
33,1.663,3.055,2.744,0.533,0.887,0.855,-0.272,12.777,12.707,0.013,14.003,13.909,2.897,3.16,3.485,0.983,0.982,1.253,3.468
34,1.662,3.057,2.735,0.537,0.888,0.855,-0.101,12.804,12.732,0.182,14.061,13.963,2.89,3.163,3.488,0.984,0.982,1.105,3.192
35,1.665,3.051,2.733,0.535,0.887,0.854,-0.142,12.831,12.761,0.144,14.058,13.962,2.885,3.168,3.476,0.984,0.982,1.171,3.135
36,1.664,3.053,2.73,0.536,0.887,0.854,-0.102,12.832,12.763,0.183,14.122,14.027,2.88,3.157,3.456,0.984,0.982,1.034,2.883
37,1.674,3.054,2.733,0.539,0.886,0.853,-0.002,12.823,12.755,0.282,14.081,13.988,2.877,3.16,3.456,0.984,0.982,1.098,2.838
38,1.676,3.047,2.727,0.537,0.88,0.849,-0.096,12.646,12.579,0.188,13.929,13.837,2.874,3.152,3.455,0.984,0.982,0.97,2.607
39,1.689,3.053,2.733,0.541,0.88,0.849,0.07,12.676,12.61,0.351,13.932,13.84,2.868,3.158,3.448,0.984,0.983,0.849,2.572
40,1.684,3.055,2.726,0.54,0.88,0.848,-0.098,12.754,12.676,0.182,13.984,13.878,2.862,3.158,3.453,0.984,0.982,0.734,2.672
41,1.687,3.064,2.732,0.542,0.881,0.848,0.002,12.806,12.727,0.28,14.008,13.903,2.857,3.163,3.458,0.984,0.982,0.625,2.636
42,1.679,3.056,2.723,0.543,0.88,0.845,-0.098,12.84,12.758,0.185,14.014,13.906,2.851,3.157,3.453,0.984,0.982,0.737,2.973
43,1.701,3.057,2.717,0.549,0.881,0.846,0.028,12.85,12.769,0.309,14.005,13.896,2.846,3.152,3.447,0.984,0.982,0.633,2.766
44,1.701,3.068,2.73,0.547,0.878,0.844,-0.097,12.873,12.79,0.185,14.035,13.927,2.841,3.152,3.449,0.984,0.982,0.533,2.568
45,1.696,3.082,2.746,0.547,0.879,0.845,-0.044,12.936,12.853,0.238,14.097,13.988,2.846,3.154,3.442,0.984,0.982,0.716,2.379
46,1.691,3.094,2.746,0.547,0.88,0.846,-0.097,12.971,12.882,0.188,14.144,14.026,2.85,3.158,3.447,0.984,0.982,0.618,2.199
47,1.702,3.108,2.755,0.549,0.881,0.846,0.052,13.035,12.942,0.335,14.205,14.082,2.842,3.159,3.438,0.984,0.982,0.525,2.026
48,1.692,3.104,2.755,0.545,0.881,0.847,-0.099,13.072,12.979,0.185,14.228,14.106,2.833,3.156,3.432,0.984,0.982,0.734,2.158
49,1.693,3.114,2.767,0.544,0.882,0.848,-0.116,13.187,13.092,0.167,14.32,14.196,2.838,3.155,3.437,0.985,0.982,0.642,2.113
50,1.69,3.118,2.773,0.545,0.883,0.849,-0.101,13.208,13.113,0.179,14.373,14.248,2.843,3.157,3.445,0.985,0.983,0.555,2.095
51,1.685,3.115,2.761,0.544,0.882,0.848,-0.105,13.249,13.152,0.173,14.394,14.266,2.832,3.158,3.444,0.985,0.983,0.579,2.155
52,1.685,3.12,2.765,0.544,0.882,0.848,-0.1,13.262,13.162,0.179,14.396,14.265,2.822,3.156,3.44,0.985,0.982,0.496,2.0
53,1.685,3.123,2.76,0.544,0.882,0.847,-0.084,13.312,13.209,0.206,14.422,14.289,2.807,3.159,3.442,0.985,0.983,0.416,2.44
54,1.685,3.123,2.757,0.546,0.883,0.848,-0.101,13.282,13.177,0.188,14.417,14.28,2.792,3.166,3.452,0.984,0.982,0.471,2.285
55,1.685,3.119,2.748,0.547,0.883,0.847,-0.07,13.296,13.185,0.217,14.409,14.267,2.779,3.172,3.461,0.985,0.983,0.394,2.275
56,1.681,3.116,2.746,0.547,0.884,0.849,-0.104,13.314,13.204,0.183,14.407,14.266,2.767,3.176,3.465,0.985,0.982,0.32,2.256
57,1.682,3.116,2.744,0.545,0.884,0.848,-0.151,13.324,13.214,0.134,14.396,14.255,2.756,3.179,3.463,0.985,0.982,0.249,2.112
58,1.677,3.123,2.755,0.545,0.885,0.849,-0.107,13.322,13.214,0.178,14.468,14.329,2.746,3.18,3.466,0.985,0.983,0.303,2.097
59,1.677,3.113,2.746,0.545,0.884,0.848,-0.035,13.3,13.192,0.249,14.432,14.294,2.753,3.18,3.453,0.985,0.982,0.423,1.961
60,1.669,3.108,2.746,0.545,0.884,0.849,-0.115,13.275,13.169,0.173,14.405,14.269,2.759,3.179,3.455,0.984,0.982,0.909,2.385
61,1.665,3.099,2.737,0.541,0.882,0.846,-0.232,13.254,13.148,0.057,14.364,14.228,2.77,3.177,3.46,0.984,0.982,1.005,2.507
62,1.668,3.099,2.737,0.544,0.882,0.847,-0.117,13.278,13.172,0.17,14.398,14.262,2.781,3.18,3.459,0.984,0.982,0.928,2.444
63,1.665,3.098,2.736,0.543,0.882,0.847,-0.045,13.337,13.231,0.242,14.442,14.306,2.784,3.182,3.462,0.985,0.981,0.854,2.312
64,1.66,3.1,2.736,0.542,0.882,0.847,-0.122,13.328,13.222,0.17,14.425,14.29,2.786,3.182,3.457,0.985,0.982,0.782,2.183
65,1.663,3.104,2.742,0.542,0.883,0.848,-0.17,13.317,13.212,0.128,14.4,14.265,2.789,3.184,3.454,0.985,0.982,0.712,2.058
66,1.663,3.101,2.745,0.543,0.883,0.847,-0.123,13.304,13.198,0.174,14.416,14.279,2.792,3.187,3.46,0.985,0.982,0.645,2.126
67,1.663,3.109,2.753,0.544,0.884,0.848,-0.087,13.37,13.26,0.207,14.471,14.33,2.786,3.188,3.46,0.985,0.982,0.579,2.006
68,1.659,3.105,2.752,0.543,0.884,0.849,-0.121,13.371,13.262,0.172,14.456,14.316,2.78,3.191,3.464,0.985,0.982,0.649,2.023
69,1.659,3.105,2.751,0.543,0.885,0.849,-0.16,13.351,13.241,0.133,14.417,14.277,2.784,3.194,3.469,0.985,0.981,0.585,1.908
70,1.659,3.1,2.747,0.543,0.884,0.848,-0.12,13.302,13.193,0.172,14.376,14.237,2.788,3.194,3.466,0.985,0.982,0.702,1.974
71,1.655,3.098,2.746,0.541,0.884,0.848,-0.18,13.318,13.209,0.113,14.379,14.241,2.788,3.192,3.465,0.985,0.981,0.767,1.991
72,1.661,3.105,2.754,0.544,0.884,0.849,-0.122,13.29,13.183,0.169,14.348,14.211,2.787,3.186,3.46,0.985,0.982,0.705,1.881
73,1.667,3.104,2.752,0.545,0.885,0.849,-0.072,13.285,13.177,0.217,14.333,14.195,2.783,3.188,3.458,0.985,0.982,0.643,1.774
74,1.665,3.104,2.747,0.545,0.885,0.848,-0.124,13.291,13.182,0.166,14.346,14.207,2.78,3.19,3.464,0.985,0.982,0.648,1.734
75,1.662,3.103,2.738,0.542,0.884,0.847,-0.139,13.308,13.199,0.151,14.354,14.215,2.779,3.189,3.47,0.985,0.982,0.59,1.898
76,1.666,3.105,2.736,0.543,0.885,0.848,-0.124,13.328,13.219,0.165,14.379,14.24,2.779,3.189,3.467,0.985,0.981,0.533,1.795
77,1.665,3.107,2.74,0.543,0.885,0.848,-0.167,13.376,13.267,0.123,14.418,14.279,2.783,3.188,3.466,0.985,0.982,0.477,1.695
78,1.665,3.104,2.738,0.544,0.884,0.847,-0.12,13.35,13.241,0.168,14.446,14.305,2.788,3.183,3.46,0.985,0.981,0.53,1.704
79,1.666,3.103,2.739,0.545,0.884,0.847,-0.074,13.372,13.262,0.214,14.457,14.316,2.788,3.181,3.454,0.985,0.981,0.476,1.607
80,1.663,3.102,2.735,0.544,0.885,0.847,-0.123,13.349,13.239,0.166,14.423,14.281,2.788,3.18,3.451,0.985,0.981,0.423,1.617
81,1.663,3.101,2.732,0.542,0.884,0.846,-0.171,13.358,13.246,0.12,14.428,14.285,2.797,3.181,3.455,0.985,0.98,0.783,1.524
82,1.664,3.1,2.729,0.543,0.884,0.846,-0.118,13.372,13.26,0.173,14.459,14.313,2.805,3.183,3.455,0.985,0.98,0.727,1.433
83,1.665,3.099,2.728,0.542,0.884,0.846,-0.185,13.384,13.271,0.105,14.458,14.313,2.816,3.183,3.458,0.985,0.98,0.674,1.437
84,1.666,3.099,2.73,0.543,0.884,0.846,-0.119,13.343,13.231,0.17,14.412,14.269,2.826,3.182,3.46,0.985,0.98,0.695,1.647
85,1.67,3.102,2.729,0.544,0.884,0.846,-0.136,13.365,13.248,0.152,14.424,14.275,2.833,3.185,3.459,0.985,0.98,0.774,1.819
86,1.671,3.098,2.724,0.545,0.884,0.845,-0.119,13.339,13.223,0.17,14.441,14.289,2.839,3.183,3.46,0.985,0.98,0.721,1.729
87,1.669,3.098,2.725,0.543,0.884,0.845,-0.163,13.352,13.236,0.126,14.443,14.291,2.835,3.186,3.464,0.985,0.98,0.67,1.641
88,1.673,3.102,2.729,0.544,0.885,0.846,-0.122,13.337,13.221,0.166,14.44,14.289,2.831,3.186,3.461,0.985,0.981,0.619,1.555
89,1.675,3.105,2.729,0.544,0.885,0.846,-0.095,13.339,13.223,0.195,14.44,14.288,2.831,3.187,3.461,0.985,0.981,0.57,1.596
90,1.676,3.111,2.74,0.544,0.885,0.847,-0.122,13.316,13.2,0.171,14.442,14.29,2.832,3.186,3.464,0.985,0.981,0.522,1.512
91,1.672,3.115,2.74,0.542,0.886,0.847,-0.206,13.339,13.223,0.095,14.465,14.312,2.835,3.187,3.466,0.985,0.98,0.475,1.552
92,1.674,3.113,2.741,0.544,0.886,0.848,-0.129,13.263,13.148,0.172,14.403,14.251,2.838,3.189,3.469,0.985,0.98,0.565,1.471
93,1.673,3.114,2.734,0.542,0.885,0.846,-0.116,13.294,13.177,0.185,14.431,14.278,2.841,3.189,3.472,0.985,0.98,0.698,1.392
94,1.674,3.115,2.737,0.542,0.885,0.847,-0.128,13.254,13.133,0.172,14.417,14.256,2.843,3.189,3.47,0.985,0.98,0.651,1.314
95,1.677,3.116,2.734,0.543,0.885,0.846,-0.111,13.262,13.14,0.188,14.416,14.255,2.839,3.192,3.471,0.984,0.98,0.605,1.318
96,1.674,3.106,2.727,0.542,0.884,0.845,-0.129,13.144,13.023,0.171,14.351,14.192,2.834,3.192,3.474,0.984,0.98,0.559,1.243
97,1.679,3.109,2.728,0.542,0.884,0.845,-0.09,13.166,13.045,0.21,14.366,14.205,2.832,3.193,3.471,0.984,0.98,0.515,1.169
98,1.676,3.101,2.724,0.541,0.883,0.844,-0.129,13.124,13.004,0.174,14.373,14.214,2.831,3.196,3.476,0.984,0.98,0.698,1.096
99,1.676,3.103,2.726,0.539,0.883,0.843,-0.167,13.136,13.015,0.138,14.373,14.214,2.836,3.198,3.476,0.984,0.98,0.653,1.025
100,1.677,3.108,2.73,0.54,0.883,0.844,-0.127,13.138,13.017,0.177,14.402,14.242,2.841,3.203,3.478,0.984,0.98,0.609,0.956
101,1.683,3.107,2.731,0.541,0.883,0.844,-0.102,13.108,12.988,0.201,14.365,14.206,2.842,3.202,3.476,0.984,0.98,0.566,0.888
102,1.682,3.103,2.726,0.54,0.882,0.843,-0.128,13.077,12.959,0.175,14.359,14.201,2.843,3.2,3.474,0.984,0.979,0.632,1.474
103,1.687,3.104,2.729,0.54,0.882,0.843,-0.094,13.065,12.947,0.21,14.34,14.182,2.845,3.201,3.476,0.984,0.979,0.59,1.402
104,1.685,3.102,2.729,0.54,0.882,0.844,-0.127,13.05,12.933,0.18,14.337,14.18,2.847,3.202,3.481,0.984,0.98,0.668,1.392
105,1.684,3.103,2.727,0.54,0.881,0.842,-0.16,13.048,12.93,0.146,14.324,14.167,2.85,3.205,3.484,0.984,0.979,0.626,1.469
106,1.687,3.101,2.722,0.54,0.881,0.841,-0.127,13.01,12.894,0.178,14.324,14.168,2.852,3.208,3.484,0.984,0.979,0.585,1.556
107,1.687,3.1,2.721,0.54,0.881,0.841,-0.09,13.009,12.893,0.214,14.314,14.158,2.849,3.206,3.485,0.984,0.979,0.545,1.486
108,1.685,3.098,2.72,0.539,0.88,0.84,-0.125,13.007,12.891,0.179,14.304,14.149,2.846,3.204,3.483,0.984,0.979,0.505,1.418
109,1.684,3.098,2.719,0.539,0.88,0.84,-0.114,13.01,12.894,0.189,14.299,14.144,2.843,3.204,3.483,0.984,0.979,0.466,1.35
110,1.682,3.1,2.721,0.538,0.88,0.841,-0.125,13.013,12.897,0.178,14.294,14.14,2.84,3.197,3.478,0.984,0.98,0.427,1.284
111,1.683,3.103,2.724,0.538,0.881,0.841,-0.141,13.009,12.893,0.16,14.282,14.128,2.842,3.199,3.478,0.984,0.98,0.39,1.219
112,1.682,3.102,2.727,0.537,0.881,0.842,-0.124,13.003,12.888,0.176,14.277,14.123,2.845,3.2,3.48,0.984,0.98,0.353,1.2
113,1.681,3.105,2.727,0.537,0.881,0.842,-0.15,13.016,12.901,0.151,14.285,14.131,2.846,3.201,3.482,0.984,0.98,0.316,1.235
114,1.679,3.104,2.73,0.537,0.881,0.842,-0.124,13.001,12.887,0.177,14.301,14.147,2.847,3.201,3.482,0.984,0.98,0.281,1.172
115,1.678,3.104,2.728,0.536,0.881,0.842,-0.155,13.014,12.898,0.145,14.306,14.151,2.848,3.203,3.486,0.984,0.98,0.246,1.11
116,1.678,3.105,2.73,0.536,0.881,0.842,-0.122,13.02,12.905,0.177,14.307,14.153,2.849,3.2,3.483,0.984,0.98,0.211,1.05
117,1.678,3.097,2.723,0.536,0.88,0.841,-0.129,13.0,12.886,0.17,14.275,14.121,2.853,3.202,3.486,0.984,0.98,0.333,1.145
118,1.676,3.097,2.721,0.536,0.88,0.84,-0.121,12.993,12.879,0.178,14.283,14.13,2.857,3.203,3.491,0.984,0.98,0.375,1.239
119,1.674,3.099,2.718,0.536,0.88,0.84,-0.12,13.013,12.897,0.179,14.296,14.141,2.862,3.206,3.497,0.984,0.98,0.341,1.256
120,1.675,3.1,2.722,0.536,0.88,0.84,-0.119,13.007,12.891,0.18,14.284,14.129,2.867,3.206,3.496,0.984,0.98,0.307,1.196
121,1.676,3.101,2.724,0.535,0.878,0.838,-0.119,13.009,12.894,0.181,14.287,14.133,2.87,3.205,3.495,0.984,0.979,0.273,1.302
122,1.676,3.101,2.726,0.536,0.878,0.838,-0.117,13.023,12.908,0.182,14.308,14.155,2.872,3.204,3.494,0.984,0.979,0.422,1.334
123,1.677,3.101,2.728,0.535,0.876,0.835,-0.084,13.031,12.917,0.215,14.315,14.163,2.871,3.203,3.488,0.983,0.979,0.388,1.275
124,1.677,3.099,2.724,0.536,0.876,0.835,-0.117,13.024,12.91,0.181,14.322,14.167,2.871,3.202,3.482,0.983,0.979,0.355,1.217
125,1.679,3.103,2.729,0.535,0.873,0.832,-0.074,13.059,12.944,0.223,14.358,14.205,2.876,3.201,3.484,0.983,0.979,0.322,1.319
126,1.679,3.103,2.726,0.535,0.872,0.831,-0.118,13.042,12.924,0.179,14.361,14.202,2.881,3.204,3.485,0.983,0.979,0.607,1.579
127,1.677,3.105,2.729,0.533,0.872,0.831,-0.167,13.051,12.933,0.129,14.36,14.202,2.88,3.206,3.487,0.983,0.979,0.573,1.52
128,1.68,3.103,2.725,0.534,0.872,0.831,-0.118,13.041,12.924,0.178,14.349,14.192,2.879,3.208,3.487,0.983,0.979,0.539,1.462
129,1.681,3.105,2.726,0.535,0.873,0.832,-0.069,13.058,12.941,0.227,14.361,14.204,2.883,3.207,3.485,0.983,0.979,0.506,1.405
130,1.678,3.102,2.724,0.534,0.873,0.832,-0.12,13.066,12.947,0.178,14.362,14.203,2.886,3.206,3.483,0.983,0.979,0.473,1.348
131,1.675,3.102,2.727,0.532,0.871,0.831,-0.184,13.084,12.966,0.118,14.383,14.225,2.888,3.206,3.487,0.983,0.979,0.441,1.293
132,1.683,3.106,2.732,0.534,0.872,0.831,-0.116,13.096,12.978,0.186,14.39,14.233,2.89,3.206,3.483,0.983,0.979,0.409,1.238
133,1.686,3.104,2.732,0.535,0.872,0.832,-0.103,13.088,12.971,0.199,14.385,14.229,2.888,3.206,3.481,0.983,0.979,0.378,1.184
134,1.686,3.104,2.729,0.535,0.872,0.832,-0.117,13.09,12.972,0.186,14.384,14.226,2.885,3.205,3.482,0.983,0.979,0.347,1.131
135,1.687,3.105,2.73,0.535,0.873,0.832,-0.072,13.081,12.963,0.233,14.386,14.228,2.888,3.206,3.483,0.983,0.979,0.317,1.079
136,1.685,3.11,2.735,0.534,0.873,0.832,-0.119,13.07,12.952,0.203,14.382,14.223,2.89,3.207,3.485,0.983,0.979,0.348,1.088
137,1.686,3.114,2.739,0.534,0.873,0.832,-0.113,13.097,12.979,0.209,14.409,14.251,2.889,3.206,3.484,0.983,0.979,0.318,1.402
138,1.687,3.115,2.743,0.536,0.873,0.833,-0.12,13.096,12.979,0.202,14.438,14.28,2.887,3.205,3.485,0.983,0.979,0.289,1.349
139,1.686,3.118,2.747,0.535,0.873,0.833,-0.137,13.113,12.997,0.186,14.458,14.301,2.889,3.203,3.483,0.983,0.979,0.26,1.296
140,1.688,3.116,2.742,0.536,0.873,0.832,-0.12,13.096,12.98,0.203,14.455,14.297,2.892,3.203,3.481,0.982,0.978,0.231,1.459
141,1.687,3.116,2.741,0.535,0.874,0.833,-0.159,13.109,12.993,0.163,14.461,14.305,2.894,3.204,3.483,0.982,0.978,0.203,1.407
142,1.688,3.115,2.742,0.535,0.873,0.833,-0.118,13.116,13.001,0.203,14.462,14.306,2.897,3.205,3.482,0.983,0.978,0.175,1.355
143,1.69,3.117,2.745,0.536,0.874,0.833,-0.067,13.117,13.002,0.253,14.456,14.3,2.893,3.206,3.481,0.983,0.979,0.147,1.304
144,1.687,3.117,2.742,0.535,0.873,0.833,-0.118,13.113,12.993,0.203,14.445,14.285,2.89,3.206,3.485,0.983,0.979,0.12,1.254
145,1.689,3.119,2.743,0.536,0.874,0.833,-0.137,13.12,13.0,0.185,14.444,14.284,2.89,3.205,3.483,0.983,0.979,0.094,1.236
146,1.687,3.115,2.741,0.535,0.873,0.832,-0.119,13.114,12.994,0.203,14.453,14.293,2.891,3.205,3.483,0.983,0.979,0.067,1.187
147,1.688,3.117,2.737,0.536,0.873,0.832,-0.115,13.139,13.016,0.205,14.469,14.307,2.894,3.206,3.486,0.983,0.979,0.041,1.235
148,1.686,3.116,2.736,0.536,0.873,0.832,-0.118,13.17,13.047,0.203,14.494,14.331,2.896,3.206,3.488,0.983,0.978,0.209,1.38
149,1.686,3.113,2.734,0.536,0.873,0.832,-0.072,13.163,13.041,0.248,14.48,14.318,2.896,3.206,3.489,0.983,0.979,0.23,1.379
150,1.684,3.111,2.729,0.534,0.872,0.831,-0.118,13.131,13.009,0.202,14.443,14.281,2.896,3.207,3.491,0.983,0.978,0.204,1.381
151,1.684,3.112,2.731,0.533,0.871,0.83,-0.137,13.133,13.012,0.184,14.45,14.289,2.898,3.209,3.494,0.983,0.978,0.178,1.333
152,1.684,3.114,2.732,0.534,0.871,0.83,-0.117,13.139,13.018,0.202,14.466,14.306,2.9,3.209,3.495,0.983,0.979,0.152,1.285
153,1.685,3.114,2.73,0.534,0.87,0.829,-0.101,13.136,13.016,0.218,14.471,14.31,2.9,3.209,3.493,0.983,0.979,0.126,1.238
154,1.685,3.116,2.73,0.534,0.87,0.829,-0.119,13.126,13.006,0.201,14.465,14.305,2.9,3.209,3.493,0.983,0.979,0.231,1.386
155,1.687,3.114,2.727,0.534,0.869,0.828,-0.126,13.126,13.005,0.193,14.469,14.309,2.902,3.211,3.494,0.983,0.979,0.205,1.339
156,1.687,3.113,2.727,0.534,0.87,0.828,-0.119,13.134,13.013,0.199,14.473,14.313,2.903,3.211,3.495,0.983,0.979,0.18,1.292
157,1.686,3.104,2.721,0.534,0.868,0.827,-0.105,13.09,12.97,0.213,14.432,14.272,2.905,3.211,3.496,0.983,0.979,0.155,1.246
158,1.685,3.098,2.716,0.534,0.867,0.826,-0.119,13.034,12.913,0.199,14.379,14.22,2.906,3.21,3.497,0.983,0.979,0.13,1.342
159,1.683,3.098,2.716,0.533,0.867,0.825,-0.117,13.031,12.911,0.201,14.387,14.227,2.905,3.21,3.497,0.983,0.979,0.139,1.395
160,1.682,3.101,2.718,0.533,0.867,0.826,-0.12,13.032,12.912,0.198,14.38,14.221,2.904,3.207,3.493,0.983,0.979,0.114,1.423
161,1.685,3.104,2.719,0.533,0.867,0.825,-0.09,13.03,12.91,0.227,14.391,14.232,2.904,3.208,3.492,0.983,0.979,0.207,1.494
162,1.682,3.1,2.718,0.533,0.867,0.825,-0.122,13.005,12.886,0.196,14.39,14.231,2.905,3.208,3.492,0.983,0.979,0.183,1.448
163,1.681,3.097,2.714,0.531,0.865,0.824,-0.166,12.988,12.869,0.154,14.372,14.214,2.902,3.209,3.495,0.983,0.978,0.255,1.564
164,1.685,3.099,2.715,0.532,0.866,0.825,-0.123,13.009,12.89,0.196,14.386,14.228,2.9,3.205,3.489,0.983,0.978,0.231,1.518
165,1.684,3.095,2.712,0.531,0.865,0.823,-0.152,13.011,12.893,0.166,14.389,14.232,2.9,3.206,3.492,0.983,0.978,0.207,1.473
166,1.686,3.099,2.714,0.532,0.865,0.823,-0.124,13.011,12.892,0.194,14.389,14.231,2.901,3.205,3.493,0.983,0.979,0.183,1.428
167,1.685,3.095,2.712,0.531,0.863,0.822,-0.136,13.01,12.892,0.183,14.394,14.238,2.9,3.205,3.495,0.983,0.978,0.159,1.47
168,1.688,3.097,2.711,0.532,0.864,0.822,-0.124,13.017,12.898,0.195,14.402,14.243,2.898,3.206,3.496,0.983,0.979,0.136,1.426
169,1.69,3.099,2.714,0.532,0.864,0.822,-0.104,13.02,12.901,0.216,14.418,14.26,2.903,3.207,3.499,0.983,0.979,0.113,1.382
170,1.688,3.099,2.715,0.532,0.864,0.823,-0.127,13.028,12.909,0.195,14.421,14.264,2.908,3.207,3.5,0.983,0.978,0.09,1.339
171,1.688,3.097,2.712,0.531,0.863,0.822,-0.122,13.031,12.912,0.199,14.426,14.269,2.909,3.207,3.5,0.983,0.978,0.068,1.355
172,1.688,3.098,2.713,0.531,0.863,0.822,-0.127,13.02,12.901,0.194,14.407,14.251,2.91,3.206,3.5,0.983,0.978,0.046,1.342
