ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1089-134691-0023_1580-141083-0000,Spk2,1.277,3.131,2.237,0.412,0.85,0.807,-7.325,11.813,11.01,-6.976,12.841,12.029,2.346,3.188,3.666,0.987,0.981,0.0,0.0
1089-134691-0023_8224-274381-0011,Spk1,1.878,3.291,2.81,0.554,0.897,0.857,-2.718,13.537,13.194,-2.393,14.357,13.991,2.958,2.964,3.34,0.989,0.987,0.0,0.0
1089-134691-0025_4970-29095-0012,Spk1,1.827,3.301,2.271,0.628,0.858,0.814,0.5,16.064,15.543,0.562,16.883,16.312,3.286,3.153,3.81,0.988,0.979,0.0,7.143
1089-134691-0025_5105-28233-0004,Spk1,1.611,2.689,2.512,0.596,0.876,0.802,6.804,11.482,11.373,6.827,12.518,12.389,2.85,3.23,3.286,0.984,0.986,7.143,7.143
1188-133604-0001_1995-1826-0012,Spk1,1.766,3.207,2.939,0.41,0.668,0.646,-2.764,12.81,12.739,-2.615,15.537,15.46,3.193,3.477,3.472,0.982,0.985,0.0,0.0
1188-133604-0003_8230-279154-0014,Spk1,1.939,2.881,2.335,0.494,0.716,0.647,-1.114,12.375,12.25,-1.034,15.058,14.911,3.139,3.304,3.474,0.984,0.99,0.0,0.0
1188-133604-0005_4446-2271-0003,Spk2,1.304,2.581,2.582,0.412,0.825,0.802,-5.162,8.353,8.323,-4.79,14.166,14.07,2.963,3.089,3.864,0.973,0.967,0.0,0.0
1188-133604-0010_5105-28240-0024,Spk1,1.551,2.414,2.316,0.295,0.658,0.649,-4.862,12.692,12.673,-4.756,14.906,14.904,3.011,3.391,3.961,0.983,0.979,0.0,6.667
1188-133604-0010_61-70970-0014,Spk2,2.325,3.412,2.474,0.73,0.9,0.81,1.993,13.591,13.182,2.094,15.645,15.153,2.651,3.23,3.402,0.984,0.978,0.0,0.0
1188-133604-0011_4970-29095-0008,Spk1,1.968,3.535,3.29,0.611,0.86,0.802,3.454,12.894,12.828,3.768,17.17,17.066,3.737,3.343,3.754,0.98,0.983,0.0,0.0
