N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
19,1.751,3.197,2.863,0.533,0.848,0.806,-0.142,12.706,12.53,0.198,14.9,14.648,2.998,3.118,3.286,0.974,0.971,3.803,4.667
20,1.758,3.179,2.829,0.54,0.85,0.804,-0.011,12.576,12.401,0.321,14.86,14.608,3.007,3.118,3.285,0.973,0.969,3.613,5.934
21,1.747,3.17,2.827,0.534,0.852,0.808,-0.277,12.656,12.491,0.046,14.881,14.642,3.02,3.125,3.301,0.974,0.969,3.441,5.651
22,1.754,3.162,2.832,0.537,0.85,0.808,0.0,12.69,12.531,0.311,14.863,14.635,3.032,3.128,3.3,0.975,0.969,3.284,5.395
23,1.765,3.177,2.841,0.542,0.852,0.809,0.317,12.689,12.529,0.617,14.812,14.584,3.002,3.131,3.293,0.975,0.97,3.141,5.16
24,1.745,3.175,2.816,0.536,0.852,0.809,-0.002,12.653,12.466,0.3,14.73,14.477,2.975,3.134,3.308,0.976,0.971,3.01,4.945
25,1.75,3.18,2.816,0.537,0.854,0.811,-0.11,12.688,12.495,0.193,14.715,14.458,2.974,3.127,3.31,0.976,0.971,2.89,4.747
26,1.738,3.159,2.804,0.534,0.849,0.807,-0.003,12.644,12.455,0.293,14.752,14.5,2.973,3.127,3.301,0.976,0.971,2.779,4.565
27,1.741,3.164,2.784,0.537,0.85,0.807,0.016,12.771,12.57,0.303,14.831,14.567,2.985,3.128,3.32,0.976,0.972,2.676,4.66
28,1.731,3.157,2.777,0.536,0.849,0.806,0.005,12.925,12.728,0.287,14.947,14.689,2.996,3.127,3.323,0.976,0.971,3.601,5.514
29,1.727,3.141,2.768,0.539,0.849,0.806,0.239,12.876,12.681,0.512,14.863,14.609,2.991,3.13,3.321,0.976,0.971,3.723,5.57
30,1.715,3.133,2.747,0.53,0.848,0.804,0.001,12.706,12.514,0.277,14.662,14.413,2.986,3.132,3.333,0.976,0.97,3.599,5.897
31,1.717,3.135,2.753,0.527,0.842,0.799,-0.088,12.709,12.521,0.183,14.69,14.447,2.993,3.143,3.337,0.976,0.97,3.483,5.707
32,1.714,3.145,2.756,0.53,0.844,0.8,0.007,12.728,12.544,0.272,14.761,14.522,2.999,3.139,3.342,0.976,0.971,3.374,6.08
33,1.716,3.142,2.744,0.529,0.84,0.796,0.081,12.709,12.529,0.345,14.771,14.536,2.996,3.142,3.339,0.976,0.971,3.272,5.896
34,1.716,3.15,2.746,0.529,0.84,0.795,-0.001,12.657,12.477,0.263,14.737,14.504,2.993,3.141,3.33,0.977,0.972,3.764,5.723
35,1.722,3.142,2.734,0.528,0.836,0.791,-0.032,12.649,12.47,0.226,14.747,14.516,2.997,3.146,3.334,0.977,0.972,3.656,5.559
36,1.724,3.138,2.733,0.53,0.838,0.793,-0.001,12.679,12.502,0.251,14.757,14.528,3.001,3.146,3.33,0.977,0.972,3.555,5.405
37,1.72,3.098,2.706,0.528,0.832,0.788,0.059,12.489,12.316,0.31,14.574,14.351,3.003,3.146,3.335,0.976,0.972,3.459,5.259
38,1.711,3.072,2.687,0.529,0.83,0.786,-0.002,12.252,12.081,0.247,14.35,14.131,3.005,3.139,3.336,0.976,0.972,3.368,5.413
39,1.706,3.073,2.686,0.527,0.828,0.784,0.01,12.247,12.077,0.254,14.382,14.164,2.998,3.14,3.333,0.976,0.972,3.416,5.679
40,1.701,3.087,2.696,0.527,0.83,0.787,-0.003,12.251,12.084,0.24,14.356,14.14,2.992,3.126,3.319,0.977,0.972,3.331,5.831
41,1.71,3.097,2.704,0.527,0.829,0.786,0.114,12.248,12.082,0.355,14.4,14.185,2.992,3.132,3.314,0.977,0.972,3.707,6.146
42,1.7,3.085,2.701,0.525,0.829,0.786,-0.011,12.155,11.992,0.232,14.394,14.182,2.991,3.131,3.327,0.977,0.972,3.619,6.0
43,1.694,3.072,2.69,0.518,0.825,0.782,-0.178,12.096,11.934,0.071,14.328,14.118,2.979,3.135,3.335,0.976,0.972,3.902,6.35
44,1.709,3.082,2.696,0.525,0.828,0.785,-0.014,12.179,12.018,0.232,14.381,14.172,2.967,3.116,3.313,0.977,0.971,3.813,6.205
45,1.706,3.067,2.687,0.52,0.824,0.782,-0.122,12.191,12.032,0.121,14.393,14.188,2.968,3.122,3.328,0.977,0.972,3.728,6.216
46,1.713,3.082,2.697,0.523,0.826,0.782,-0.016,12.194,12.035,0.223,14.391,14.185,2.969,3.117,3.319,0.977,0.972,3.647,6.081
47,1.706,3.067,2.688,0.518,0.82,0.779,-0.061,12.193,12.038,0.183,14.41,14.211,2.962,3.118,3.324,0.977,0.972,3.57,6.255
48,1.719,3.074,2.684,0.523,0.822,0.779,-0.019,12.222,12.061,0.222,14.435,14.23,2.956,3.121,3.325,0.977,0.972,3.495,6.125
49,1.724,3.083,2.696,0.525,0.823,0.78,0.052,12.236,12.077,0.295,14.491,14.288,2.972,3.125,3.334,0.977,0.972,3.424,6.0
50,1.718,3.082,2.698,0.523,0.825,0.783,-0.025,12.265,12.108,0.224,14.501,14.301,2.987,3.123,3.34,0.977,0.972,3.355,5.88
51,1.715,3.077,2.691,0.521,0.823,0.78,-0.01,12.277,12.12,0.235,14.514,14.316,2.988,3.122,3.337,0.977,0.972,3.29,6.059
52,1.715,3.079,2.693,0.521,0.823,0.781,-0.026,12.242,12.087,0.217,14.452,14.256,2.989,3.119,3.34,0.977,0.972,3.226,6.038
53,1.71,3.073,2.697,0.519,0.821,0.781,-0.1,12.245,12.092,0.141,14.461,14.268,2.989,3.117,3.345,0.977,0.972,3.165,5.924
54,1.713,3.074,2.692,0.52,0.823,0.782,-0.029,12.227,12.074,0.209,14.453,14.259,2.989,3.118,3.346,0.977,0.972,3.107,5.815
55,1.719,3.074,2.695,0.519,0.823,0.782,0.027,12.237,12.087,0.265,14.488,14.297,2.987,3.129,3.353,0.977,0.972,3.05,5.709
56,1.714,3.066,2.694,0.518,0.823,0.783,-0.022,12.189,12.041,0.226,14.501,14.313,2.984,3.132,3.356,0.977,0.973,2.996,5.607
57,1.716,3.063,2.696,0.518,0.823,0.782,0.031,12.195,12.047,0.277,14.514,14.325,2.992,3.14,3.366,0.977,0.973,2.943,5.626
58,1.715,3.058,2.69,0.518,0.824,0.782,-0.017,12.158,12.012,0.226,14.473,14.286,3.0,3.143,3.376,0.977,0.973,2.946,5.582
59,1.716,3.065,2.697,0.521,0.825,0.784,0.065,12.185,12.04,0.305,14.517,14.332,3.004,3.143,3.382,0.977,0.973,2.896,5.488
60,1.711,3.066,2.7,0.519,0.827,0.785,-0.018,12.232,12.086,0.22,14.54,14.354,3.009,3.148,3.386,0.977,0.973,2.959,5.507
61,1.709,3.066,2.701,0.521,0.828,0.787,0.113,12.244,12.1,0.348,14.555,14.371,3.013,3.149,3.386,0.977,0.973,2.911,5.417
62,1.702,3.052,2.689,0.518,0.827,0.786,-0.017,12.189,12.045,0.221,14.501,14.317,3.018,3.148,3.39,0.977,0.973,3.133,5.733
63,1.703,3.049,2.689,0.519,0.827,0.786,0.018,12.176,12.033,0.256,14.48,14.297,3.019,3.148,3.39,0.977,0.973,3.083,5.642
64,1.705,3.052,2.692,0.518,0.828,0.787,-0.015,12.159,12.016,0.23,14.439,14.258,3.02,3.148,3.39,0.978,0.973,3.035,5.554
65,1.716,3.055,2.69,0.521,0.828,0.787,0.035,12.181,12.039,0.277,14.464,14.283,3.031,3.145,3.388,0.978,0.973,2.988,5.468
66,1.722,3.054,2.696,0.522,0.829,0.788,-0.015,12.183,12.042,0.226,14.459,14.279,3.043,3.145,3.39,0.977,0.972,2.943,5.386
67,1.728,3.056,2.697,0.524,0.829,0.788,0.047,12.179,12.039,0.285,14.455,14.276,3.052,3.148,3.394,0.977,0.973,2.899,5.305
68,1.727,3.048,2.69,0.524,0.83,0.789,-0.014,12.157,12.016,0.222,14.449,14.27,3.062,3.148,3.4,0.978,0.973,2.905,5.423
69,1.731,3.048,2.695,0.525,0.83,0.788,0.005,12.152,12.012,0.24,14.441,14.263,3.065,3.149,3.4,0.978,0.973,2.863,5.345
70,1.733,3.048,2.694,0.526,0.83,0.789,-0.015,12.128,11.99,0.218,14.435,14.258,3.068,3.15,3.401,0.978,0.973,2.882,5.268
71,1.735,3.048,2.698,0.526,0.83,0.789,0.043,12.137,12.001,0.274,14.445,14.27,3.066,3.156,3.405,0.978,0.973,2.841,5.194
72,1.733,3.049,2.695,0.525,0.83,0.788,-0.014,12.083,11.947,0.215,14.424,14.247,3.065,3.156,3.407,0.978,0.973,2.802,5.122
73,1.739,3.048,2.696,0.524,0.828,0.785,0.06,12.12,11.982,0.289,14.484,14.304,3.067,3.154,3.41,0.978,0.973,2.763,5.052
74,1.739,3.054,2.689,0.524,0.827,0.783,-0.015,12.135,11.992,0.213,14.505,14.317,3.069,3.153,3.41,0.978,0.973,2.726,4.984
75,1.735,3.048,2.686,0.521,0.824,0.781,-0.107,12.09,11.948,0.119,14.443,14.257,3.075,3.152,3.413,0.978,0.973,2.69,5.101
76,1.742,3.053,2.69,0.523,0.825,0.782,-0.015,12.085,11.944,0.208,14.449,14.265,3.08,3.154,3.415,0.978,0.974,2.654,5.034
77,1.739,3.054,2.692,0.524,0.825,0.782,-0.004,12.085,11.945,0.217,14.458,14.274,3.089,3.154,3.413,0.978,0.974,2.733,5.138
78,1.74,3.057,2.694,0.525,0.826,0.783,-0.013,12.075,11.935,0.209,14.438,14.254,3.097,3.152,3.411,0.978,0.974,2.698,5.255
79,1.738,3.046,2.686,0.525,0.826,0.784,-0.006,12.001,11.861,0.22,14.359,14.177,3.099,3.15,3.411,0.978,0.974,2.748,5.357
80,1.736,3.041,2.684,0.525,0.827,0.784,-0.013,11.958,11.82,0.213,14.333,14.153,3.1,3.149,3.406,0.978,0.974,2.714,5.29
81,1.736,3.044,2.686,0.526,0.827,0.784,0.034,11.965,11.827,0.258,14.349,14.169,3.1,3.149,3.405,0.978,0.974,2.68,5.393
82,1.733,3.044,2.686,0.526,0.828,0.784,-0.014,11.983,11.842,0.21,14.349,14.166,3.099,3.146,3.403,0.978,0.974,2.715,5.395
83,1.739,3.047,2.696,0.527,0.827,0.785,0.044,11.984,11.844,0.266,14.376,14.194,3.096,3.148,3.406,0.978,0.974,2.855,5.503
84,1.74,3.048,2.703,0.527,0.827,0.785,-0.017,12.022,11.88,0.206,14.405,14.219,3.094,3.14,3.401,0.978,0.974,2.821,5.437
85,1.738,3.05,2.71,0.526,0.826,0.784,0.01,12.027,11.886,0.232,14.428,14.243,3.096,3.144,3.399,0.978,0.974,2.787,5.373
86,1.734,3.051,2.713,0.527,0.827,0.785,-0.019,12.044,11.904,0.205,14.465,14.28,3.098,3.144,3.399,0.978,0.974,2.755,5.569
87,1.734,3.047,2.718,0.526,0.825,0.784,-0.002,12.048,11.91,0.22,14.475,14.293,3.096,3.144,3.395,0.978,0.974,2.723,5.505
88,1.732,3.048,2.715,0.526,0.825,0.784,-0.016,12.009,11.87,0.205,14.425,14.242,3.093,3.142,3.395,0.978,0.974,2.819,5.695
89,1.739,3.052,2.723,0.526,0.824,0.784,0.052,12.018,11.879,0.271,14.448,14.266,3.097,3.142,3.39,0.978,0.974,2.787,5.631
90,1.735,3.049,2.722,0.527,0.824,0.784,-0.015,12.006,11.867,0.204,14.448,14.264,3.1,3.141,3.385,0.978,0.974,2.879,5.692
91,1.732,3.048,2.718,0.525,0.823,0.782,-0.013,11.999,11.861,0.206,14.455,14.273,3.105,3.143,3.39,0.978,0.974,2.848,5.629
92,1.732,3.043,2.714,0.525,0.824,0.783,-0.017,12.015,11.866,0.201,14.457,14.265,3.11,3.144,3.389,0.978,0.974,2.962,5.858
93,1.732,3.044,2.717,0.525,0.824,0.782,-0.029,12.021,11.871,0.188,14.468,14.275,3.114,3.144,3.392,0.978,0.974,2.93,5.858
94,1.731,3.042,2.719,0.526,0.824,0.783,-0.017,12.012,11.862,0.198,14.471,14.278,3.118,3.144,3.391,0.979,0.974,2.899,5.859
95,1.727,3.04,2.717,0.525,0.824,0.783,-0.009,12.026,11.877,0.205,14.492,14.3,3.113,3.144,3.39,0.979,0.974,2.868,5.797
96,1.73,3.042,2.722,0.526,0.825,0.784,-0.016,12.053,11.902,0.196,14.505,14.31,3.108,3.14,3.387,0.979,0.975,3.07,6.026
97,1.727,3.043,2.72,0.525,0.825,0.784,-0.024,12.054,11.903,0.188,14.515,14.319,3.098,3.142,3.39,0.979,0.975,3.038,6.093
98,1.73,3.039,2.715,0.526,0.825,0.783,-0.02,12.033,11.882,0.193,14.515,14.317,3.089,3.143,3.391,0.979,0.975,3.007,6.03
99,1.733,3.043,2.717,0.527,0.825,0.782,0.048,12.046,11.894,0.26,14.534,14.335,3.084,3.144,3.39,0.979,0.975,3.314,6.306
100,1.73,3.042,2.718,0.527,0.825,0.783,-0.021,12.001,11.85,0.192,14.55,14.353,3.079,3.142,3.389,0.979,0.975,3.447,6.41
101,1.731,3.044,2.721,0.527,0.826,0.784,0.012,12.004,11.855,0.224,14.558,14.363,3.081,3.144,3.385,0.979,0.975,3.413,6.346
102,1.728,3.049,2.724,0.527,0.827,0.785,-0.02,12.029,11.881,0.191,14.582,14.389,3.082,3.142,3.386,0.979,0.975,3.437,6.342
103,1.724,3.05,2.725,0.527,0.827,0.785,-0.009,12.042,11.895,0.2,14.605,14.412,3.082,3.143,3.384,0.979,0.975,3.478,6.28
104,1.724,3.052,2.731,0.528,0.828,0.786,-0.02,12.077,11.928,0.188,14.624,14.43,3.083,3.14,3.376,0.979,0.975,3.445,6.316
105,1.719,3.051,2.734,0.526,0.828,0.786,-0.065,12.073,11.926,0.144,14.623,14.431,3.083,3.141,3.376,0.979,0.975,3.499,6.342
106,1.722,3.053,2.735,0.528,0.829,0.787,-0.019,12.09,11.941,0.189,14.639,14.446,3.082,3.141,3.367,0.979,0.975,3.466,6.283
107,1.72,3.053,2.738,0.526,0.828,0.787,-0.044,12.093,11.946,0.164,14.659,14.467,3.081,3.143,3.372,0.979,0.975,3.433,6.341
108,1.721,3.056,2.738,0.528,0.829,0.788,-0.019,12.082,11.935,0.189,14.685,14.492,3.079,3.142,3.369,0.979,0.975,3.556,6.436
109,1.721,3.054,2.741,0.528,0.828,0.787,-0.008,12.088,11.941,0.201,14.697,14.504,3.074,3.142,3.371,0.979,0.974,3.523,6.377
110,1.72,3.059,2.743,0.527,0.829,0.788,-0.018,12.091,11.943,0.194,14.693,14.499,3.068,3.142,3.37,0.979,0.975,3.491,6.319
111,1.72,3.058,2.743,0.527,0.83,0.788,0.008,12.087,11.94,0.219,14.693,14.5,3.066,3.141,3.37,0.979,0.975,3.46,6.262
112,1.719,3.057,2.739,0.527,0.83,0.788,-0.016,12.026,11.88,0.194,14.623,14.432,3.064,3.141,3.372,0.979,0.975,3.429,6.206
113,1.72,3.054,2.74,0.528,0.83,0.789,-0.001,12.038,11.893,0.209,14.624,14.434,3.065,3.142,3.37,0.979,0.975,3.399,6.151
114,1.716,3.051,2.739,0.527,0.831,0.79,-0.015,12.048,11.905,0.194,14.636,14.447,3.066,3.141,3.373,0.979,0.975,3.369,6.098
115,1.715,3.054,2.743,0.527,0.832,0.791,-0.019,12.05,11.907,0.189,14.626,14.438,3.069,3.141,3.375,0.979,0.975,3.448,6.153
116,1.716,3.055,2.741,0.527,0.831,0.79,-0.016,12.013,11.87,0.192,14.608,14.42,3.071,3.14,3.378,0.979,0.975,3.418,6.1
117,1.716,3.048,2.736,0.527,0.83,0.789,-0.044,11.996,11.854,0.163,14.579,14.392,3.072,3.14,3.382,0.978,0.974,3.959,6.618
118,1.717,3.048,2.734,0.528,0.831,0.789,-0.015,11.99,11.845,0.19,14.567,14.378,3.073,3.136,3.381,0.978,0.974,3.925,6.562
119,1.716,3.054,2.743,0.529,0.832,0.79,-0.015,12.023,11.88,0.192,14.587,14.4,3.077,3.138,3.383,0.978,0.974,3.893,6.507
120,1.714,3.055,2.742,0.529,0.832,0.79,-0.014,12.035,11.891,0.192,14.596,14.408,3.082,3.142,3.389,0.978,0.974,3.86,6.69
121,1.716,3.06,2.752,0.531,0.833,0.792,0.003,12.06,11.917,0.209,14.61,14.423,3.081,3.138,3.384,0.978,0.974,3.993,6.8
122,1.711,3.057,2.748,0.532,0.834,0.792,-0.013,12.045,11.902,0.192,14.597,14.41,3.081,3.14,3.381,0.978,0.974,4.024,6.808
123,1.712,3.06,2.754,0.533,0.834,0.793,0.011,12.05,11.908,0.214,14.594,14.408,3.083,3.14,3.382,0.978,0.974,4.093,6.854
